ngiemboon,en
"Púʼu la, n ge gwaa gíŋ gɔɔn nò, é vɔg gɔɔn ngie á ne ńzɛ́te ngie pʉ̀a Ssé ne ńtsyɛʼte yé na twó mânyìŋ ntsèm, ńne ńdúɔ mbwó yé ngie à kẅéte wɔ̌wɔ́ɔ, ńne sẅíŋte yé, ńne síe yé na twó wɔ̌wɔ́ɔ. ","First of all, then, I urge that petitions, prayers, intercessions, and thanksgivings be made for everyone, "
"Mé ne sẅíŋte Ssé na twó mefùɔ, tà mbɔɔ na twó petsɔ́ pʉ̀a pie é sáʼa láʼ. Légwɔ́ gie pege ge néŋe mboŋó, aláʼa yégè gwɔ́ láʼa mbʉ́lè. Pege gwɔ́ pʉ̀a pie é gÿo mmó gie á poŋ Ssé, ńgẅiin tsẅé gie á gẅiin mekùʼ. ","for kings and all those who are in authority,   so that we may lead a tranquil and quiet life in all godliness  # 2:2 2Pt 1:3 and dignity.  # 2:2 1Tm 3:4; Ti 2:7 "
"Lesẅiŋté Ssé na twó pʉ̀a aa mbòŋ, ńgwɔ́ mmó gie á poŋ Ssé gẅie à gÿo pege tsẅɛ́ɛ. ","This is good, and it pleases God our Savior,   "
"Á yé gẅie à ne ńkwoŋo ngie pʉ̀a mesoŋ ntsèm tsẅɛ́, ḿbiŋ ńzsé nò nénʉ́. ","who wants everyone   to be saved  # 2:4 Ezk 18:23,32; Jn 3:17; 1Tm 4:10; Ti 2:11; 2Pt 3:9 and to come to the knowledge of the truth.  # 2:4 Jn 14:6,17"
"E Ssé zɔɔn ńgwɔ́ pɔ́ yémɔʼɔ́,","For there is one God   and one mediator  # 2:5 Heb 8:6 between God and mankind, the man  # 2:5 Jn 1:14; Php 2:7; 3:3; 1Jn 4:2; 5:20 Christ Jesus, "
"Kwàʼ yé máŋwɛ́ la náa twó yé ńdɔg ńcuʼ pʉ̀a metsèm mbwó legwé, ńdɔg púʼu, ńnyɛɛ na fʉ̀ʼ gie e Ssé la záb ngie yé Ssé ne ńkwoŋo ngie pʉ̀a mesoŋ metsèm tsẅɛ́. ","who gave himself as a ransom for all,   a testimony at the proper time."
"E Ssé la zába wɔ́ɔn ngie n gwɔ́ ntsẅìnkʉ̀ we, ńgwɔ́ ngàŋntúm Yěsô létsẅii yɛ̌ nò. À la cʉ́me mbwó mèŋ ngie n zíʼi pʉ̀a pie é té pà Yúndà wɔ́, lézáb ntʉ́m na Keleto, mbɔɔ lézsé nò gie áa nénʉ́. Mèŋ shwóŋo nò nénʉ́, n těen ńcÿɔɔ nò wɔ́.","For this I was appointed a herald, an apostle   (I am telling the truth;  # 2:7 Other mss add in Christ I am not lying), and a teacher of the Gentiles  # 2:7 Ac 9:15 in faith and truth."
"Á gʉa na nò létsyɛʼte Ssé, mbà n ne ńtsɔ́ɔn ngie nzɔ̌ nzɔ̌ wɔ́ɔ gie pʉ̀a Keleto cuʼté wó, mbàŋa tsyɛʼte Ssé, ńgwaa tsyɛʼte, ńdɔg páʼ pɔ́ kwaʼ ńzáb ntʉ́m na Ssé tá ńkwéʼe mbwó ńnáa tÿǒ fʉ̀ʼʉ létsyɛʼte Ssé. Pɔ́ gíŋ ńgwɔ́ pʉ̀a pie é té ngàŋlóŋ wɔ́, ńké te faʼ mentsaŋ wɔ́.","Therefore, I want the men in every place to pray, lifting up holy hands without anger or argument.   "
"N giŋé ne ńtsɔ́ɔn ngie panzwě maʼ menzsǒ mie ée mbòŋ mbwó pʉ̀a Ssé, é menzsǒ mie é té gwɔ́ pɔ́ tsɔ̌ ntí wɔ́, é mie é gwɔ́ pɔ́ mé panzwě pie mekùʼ ée na pɔ́b. Tà pɔ́ cʉ́ʼʉ lékẅiŋ mbùm yɔb, ńtáŋte menoŋo twó mɔ́b pɔ́ na tsɔ̌ ntí gie e sẅile sẅile. Kà ńjÿɔ́g pɔ́ shúm sie é cÿɔ́g pɔ́ nkáb tɛʼ wɔ́ɔ, tà pɔ́ maʼ menzsǒ lélɔg ńnyɛ pɔ́ nnɛ́. ","Also, the women are to dress themselves in modest clothing,   with decency and good sense, not with elaborate hairstyles, gold,  # 2:9 Rv 3:18 pearls, or expensive apparel, "
"Á zɛ́te ngie pɔ́ lɔg pɔ́ mà wɔb ńnyɛ ngie pɔ́ ée panzwě pie é sí. Áa páʼ panzwě pie é gÿo mmó gie á poŋ Ssé, é gẅiin légÿo.","but with good works,   as is proper for women who profess to worship God. "
"Panzwě lɔɔn néŋe ńtóo tsɛ̀ɛ cúʼtè, pɔ́ pʉ́le ńnéŋe ssé, ńzẅíʼte mmó gie mé ne ńzíʼi, tà pɔ́ le pége shwǒŋ wɔ́. ",A woman is to learn quietly with full submission.   
