ngiemboon,en
"Afɛ̌ wɔ̀ɔn, manzwě gẅie n ka kaŋ,","I have come to my garden #— #my sister, my bride."
"Mèŋ n kɔʼɔ́ ne ńdyé,","I was sleeping, but my heart was awake."
"E sẅɛ̌ nzsǒ yɔ̀ɔn,",I have taken off my clothing.  
"Mámbàŋa gẅie n kwoŋo yé tɛʼ,","My love thrust his hand through the opening,"
Mèŋ n dǔ ssé,I rose to open for my love.
N tsɔ̌ʼ ncwò ndá né nyìŋ gẅie n kwoŋo yé tɛʼ;,"I opened to my love,"
"Papyɛ́b jʉʼ pie é kéle tÿǒsoŋ ka gyá wɔ́ɔn,",The guards who go about the city found me.  
"N zɛ́te mbwó pi,","Young women of Jerusalem, I charge you,  "
Tsɔ̌ ndàagyá mmó gie nyìŋ gẅie ɔ̀ kwoŋo yé tɛʼ gẅiin áa kɔ́?,"What makes the one you love better than another,"
"Nyìŋ gẅie mèŋ n kwoŋo yé fɔ̌g tà ńŋwʉŋe,","My love is fit and strong,  ,# 5:10 1Sm 16:12"
Atwó yé ŋwʉ́ŋe,His head is purest gold.
Menÿɔ́g mé gwɔ́ pɔ́ páʼ,His eyes are like doves  
Ngɔ́ʼ mé lá?,"His cheeks   are like beds of spice,"
"Mbwo mé gwɔ́ páʼ mekwáŋ mie mé lɔgɔ tʉ̌ ngɔ̂ɔ ńnyɛte,",His arms   are rods of gold
"Mentɔ́ɔn mé gwɔ́ pɔ́ páʼ mentóon mie mé la lɔg meféfɔ́gɔ metǒon mie é tʉʉ lê lwáʼ,",His legs are alabaster pillars
"Ncwò wé pʉ́le pʉlé,",His mouth is sweetness.
