ngiemboon,en
" Ndòon ee twó tÿǒsoŋ gie patʉʉ twó, pâ pakwɛ́ɛ pwó, ée wó,","Woe to the city that is rebellious  ,# 3:1 Ex 23:21; Dt 9:24; Ps 106:43 and defiled,  # 3:1 Is 59:3"
" Cʉ̀apʉ̀a ka tóŋ pʉ̀a Yelúzálèm, pɔ́ té zẅíʼte,",She has not obeyed;  
"Mefùɔ pɔ́b gwɔ́ pɔ́ páʼ mepúʼntʉ̀ pie é pfo la,",The   princes within her are roaring lions;  # 3:3 Ezk 22:25
"Pantsẅìnkʉ̀ pɔ́b gwɔ́ pɔ́ metsǒŋ,",Her prophets are reckless    —
"Táʼ, Cʉ̀apʉ̀a ké ńgwɔ́ pɔ́ tÿǒsoŋ,",The righteous Lord is in her;  
"Cʉ̀apʉ̀a gɔɔn ngie: «Mèŋ n da pyág meláʼ,",I have cut off nations;
N da kwaŋ yɔ́ɔn pɔ́ ngie:,I said: You will certainly fear me
Cʉ̀apʉ̀a ne ńgɔɔn ngie:,"Therefore, wait for me    —"
N ge gÿo kẅile ncÿǒ na mekùb ncwò pʉ̀a.,For I will then restore
"Epʉ̀a pie ée tsɛ̀ɛ mengwòŋ ntsèm, ńne ńguʼte wɔ́ɔn,",From beyond the rivers of Cush  
"«Á ge láʼ gwɔ́ lyɛ̌ʼ ŋwɛ́,",On that day you   will not be put to shame  # 3:11 Gn 2:25; 2Sm 19:5; Ps 25:3
"N ge láʼ gʉa tsetsɛ̀ɛ pi,",I will leave
Apfwɔ̀ʼɔ pʉ̀a Ésàlayɛ,The remnant   of Israel will no longer
"Gù Siyoŋ gẅie ɔ̀ sǐ, kwéʼe ngyè lekág!","Sing for joy, Daughter Zion;"
Cʉ̀apʉ̀a tsẅě jʉʼ na páʼ à kɔ̌ɔn ńge ŋaga gẅí;,The Lord has removed your punishment;
"Á ge láʼ gwɔ́ lyɛʼó ŋwɛ́, mé gɔɔn né Yelúzálèm ngie:",On that day it will be said to Jerusalem:
"Cʉ̀apʉ̀a, é Ssé jù, aa né gù:","The Lord your God is among you,"
À ne ńkága páʼ mé kág fʉ̀ʼʉ melínɔ̀ɔn.,I will gather those who have been driven  
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́, n gÿo","Yes, at that time"
"Á ge láʼ gwɔ́ fʉʼó,","At that time I will bring you    back,"
