ngiemboon,en
"Pi tóŋ letagá, ńdɔg ńkága tuŋó láʼ.",Put the ram’s horn to your mouth!  
Pɔ́ gaʼte ńtóŋo wɔ́ɔn ńgɔɔn ngie:,"Israel cries out to me,  "
Ésàlayɛ ka gwáʼa nò mbòŋo;,Israel has rejected what is good;  
"Pɔ́ ka néŋ mefùɔ té píge wɔ́ɔn,","They have installed kings,  "
"Epʉ̀a Samalîɛ, pi gwáʼa múɔ fòŋ gẅi gẅie pi ka lɔgɔ tʉ̌ ngɔ̂ɔ ńnyɛte.","Your calf-idol  ,# 8:5 Hs 10:5; 13:2 is rejected, Samaria.  # 8:5 1Kg 12:28–29; Hs 7:1"
"Á nue tútú gẅi fóo pɔ́ ngwòŋ Ésàlayɛ,",For this thing is from Israel —
"Pɔ́ ka pye fèfà,","Indeed, they sow the wind  "
Mé mǐi Ésàlayɛ!,Israel is swallowed up!  
Epʉ̀a Efalayîm ka gʉa né ngwòŋ Asili.,For they have gone up to Assyria  
Tà mbɔɔ páʼ à ka nǎ ntsɔʼɔ́fàʼ,"Even though they hire lovers among the nations,"
"Efalayîm ka nyɛte mejʉʼʉ lenuŋé pwɔʼ tà é gyɔ́ɔn gyɔ̌ɔn lélɔg fʉa nò,","When Ephraim multiplied his altars for sin,  "
"Mèŋ n dɔɔn ńzɔɔn ńŋweʼe membʉ̌ tàʼ ntsáʼ, ńnáa mbwó yé,",Though I were to write out for him
"Pɔ́ lɔg menɔ̀ɔn nuŋe pwɔʼ mvfò mèŋ,","Though they offer sacrificial gifts  ,# 8:13 Hs 5:6; 9:4"
"Ésàlayɛ ka kwɛ́ menɔʼ,",Israel has forgotten his Maker   and built palaces;  # 8:14 Is 9:9–10
