ngiemboon,en
Wɔɔn ée nkʉ̀ Cʉ̀apʉ̀a.,A pronouncement:
"Á gíŋ ńgʉa gʉa ńkúu Amad gẅie aa nkwɔʼɔ́ Ndamásè,","and also against Hamath,   which borders it,"
"Epʉ̀a Tîi ka kwɛ́ metʉ̂ankáʼ, ńdɔg ńkéle tÿǒsoŋo yɔ́b.",Tyre has built herself a fortress;
"Táʼ, Cʉ̀apʉ̀a ge gÿo gwoon tÿǒsoŋ ŋwɛ́ kẅé,",Listen! The Lord will impoverish her
"Epʉ̀a Ashÿekeloŋ ge gÿo gyá mɔɔn menò ŋwɛ́, é cÿɔʼ;",Ashkelon will see it and be afraid;
"Epʉ̀a meláʼa meláʼ ge gÿo cub, é tsẅé Ashÿendɔd.","A mongrel people will live in Ashdod,"
"N ge gÿo fó ncwò pɔ́b,",I will remove the blood from their mouths
"N ge gÿo pyɛ́b ngwòŋ wɔ́ɔn meshÿó ntsèm,","I will encamp at my house as a guard,"
"Gù siyoŋ gẅie ɔ̀ sǐ,","Rejoice greatly, Daughter Zion!"
"N ge gÿo pyág mekélêg ncù á Efalayîm,",I will cut off the chariot from Ephraim
Cʉ̀apʉ̀a ne ńgɔɔn ngie:,"As for you,"
"Pi megàŋatsǎŋ pie pi neŋé ńne ńzẅíʼte mmó,","Return to a stronghold,"
"N ge gÿo lɔgɔ láʼa pà Yúndà,",For I will bend Judah as my bow;
"À cʉa púʼu, Cʉ̀apʉ̀a fó tÿǒ lepwó, ńkẅɛ, ḿbú ńkábte wɔ́b,","Then the Lord will appear over them,"
Cʉ̀apʉ̀a gẅie à piʼi kɔ̀ɔkɔ́ɔ ge gÿo kábte pʉ̀a pé.,The Lord of Armies will defend them.
"Á ge láʼ gwɔ́ lyɛ̌ʼ ayɛ̌,",The Lord their God will save them on that day
Pɔ́ ge gÿo kwàʼ júʼ mboŋó!,How lovely and beautiful!
