ngiemboon,en
"Menzeennzse kwéte tsɛ̀ɛ ndóŋ laméndɔ̀ɔn, ńnéŋe lɔ̌ʼ mǒ, ńgÿo á cʉŋte. Ndʉŋndʉŋ páʼ nzsènò gÿo múɔ méngʉ̀gʉ̀ nò, á cʉŋte zsénò yé, mbɔɔ mekùʼ mé.",The Burden of Folly Dead flies make a perfumer’s oil ferment and stink;  
"Nyìŋ gẅie aa nzsènò, à sáŋa nò pɔ́ mboŋó, nyìŋ gẅie aa gʉ̀gʉ̀ sáŋa yé nò pɔ́ lekyɛ̀bɛ lekyɛ̀bɛ.","A wise person’s heart goes to the    right,"
"Nyìŋ gẅie aa gʉ̀gʉ̀ gwɔ̌ tà ne ńgiŋe mánzsè, lesaŋá nò pú ńzága mbwó yé, yɛ̌ zɔ̌ gÿo epʉ̀a metsèm pú ńgɔɔn ngie aa pʉ̀a.","Even when the fool walks along the road, his heart lacks sense,"
"Táfàʼ gù lɔɔn ne ńgyáŋa lóŋ ńtí gú, ɔ̀ pɔ́ɔn légwáʼa jʉʼʉ fàʼ, á nue legẅiin mà gẅie à pʉ́le pʉlé, à ge gÿo ɔ̀ lÿɔ́ʼɔ léfʉate menò.","If the ruler’s anger rises against you, don’t leave your post,  "
"Ngwɔ́ nyìŋ gẅie à sáʼa láʼ, á fʉa pwó yé. Á gwɔ́ púʼu, ńgwɔ́ menò mie é té tyé, é mie n da gyá ndùmo ssé tsetsáʼ. ","There is an evil I have seen under the sun, an error proceeding from the presence of the ruler:"
"Mé lwo ńkwéʼe megʉ̀gʉ̀ ńtÿɔ́gɔ na mejʉʼ melÿò, ḿbiŋ sẅíʼi pʉ̀a pie é zɛɛ ssé ńnéŋe na mejʉʼ mie é zeŋe zeŋe. ","The fool is appointed to great heights,  "
"N da gyá menkwɔɔn néŋe ndùm melÿóon, asáʼa púɔ láʼ ne ńgiŋe ssé páʼ menkwɔɔn.","I have seen slaves on horses,  "
"Nyìŋ lɔɔn ńtúŋo gem, mbà ngwɔ́ á sele ńgwe tsoló, ndʉŋndʉŋ páʼ ngwɔ́ ennú tsɔ́gɔ nyìŋ gẅie à tága sagá ndá. ","The one who digs a pit may fall into it,  "
"Ngwɔ́ nyìŋ ne ńtúŋo metǒon ńdÿóon fʉ̌ŋ, ndʉŋndʉŋ páʼ ńgwɔ́ nyìŋ tóo ńcuʼ nkẅíŋ, à nò gÿo yé.",The one who quarries stones may be hurt by them;
"Nzɔɔn lɔɔn ńtsẅɛ, mé piŋ te tsege, mbà á zɛ́te lékẅile metʉ̀ tɛʼ tá shʉ́a nkẅíŋ. Azsénò zɔ̌ zɔ́ɔn ńkẅéte nyìŋ á faʼa fàʼ yé, á giŋ.","If the ax is dull, and one does not sharpen its edge,"
"Nyìŋ lɔɔn ńzsé lénɔ́gɔ mbɔ̀ɔn páʼ á te tsɔ́gɔ nyìŋ wɔ́, á piŋ ésele ńtsɔ́gɔ yé; mbà we lénɔ́gɔ mbɔ̀ɔn kẅeté yé na kɔ́?","If the snake bites before it is charmed,  "
"Á gʉa fʉ̀ʼ gie nzsènò ne ńgɔɔn nò, epʉ̀a metsèm kwoŋo lézẅíʼte, táʼ, nyìŋ gẅie aa gʉ̀gʉ̀, gɔɔn yé nò, á lɔgɔ yé ńkú pɔ́ pyé. ","The words from the mouth of a wise person are gracious,  "
"À gwaa zyete légɔɔn nò, ńdɔgɔ gʉ̀gʉ̀ meshwóŋè, ḿbiŋ ńgwaa zsote, ńdɔg meshwóŋè pʉa, lâ me mbÿɔg pÿɔ̌g ńcʉ́me. ","The beginning of the words from his mouth is folly,"
"Nyìŋ gẅie aa gʉ̀gʉ̀, à shwóŋe pɔ́ te pá ndyèen. Tá ńgwaa gwɔ́, nyìŋ mesoŋ te zsé mmó gie á ge gÿo tá tó wɔ́. Ngwɔ́ wɔ̌ shwóŋe yé mmó gie á ge cʉa, afʉ̀ʼ gie à te nyé wó wɔ́ɔ? ",yet the fool multiplies words.
"Agʉ̀gʉ̀ cúɔ mbùm yé na mefàʼ mie é té kẅéte, tà zɔɔn fó té gíŋ ńzsé mánzsè gẅie à gee lé tÿǒsoŋ wɔ́.","The struggles of fools weary them,"
"Engɔ́ʼ ee ye láʼ gie á gẅiin fùɔ gẅie à nyé ńgwɔ́ pɔ́ kwàʼ múɔ ngwàshùm, ḿbiŋ ńgẅiin meŋwǎláʼ pie é zɔ́gɔ yɔ́b ńjÿó pɔ́ línɔ̀ɔn. ","Woe to you, land, when your king is a youth  "
"Aláʼa pashÿó mbòŋo áa ye pʉ̀a pie fùɔ wɔb fóo na tsìŋendá ngàŋ mekùʼ, meŋwǎláʼ pé piŋ ḿpfɛ́ɛ mmó pɔ́ na fʉ̀ʼ gie á né ńzɛ́te, lélɔg ńgẅiin metʉ̀, tà pɔ́ te gwɔ́ pɔ́ lécʉ́ʼ panúnú melùʼ wɔ́.","Blessed are you, land, when your king is a son of nobles"
"Atwó ndá nyìŋ gẅie aa ndǒŋ, á keme ńgwe na yé, endá nyìŋ gẅie à páʼ mbwó mé ńnéŋe, mbʉ̀ŋ lúu tsɛ̀ɛ lûmndá yé.","Because of laziness the roof caves in,"
"Melÿò cʉ́ʼʉ léséŋe mbùm yɔb, ńdɔ́ɔn shúm léjÿó mbòŋo. Melùʼ gÿo, awɔb legwɔ́ gwɔ́ tsɛ̀ɛ lekág. Nkáb piŋ ńgÿo pɔ́ gẅiin shúm ntsèm. ","A feast is prepared for laughter,"
"Pɔ́ɔn lénéŋ ndòon twó fùɔ, tà mbɔɔ tsɛ̀ɛ nkwaŋá gú, pɔ́ɔn lénéŋe tsɛ̀ɛ lûmndá gù, ńnéŋ ndòon twó ngàŋa mmó. Á nue ngwɔ́ méshʉ́ŋ kaa nò gie ɔ̀ gɔ̌ɔn, ńgwá shwóŋ.","Do not curse the king even in your thoughts,  "
