ngiemboon,en
"Yêe! Atʉ̌ ngɔ̂ɔ té gíŋe ńne ńŋwʉŋe wɔ́,","How the gold has become tarnished,"
"Epʉ̀a Siyoŋ lâ metʉ̀nzẅìŋ pʉ̀a,",Zion’s precious children —
Mbɔɔ ngwètsẅɛ zsé lénóŋe púɔ pɔ́b.,Even jackals offer their breasts
Alʉ́me múɔ mbÿɛ́,The nursing baby’s tongue
"Epʉ̀a pie é kɔ̌ɔn ḿpfɛ́ɛ shúm léjÿó mbòŋo,",Those who used to eat delicacies
Menò tepòŋ pʉ̀a pɔ́ɔn pǔ ḿbÿɔ́g,The punishment of my dear people
"Meŋwǎláʼ pég la sí tà ńcʉa megẅi,","Her dignitaries were brighter than snow,"
"Táʼ, á piŋ ńgwɔ́ fʉ̀ʼɔɔn, mbà meshÿó mɔ́b kéen sele ésíŋ páʼ nkyě mmɔ̌g,",Now they appear darker than soot;  
"Lekwě ncù aa mbòŋ,",Those slain by the sword are better off
"Á laa fʉ̀ʼ gie ngʉ̀ngʉ̀ la kú pʉ̀a láʼ pɔ́ɔn,",The hands of compassionate women
" Cʉ̀apʉ̀a ka gyáŋa lóŋ tà ńcʉ́me,","The Lord has exhausted his wrath,"
"Atsɔ̌ fùɔ ndùmo ssé tsetsáʼ kà tsɔ̌ nyìŋ ndyɛ̀ʼɛ ndùm njÿó wɔ́ɔ,",The kings of the earth
"Mé lɔ́ɔn ńtuɔ púʼu, ńtí menò tepòŋ pantsẅìnkʉ̀ Ssé,",Yet it happened because of the sins of her prophets
"Á piŋ ńgwɔ́ fʉ̀ʼɔɔn, pantsẅìnkʉ̀ ŋwɛ́, mbɔɔ panuŋepwɔʼ","Blind, they stumbled in the streets,  "
"Pɔ́ gwɔ́ tà ne ńtóo, mé gaʼte ngie:",“Stay away! Unclean! ” people shouted at them.
"Cʉ̀apʉ̀a la zɔɔn te ne ńkwoŋo légyá wɔ́b wɔ́,",The Lord himself has scattered them;
"Peg lǐe jʉʼ lǐe tà nÿɔ́g még tʉa,",All the while our eyes were failing
"Mé pá mekwò még,",Our steps were closely followed
"Epʉ̀a pie é nɔ́ɔn wég,",Those who chased us were swifter
"Nyìŋ gẅie à kɔ̌ɔn ńgÿo tá peg gwɔ́ wɔ́,","The Lord’s anointed, the breath of our life,  ,# 4:20 Gn 2:7; 2Kg 25:7"
"Pi pʉ̀a láʼa Éndɔ̀m, pi kág, éséŋe membùm mí,","So rejoice and be glad, Daughter Edom,  "
"Atÿǒsoŋo Siyoŋ, mefʉa gù ka mag.","Daughter Zion, your punishment is complete;"
