ngiemboon,en
"Yɔɔn áa sẅíŋtè gie ntsẅìnkʉ̀ Ssé Ambakug la gÿo mbwó Ssé, à la cʉ́ʼʉ légÿo, ńzɔb pɔ́ páʼ mé kaa ntse legwé la, ńgɔɔn ngie:","A prayer of the prophet Habakkuk. According to Shigionoth.  ,# 3:1 Ps 7 title"
" Cʉ̀apʉ̀a, n ka júʼ páʼ mé kíme memǎa menò mie ɔ̀ gÿo."," Lord, I have heard the report about you;"
E Ssé ne fóo lekwɔʼɔ́ Temaŋ ńtóo;,"God comes from Teman,"
"À ŋwʉŋe pɔ́ páʼ kyɛ̀ʼ la,",His brilliance is like light;
"Gwáʼa aa mvfò yé, ńne ńtóo,","Plague goes before him,"
"À giŋ tà ńtyé, atsetsáʼ vɛ.","He stands and shakes   the earth;  # 3:6 Jb 9:6; Is 13:13; 24:19; Jl 2:10; 3:16; Hg 2:6,21; Heb 12:26"
"N ne ńgyá patsẅé Kushÿaŋ,",I see the tents of Cushan   in distress;
Cʉ̀apʉ̀a aa páʼɔɔn ńgyáŋa lóŋ pɔ́ né mí keen?,"Are you angry at the rivers,  Lord?"
"Ɔ̀ nyɛte kyɛ́d gù,",You took the sheath from your bow;
"Mekwɛ́ ne ńgyá gú, éshʉ́ŋe",The mountains see you and shudder;  
"Mekwoŋ kyɛ́d mú ne ńdéme ńkyɛʼɛ jʉʼ,","Sun and moon stand still in their lofty residence,  "
Ɔ̀ lɔgɔ gyáŋalóŋ ńgwáa ńkʉ́ʼʉ ndùmo ssé tsetsáʼ.,You march across the earth with indignation;
"Ɔ̀ kẅɛ pɔ́ légÿo pʉ̀a pú tsẅɛ́,","You come out to save your people,  "
"Ɔ̀ lɔg lekwoŋ kyɛ́d pasáʼ megàŋmbù pú, ésele ńtɔ́g twó sɔ́b.",You pierce his head
"Ɔ̀ tsɔ́ʼ nzsè tsɛ̀ɛ máŋʉ́, melÿóon pú cʉa","You tread the sea with your horses,"
"N júʼ jʉʼ pú ńcʉʼʉ púʼu,","I heard, and I trembled within;  "
"Metÿǒ pÿɛ̀ té gÿo gíŋ sɔɔn wɔ́,",Though the fig tree does not bud
"Táʼ, ńgʉa na mèŋ, mbà Cʉ̀apʉ̀a zɔ náa wɔ́ɔn lekág.",yet I will celebrate in the  Lord;
Cʉ̀apʉ̀a Ssé ée mɔ́ɔn metʉ̀:,The Lord my Lord is my strength;  
