ngiemboon,en
"Mezíŋ pʉ̀a pie é laa na tsìŋendá Áloŋ pɔ́ ye Mǒonsê, á fʉ̀ʼ gie Cʉ̀apʉ̀a la gɔɔn nò mbwó Mǒonsê, á ndùm lekwɛ́ Sinayi e mɔɔn. ",These are the family records of Aaron and Moses at the time the Lord spoke with Moses on Mount Sinai.   
"Áloŋ la gẅiin púɔ mbàŋa lekùɔ, lezíŋ múɔ letwó we gwɔ́ lê Nandab, mecʉʼnzèm pé gwɔ́ Ambiyu lé Eleyazaa ńgÿo Etamaa. ","These are the names of Aaron’s sons: Nadab, the firstborn, and Abihu, Eleazar, and Ithamar. "
"Mé la zɔ́ʼɔ wɔ́b, ńdɔg ńgÿo panuŋepwɔʼ, pɔ́ gwoon ńzye fàʼ. ","These are the names of Aaron’s sons, the anointed priests, who were ordained to serve as priests. "
"Táʼ, Nandab pɔ́ Ambiyu tóo nkùɔmekwaʼá Sinayi, ńkwéte á ncwò jʉʼʉ Ndʉalʉ̌a, mbà pɔ́ lɔ̌g mmɔ̌g gẅie é kɔʼɔ́ te ne ńzɛ́te wɔ́, ńtóo mvfò Cʉ̀apʉ̀a lénuŋe pwɔʼ. Pɔ́ la nyé te gẅiin púɔ mbàŋa, Eleyazaa pɔ́ Etamaa zɔ̌ cʉ́ʼ ńgẅiin léfaʼa fàʼa panuŋepwɔʼ pâ tá wɔb Áloŋ. ","But Nadab and Abihu died in the Lord’s presence when they presented unauthorized fire   before the Lord in the Wilderness of Sinai, and they had no sons. So Eleazar and Ithamar served as priests under the direction of Aaron their father.  # 3:4 Lv 10:6; Nm 4:16,28,33"
Cʉ̀apʉ̀a leen ńké ńgɔɔn né Mǒonsê ngie: ,The Lord spoke to Moses: 
"«Gÿo epʉ̀a na ngẅɛ̀te Lěvî tó, ɔ̀ cʉ́me wɔ́b mbwó Áloŋ nùŋepwɔʼ, pɔ́ kẅéte yé na fàʼ. ",“Bring the tribe of Levi near and present them to the priest Aaron to assist him. 
"Pɔ́ ge faʼa fàʼa yɔ́b, á ncwò ntàb mbumté, á léfaʼa mbwó Áloŋ mbɔɔ mbwó mecúʼtè pa Ésàlayɛ ntsèm. Pɔ́ ge pú faʼ mefàʼ ntsèm mie é líe nò na jʉʼʉ Ndʉalʉ̌a. ",They are to perform duties for   him and the entire community before the tent of meeting by attending to the service of the tabernacle. 
"Pɔ́ ge líe nò na shúm sie ée tsɛ̀ɛ ntàb mbumté, éfaʼ mefàʼ mie ée mé pa Ésàlayɛ, é mefàʼ mie é líe nò na jʉʼʉ Ndʉalʉ̌a. ",They are to take care of all the furnishings of the tent of meeting   and perform duties for the Israelites by attending to the service of the tabernacle. 
"Ɔ̀ ge cʉ́me pʉ̀a Lěvî á mbwó Áloŋ pâ penkʉ́ pé. Pɔ́ gʉa na gubé Ésàlayɛ, ńgwɔ́ pʉ̀a pie mé tsɔʼɔ́ wɔ́b ńná né Áloŋ lâ petsɔ́ pa Ésàlayɛ. ","Assign the Levites to Aaron and his sons; they have been assigned exclusively to him   from the Israelites.  # 3:9 Nm 8:16,19,22; 18:6 "
"Táʼ, ɔ̀ ge ké fɔ́ge lejÿɔ́g shú légwɔ́ gie Áloŋ pâ penkʉ́ pé zɔ̌ ge faʼa fàʼa panuŋepwɔʼ. Atsɔ̌ nyìŋ ndyɛ̀ʼɛ lɔɔn ńkúu mǒ, té gwɔ́ gie aa nùŋepwɔʼ, mbà mé gẅiin lézẅé ngàŋ.» ","You are to appoint Aaron and his sons to carry out their priestly responsibilities, but any unauthorized person who comes near the sanctuary is to be put to death.”  "
Cʉ̀apʉ̀a gíŋe ńgɔɔn né Mǒonsê ngie: ,The Lord spoke to Moses: 
