ngiemboon,en
"Tà legwɔ́ gẅie pi lâ Keleto leen ńtemte zɔ te ne ńgÿo pi kẅiʼi éshÿɔgɔ wɔ́ɔ? Tà ntí gie Keleto lɔg ńkwoŋo gẅí zɔ te ne ńkẅiŋte gẅí wɔ́ɔ? Tà pi lâ Zẅìge Ndʉalʉ̌a zɔ te nùɔ wɔ́ɔ? Tà pi te gẅiin nkwòŋe laa tsɔ́ɔnmezìŋe, á tsetsɛ̀ɛ pi wɔ́ɔ? ","If, then, there is any encouragement in Christ, if any consolation of love,   if any fellowship with the Spirit,  # 2:1 1Co 12:13; 2Co 13:13; Eph 4:3 if any affection and mercy,  # 2:1 Col 3:12 "
"Páʼ áa púʼu la, pi gÿo n kág lé ntʉ́m wɔ́ɔn ntsèm, pi ké ńne ńgẅiin pɔ́ tàʼ nkwaŋá, ńgẅiin pɔ́ tàʼ ncwò, ńgẅiin pɔ́ tàʼ ntʉ́m, ńgíŋe ńgẅiin pɔ́ tàʼ ntí letsɔ̌ɔn nò. ","make my joy complete by thinking the same way,   having the same love,  # 2:2 2Th 1:3; 1Jn 3:16 united in spirit, intent on one  # 2:2 Jn 11:52 purpose. "
"Tà pi gÿo tsɔ́ mmó gie á gwɔ́ pɔ́ lélɔg sáʼ ndʉ̀ʼ, kà pɔ́ lélɔg fáŋ sẅɛ̀ɛ sẅɛ̀ɛ wɔ́ɔ. Pi sẅíʼi pɔ́ mbùm gi ńnáa ssé, ńdíe petsɔ́ pʉ̀a pɔ́ páʼ fʉ̀ʼ gie pɔ́ cʉa gẅí la. ","Do nothing out of selfish ambition   or conceit,  # 2:3 Gl 5:26 but in humility  # 2:3 Col 3:12 consider others as more important  # 2:3 Rm 13:1; Php 3:8; 4:7; 1Pt 2:13 than yourselves. "
Tà nyìŋ gẅi kwaŋ pɔ́ ndàʼ yé twó. À gíŋ ńkwaŋa ye petsɔ́ pʉ̀a. ,"Everyone should look not to his own interests,   but rather to the interests of others.  # 2:4 Lv 19:18; Mk 10:45; 12:31; 1Co 10:24; 13:5; Php 2:21"
Pi gẅiin nkwaŋá gẅie Yěsô Keleto la gẅiin.,"Adopt the same attitude as that of Christ Jesus,"
"À la te lɔg páʼ à gwɔ́ pɔ́ Ssé tà ḿmag,","who, existing in the form of God,"
"Tà ńcʉ́ʼ púʼu, mbà à la zẅíŋe légwɔ́ ngàŋafàʼ,",Instead he emptied himself  
"À la zẅíŋe lésẅíʼi mbùm ye ńnáa ssé,",he humbled himself by becoming obedient
"Áa mmó gie á la gÿo tá Ssé néŋe yé jʉʼʉ lÿò,",For this reason God highly exalted him  
"légwɔ́ gie nyìŋ lɔɔn ńjúʼ lezíŋ ŋwɛ́,",so that at the name of Jesus
