ngiemboon,en
"Ɔ̀ te tẅɛ lá,","How beautiful you are, my darling."
Mesoŋ mú gwɔ́ páʼ nùɔ púɔ menjʉ̀njÿò pie mé kwǒon menoŋ mɔ́b tá sɔgɔ wɔ́b.,Your teeth are like a flock of newly shorn sheep
"Mekùb ncwò mú, ée páʼ","Your lips are like a scarlet cord,  "
Lóŋ gù gwɔ́ páʼ,"Your neck is like the tower of David,  "
Mbʉ́ mú mémbʉ́a,"Your breasts are like two fawns,"
"Njÿó ge gÿo gwaa ye e lʉ́a lʉ̌a,",Until the day breaks  
"Ɔ̀ pǔ ńtẅɛ mbà shǔ wɔ̀ɔn wemanzwě,","You are absolutely beautiful,   my darling;"
"Tóo pɔ̀gɔ fó Limbaŋ ńgʉa,","Come with me from Lebanon,  ,# 4:8 1Kg 4:33 my bride;  # 4:8 Is 62:5"
"Ɔ̀ jÿǒ letʉ́m sɔ́ɔn, mbà nzwěngʉ̀ wɔ̀ɔn, mbà fɛ̌ wɔ̀ɔn wemanzwě.","You have captured my heart,   my sister,  # 4:9 Sg 5:1–2 my bride."
"Nkwòŋe jù pʉ́le pʉlé,","How delightful your caresses are, my sister, my bride."
"Yée nzwěngʉ̀ wɔ̀ɔn mé,","Your lips drip sweetness like the honeycomb, my bride.  "
"Ɔɔ nkáʼ wɔ́ɔn mie mé la lɔg nkàŋnkáʼ ńkéle,","My sister, my bride, you are a locked garden —"
"Ɔ̀ sẅeté páʼ nkáʼa metÿǒ mie ée palandísè,",Your branches are a paradise   of pomegranates
"Mé gíŋe ńgʉa tsɛ̀ɛ nkáʼ ŋwɛ́,","nard and saffron, calamus and cinnamon,  "
"Ée lesaʼá ntse sie ée tsɛ̀ɛ nkáʼ,","You are a garden spring,"
"Zyeen, mbà fèfà gẅie à fóo kwóŋ,","Awaken,   north wind;"
