ngiemboon,en
"M biŋ ńgyá nyìŋ gẅie à la néŋe na lʉŋe lefùɔ la, á gẅiin tàʼ lekaʼá ŋwàʼne, á na pwó yé yetʉ̀, mbà mé la ŋweʼe mmó mǒ, á na menzèm ntsèm, ńkáte, ńdɔgɔ lìi nŋwáʼ ńdɔg ńdyɛte na mejʉʼ sɔɔnmbʉ́a#5:1 Líe Eze 2:9-10; Esǎ 29:11. ","Then I saw in the right hand of the one seated on the throne a scroll with writing on both sides, sealed with seven seals.   "
"N gíŋ ńgyá tsɔ̌ Cÿɔ́ʼ Ssé gẅie à gẅiin metʉ̀, á lɔg ngyè tetʉ̂ ńgɔɔn ngie: «Tà nyìŋ aa wó gẅie à lɔɔn ngwɔ́ á kuʼu nyìŋ gẅie ngwɔ́ á nyɛ́ʼte lìi nŋwáʼ, ńkyɛ́ʼɛ ŋwàʼne yɔɔn?» ","I also saw a mighty angel   proclaiming with a loud voice, “Who is worthy to open the scroll and break its seals? ” "
"Ńgɔɔn púʼu, mé té gyá nyìŋ fó tÿǒ lepwó, kà ndùmo ssé tsetsáʼ wɔ́ɔ, kà tsɛ̀ɛ tsetsáʼ wɔ́ɔ, ńkuʼu nyìŋ gẅie ngwɔ́ á kyɛ́ʼ, ḿbiŋ ńdíe mmó gie áa tsoló wɔ́. ",But no one in heaven or on earth or under the earth was able to open the scroll or even to look in it. 
"N gyá púʼu, ńzye lélʉa tɛʼ, mélàʼmie mé kaa gyá nyìŋ gẅie à kuʼu lényɛ́ʼ lepuʼú ŋwàʼne ŋwɛ́, ḿbiŋ ńdíe mmó gie áa tsoló wɔ́. ",I wept and wept because no one was found worthy to open   the scroll or even to look in it. 
"Táʼ, atsɔ̌ nyìŋ na melÿò pa, á tó ńgɔɔn né mèŋ ngie: «Te gíŋ ńdʉa. Nyìŋ aa ssé. Púʼntʉ̀ gẅie à fóo na tsìŋendá Yúndà, é lejÿɔ́g mmó sie é fóo na leŋaŋ fùɔ Ndavîd, à kéen ńdÿɔ́ʼ ncù tà ńcʉa nò tepòŋ. À ge lɔg púʼu, é kuʼu nyìŋ gẅie ngwɔ́ á kyɛ́ʼte lìi nŋwáʼ gie mé la lyɛte na mejʉʼ sɔɔnmbʉ́a, é piŋ nyɛ́ʼ lepuʼú ŋwàʼne.»","Then one of the elders said to me, “Do not weep. Look, the Lion from the tribe of Judah,   the Root of David,  # 5:5 Is 11:1,10; Rm 15:12; Rv 22:16 has conquered  # 5:5 Jn 16:33 so that he is able to open the scroll and  # 5:5 Other mss add loose its seven seals.”"
"Ńgɔɔn púʼu, n deen ńké ńgyá múɔ njʉ̀njÿò tyé tsetsɛ̀ɛ lʉŋe lefùɔ, á tsetsɛ̀ɛ menɔ̀ɔn lekùɔ mbɔɔ tsetsɛ̀ɛ melÿò, ńgwɔ́ pɔ́ páʼ fʉ̀ʼ gie mé la shʉ́ʉ lóŋ we la. Mendóŋ gwɔ́ twó yé sɔɔnmbʉ́a. Menÿɔ́g mé gwɔ́ sɔɔnmbʉ́a ńdɔgɔ ńgwɔ́ mezẅìge sɔɔnmbʉ́a mie ée me Ssé, é mie e Ssé ne ńtúmo wɔ́b jʉʼ ntsèm ndùmo ssé tsetsáʼ. ","Then I saw one like a slaughtered lamb   standing in the midst of the throne and the four living creatures and among the elders. He had seven horns and seven eyes, which are the seven spirits of God  # 5:6 Rv 1:4 sent into all the earth. "
"Múɔ njʉ̀njÿò tóo lejʉ́ŋ nyìŋ gẅie à la néŋe na lʉŋe lefùɔ la, ńkẅé ŋwàʼne ŋwɛ́ gie à la gẅiin na pwó yé yetʉ̀. ",He went and took the scroll out of the right hand of the one seated on the throne.
"Múɔ Njʉ̀njÿò la kẅé ŋwàʼne tà ńgẅiin, menɔ̀ɔn pa lekùɔ, mbɔɔ melÿò pɛ̌ ntsɔ̀b lekùɔ lé móm mbʉ́a kẅíʼte mvfò yé. Awɔ̌wɔ́ɔ na pɔ́b wɔ́ɔ, á gẅiin tsɔ̌ ntí kèkÿɛ̀ mbɔɔ mentúʼ mie mé la lɔgɔ tʉ̌ ngɔ̂ɔ ńnyɛte, laméndɔ̀ɔn gwɔ́ tsoló tà ńdúe, ńdɔgɔ ńgwɔ́ mesẅíŋtè pʉ̀a Ssé. ","When he took the scroll, the four living creatures and the twenty-four elders fell down before the Lamb. Each one had a harp   and golden bowls  # 5:8 Rv 15:7 filled with incense,  # 5:8 Ps 141:2; Lk 1:10; Rv 8:3–4 which are the prayers of the saints. "
Melÿò pa pâ menɔ̀ɔn pa ne ńzɔbɔ zɔ̀bɔ ntse yesẅé ńgɔɔn ngie:,And they sang a new song:  
"Ɔ̀ la lɔgɔ wɔ́b ńgÿo pʉ̀a pie ée tsɛ̀ɛ nò lefùɔ Ssé,",You made them a kingdom  
"N nyé ńdíe lǐe, ńjúʼ, ngyè mecÿɔ́ʼ Ssé, pɔ́ gwɔ́ mentsáʼ tà ngwɔ́ mé le sáŋ ńzsé nzẅìŋ wɔ́, mbà pɔ́ tÿɔʼɔ́ lʉŋe lefùɔ, mbɔɔ menɔ̀ɔn pa lâ melÿò pa, ńnéŋe soŋ, ","Then I looked and heard the voice of many angels around the throne, and also of the living creatures and of the elders. Their number was countless thousands, plus thousands of thousands.   "
ńne ńzɔbɔ ńgɔɔn ngie:,"They said with a loud voice,"
