ngiemboon,en
Jÿɔ̂b gíŋe ńkẅiʼi ḿbíte ngie:,"Job continued his discourse, saying:"
Ngwɔ́ wɔ̌ gÿo n gíŋ ńgwɔ́ mbòŋ páʼ n daa na mi mesaŋ ńgwɔ́?,"If only I could be as in months gone by,"
Á fʉ̀ʼ gie Ssé lɔ̌ɔn ńdɔgɔ lâm we ńkyɛʼɛ wɔ́ɔn!,"when his lamp shone above my head,"
Ngwɔ́ wɔ̌ gíŋ ḿbiŋe wɔ́ɔn ńtÿɔ́gɔ na melyɛ̌ʼ mie n daa mǒ ńgwɔ́ ntʉ̀ nyìŋ?,I would be as I was in the days of my youth
"Á fʉ̀ʼ gie peg Ssé Ngàŋa Tʉ̀ Ntsèm la nyé ńgwɔ́,",when the Almighty was still with me
"Á laa fʉʼó ŋwɛ́, n těen ńzága tsɔ́ mmó wɔ́,",when my feet were bathed in curds
"N dɔ̌ɔn ńgwɔ́ fʉ̀ʼ gie n kẅɛ̌ páʼ n gee né ncwò nkáʼa tÿǒsoŋ,",When I went out to the city gate  
"epúɔshùm gyá wɔ́ɔn ńdyeen,","the young men saw me and withdrew,"
"Epúɔ ntɔ́ʼ pie é kɔʼɔ́ ne shwóŋe láŋte,",City officials stopped talking
"Mefùɔ láŋte, tà lʉ́me yɔ́b lyɛɛ mvwɔ̀ʼɔ gág pɔ́b.","The noblemen’s voices were hushed,"
Pajúʼu nò gie n ne ńgɔɔn tóŋo wɔ́ɔn lê shÿó mbòŋo;,"When they heard me, they blessed me,"
"N dɔ̌ɔn ńkẅéte mbóŋ gẅie à gáʼte ngie mé kẅéte yé,","For I rescued the poor who cried out for help,"
Epʉ̀a pie é lɔ́ɔn ńcʉ́ʼʉ ńgee pɔ́ ńkwé é lɔ́ɔn néŋe mbʉ́lè na mèŋ;,"The dying blessed me,"
"N dɔ̌ɔn ḿmaʼa nò nénʉ́ mbùm mèŋ páʼ nzsǒ,","I clothed myself in righteousness,  "
"N daa mbwó fʉ̀menÿɔ́g ńgwɔ́ páʼ menÿɔ́g mé,",I was eyes to the blind
"N daa tá pà mepóŋ,","I was a father to the needy,"
"N dɔ̌ɔn faga gág pʉ̀a tepòŋ,",I shattered the fangs of the unjust  
"Púʼu la, n ne ńgɔɔn yɔ́ɔn pɔ́ ngie: «N ge láʼ kwé pɔ́ ndá mèŋ,","So I thought, “I will die in my own nest"
N gee páʼ tÿǒ gie menŋaŋ mé kibé ntse;,"My roots will have access to water,  "
" Legúʼ wɔ̀ɔn ge gÿo sele cʉ́ʼʉ wesẅé,","My whole being will be refreshed within me,"
"Á laa fʉʼó ŋwɛ́, epʉ̀a zẅíʼte nò gie n gɔɔn,","Men listened to me with expectation,"
"N dɔ̌ɔn ńgɔɔn nò tà ńtsẅé jʉʼ, mé téen ńtsɔ́ʼɔ wɔ́,",After a word from me they did not speak again;
"Pɔ́ lɔ́ɔn ńzẅíʼte wɔ́ɔn páʼ mé zẅíʼte mbʉ̀ŋ la,",They waited for me as for the rain
"N dɔ̌ɔn gẅe á kʉ́ʼʉ wɔ́b kʉʼʉ,","If I smiled at them, they couldn’t believe it;"
"N da ne sáʼa wɔ́b, ńnyɛɛ wɔ́b mánzsè gẅie pɔ́ ge pfó,",I directed their course and presided as chief.
