ngiemboon,en
"Pi patsẅé Yelúzálèm, alyɛʼɛ́ láʼ Cʉ̀apʉ̀a tsoté tà ḿbɔ́ɔnte.","Look, a day belonging to the Lord is coming   when the plunder taken from you will be divided in your presence. "
Cʉ̀apʉ̀a ge gÿo cúʼte mengwòŋ ntsèm,"I will gather all the nations against Jerusalem for battle.   The city will be captured, the houses looted, and the women raped. Half the city will go into exile, but the rest of the people will not be removed from the city."
"Púʼu la, Cʉ̀apʉ̀a leen ńké",Then the Lord will go out to fight against those nations as he fights on a day of battle.   
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́,","On that day his feet will stand on the Mount of Olives,   which faces Jerusalem on the east. The Mount of Olives will be split in half from east to west, forming a huge valley, so that half the mountain will move to the north and half to the south. "
Pi ge gÿo kÿo gʉa né tsɛ̀ɛ fúʼ ŋwɛ́,"You will flee by my mountain valley,   for the valley of the mountains will extend to Azal. You will flee as you fled  # 14:5 LXX reads It will be blocked as it was blocked from the earthquake in the days of King Uzziah of Judah.  # 14:5 Am 1:1 Then the Lord my God will come and all the holy ones  # 14:5 Dt 33:2–3; Ps 89:5,7; Dn 7:21; Jd 14 with him.  # 14:5 Some Hb mss, LXX, Vg, Tg, Syr; other Hb mss read you,# 14:5 Ps 89:5–7; Mt 25:31"
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́, akyɛ̀ʼ le gíŋe ńgwɔ́ wó wɔ́.","On that day there will be no light; the sunlight and moonlight will diminish.  ,# 14:6 Lit no light; the precious ones will congeal,# 14:6 Is 13:10; Jl 2:10; 3:15 "
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́ gie Cʉ̀apʉ̀a gíle yé zɔ ne ńzsé,","It will be a unique day known only to the Lord,   without day or night, but there will be light at evening."
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́, asáʼa ntse kẅɛɛ Yelúzálèm,","On that day living water will flow out from Jerusalem,   half of it toward the eastern sea  # 14:8 = the Dead Sea and the other half toward the western sea,  # 14:8 = the Mediterranean Sea in summer and winter alike. "
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́, Cʉ̀apʉ̀a zɔ gwɔ́ fùɔ","On that day the Lord will become King over the whole earth    #— #the Lord alone, and his name alone.  # 14:9 Dt 4:35,39; 6:4; Is 45:5 "
"Mejʉʼ mie é pú ńgwɔ́ menkwɔʼɔ́ Yelúzálèm ge gÿo cʉ́ʼʉ kwòŋo,","All the land from Geba   to Rimmon  # 14:10 Neh 11:29 south of Jerusalem will be changed into a plain. But Jerusalem will be raised up and will remain  # 14:10 Or will be inhabited on its site from the Benjamin Gate  # 14:10 Jr 37:13 to the place of the First Gate,  # 14:10 Or the former gate to the Corner Gate, and from the Tower of Hananel to the royal winepresses.  # 14:10 Neh 3:1; 12:39; Jr 31:38–40 "
"Epʉ̀a ge gÿo tsẅé tÿǒsoŋ Yelúzálèm,","People will live there, and never again will there be a curse of complete destruction. So Jerusalem will dwell in security."
Mengʉ̀ngʉ̀ mie Cʉ̀apʉ̀a ge gÿo téme twó pʉ̀a pie,"This will be the plague with which the Lord strikes all the people who have warred against Jerusalem: their flesh will rot while they stand on their feet, their eyes will rot in their sockets, and their tongues will rot in their mouths. "
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́,","On that day a great panic from the Lord will be among them, so that each will seize the hand of another, and the hand of one will rise against the other. "
"Pa Yúndà ge láʼ lÿɔ́ʼ ncù á Yelúzálèm, é lɔg tág nzèm Yelúzálèm.","Judah will also fight at Jerusalem, and the wealth of all the surrounding nations will be collected: gold, silver, and clothing in great abundance.   "
Cʉ̀apʉ̀a ge gÿo gíŋe tém ngʉ̀ngʉ̀ gie,"The same plague as the previous one will strike   the horses, mules, camels, donkeys, and all the animals that are in those camps."
"À cʉa púʼu, epʉ̀a pie é vʉʼʉ tsɛ̀ɛ meláʼ ntsèm mie","Then all the survivors from the nations that came against Jerusalem will go up year after year to worship the King, the Lord of Armies, and to celebrate the Festival of Shelters.   "
"Ńgwɔ́ gie tsɔ́ menkenkÿo tsìŋendá ndùmo ssé tsetsáʼ lɔɔn te pʉʉ Yelúzálèm,","Should any of the families of the earth not go up to Jerusalem to worship the King, the Lord of Armies, rain will not fall on them. "
Ḿbiŋ ńgwɔ́ gie pʉ̀a Egíbtò lɔɔn te gʉa,"And if the people   of Egypt will not go up and enter, then rain will not fall on them; this will be the plague the Lord inflicts on the nations who do not go up to celebrate the Festival of Shelters. "
Á lɔgɔ ńgwɔ́ tsemé mmó gie,This will be the punishment of Egypt and all the nations that do not go up to celebrate the Festival of Shelters.
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́, mé gʉa na menjʉ́ŋ mie","On that day, the words Holy to the Lord will be on the bells of the horses.   The pots in the house of the Lord will be like the sprinkling basins before the altar. "
"Mekʉŋ ntsèm mie ée Yelúzálèm, mbɔɔ tsɛ̀ɛ láʼa pà Yúndà,",Every pot in Jerusalem and in Judah will be holy to the Lord of Armies. All who sacrifice will come and use the pots to cook in. And on that day there will no longer be a Canaanite   in the house of the Lord of Armies.
