ngiemboon,en
"Pi nyìŋ ndÿò lɔɔn ńnéŋe tápèle, ɔ̀ sáŋa nò mboŋó na nyìŋ gẅie aa mvfò gù.","When you sit down to dine with a ruler,"
"Ńgwɔ́ gie anò mmó léjÿó zɔ̌ɔn ńgẅiin gú tɛʼ, ɔ̀ gwoonte mbùm jù, te cʉ́ʼʉ tákɔɔnmi.",and put a knife to your throat
"Te gyá shúm léjÿó mbòŋo sé sie à pfɛ́ɛ ńtsɔ́ɔn, ngwɔ́ é gwɔ́ lejÿɔʼ lɔg ńgwoon gú.","don’t desire his choice food,  "
"Te púʼ mbùm jù lécʉ́ʼ ngàŋa mmó, te tÿɔ́g nkwaŋá gú mǒ tɛʼ.",Don’t wear yourself out to get rich;  
"Ɔ̀ gwaa ye ɔ̀ zába lejÿɔ́g shú mǒ, é gíŋe ne maga, á nue nkáb gÿo páʼ mágúm gẅie à gẅiin mbabá lɔg ńdém ńgʉa né tÿǒ.","As soon as your eyes fly to it, it disappears,  "
"Nyìŋ gẅie aa ntòŋolÿò, lɔɔn ńtóŋo gú ngie pi yé pfɛ́ɛ mmó, ɔ̀ pɔ́ɔn lézẅíŋ, te gyá shúm léjÿó mbòŋo sé sie à pfɛ́ɛ ńtsɔ́ɔn.","Don’t eat a stingy person’s bread,  ,# 23:6 Dt 15:9; Pr 28:22; Mt 6:23"
"Á nue ammó gie à gɔɔn, á te gie áa tsɛ̀ɛ ntʉ́m yé wɔ́, à ge gɔɔn né gù ngie pfɛ́ɛ, ńnú páʼ ɔ̀ kwoŋ, táʼ, ńgwaa gɔɔn ntʉ́m we le ne ńzẅíŋe wɔ́.","for it’s like someone calculating inwardly.  ,# 23:7 Mt 6:21; Lk 12:34"
"Ɔ̀ piŋ ńzéʼe shúm sie ɔ̀ pfɛ́ɛ, meshwóŋè mie ɔ̀ ně ńdɔg ńkẅiŋte yé, e cʉa sẅɛ̀ɛ.",You will vomit the little you’ve eaten
"Te zɔ́gɔ ńcʉŋte ncwò gú mbwó nyìŋ gẅie à gʉe gʉe, á nue à ge gwág meshwóŋè zsénò mie ɔ̀ gẅiin.","Don’t speak to   a fool,"
"Pɔ́ɔn le fó jʉʼ gie metá pú la tÿɔ́gɔ tʉ̂ankáʼ wó, ésẅɛʼte, te kúu na tsetsáʼ gie áa ye púɔ méntsě.","Don’t move an ancient boundary marker,  "
"Á nue nyìŋ gẅie à tág nzèm yɔb à pú ńgẅiin tʉ̀, à ge gÿo kẅé twó sɔ́b na mbwó mú.","for their Redeemer is strong,  "
"Tÿɔ́g ntʉ́m gú ésáŋa nò na mmó gie mèŋ n zíʼi, tʉ́ŋe tuŋó jú ńcwoŋo ńjúʼu shwóŋè gie ɔ̀ ka ziʼí ńzsé.",Apply yourself to discipline
"Te pɔ́g páʼ ngwɔ́ ɔ̀ zába pwó na múɔ na ntí gie ɔ̀ lɔgɔ siŋte yé siŋte, ɔ̀ lɔɔn ńdɔgɔ tsemé mmó ńcúɔ ntsẅɛ̀ʼ ye, mbà à te kwé wɔ́.",Don’t withhold discipline from a youth;
"Ɔ̀ lɔɔn ńgÿo púʼu, mbà á ge gÿo à tsẅɛ́, á le gʉa né láʼa mepfó wɔ́","Punish him with a rod,"
"Míŋ wɔ̀ɔn, ntʉ́m gú lɔɔn ńgẅiin zsénò, mbà wɔ́ɔn ntʉ́m ge gẅiin lekág.","My son, if your heart is wise,"
"N ge pú gwɔ́ tsɛ̀ɛ ntʉ́m mèŋ, é ne kága, á fʉ̀ʼ gie n ge gÿo júʼ ɔ̀ ne ńgɔɔn nò gie áa ndʉŋndʉŋ.",My innermost being will celebrate
"Pɔ́ɔn le tsɔ́ɔn nò pʉ̀a tepòŋ, tà ńcʉ́ʼ púʼu, ɔ̀ gwɔ́ fʉ̀ʼ ntsèm ńké ne ḿbɔ́gɔ jú pɔ́ Cʉ̀apʉ̀a.",Don’t let your heart envy sinners;  
"Á nue mú melyɛʼɛ́ láʼ mbòŋo ée mvfò gù, ajú mmó gie ɔ̀ ne ńzẅíʼte, á le gÿo ńcʉa sẅɛ̀ɛ wɔ́.","For then you will have a future,"
"Míŋ wɔ̀ɔn, júʼu mmó gie n gee ngɔ̌ɔn, ńzsé ngie ɔ̀ ge gwɔ́ nzsènò, à tsege gú na mánzsè gẅie aa ndʉŋndʉŋ.","Listen, my son, and be wise;"
"Te cʉ́me kwò pà núnú melùʼ, kà nùɔ ngàŋa shÿòonte wɔ́ɔ.",Don’t associate with those who drink too much wine  
