ngiemboon,en
Elifaaze nyìŋ Temaŋ zɛ́te Jÿɔ̂b ngie:,Then Eliphaz the Temanite replied:
"Nyìŋ lɔɔn éfʉʼʉ le gɔɔn nò, mbà ɔ̀ te zẅíʼte wɔ́ kéen?",Should anyone try to speak with you
"Ɔ̀ ka zíʼi pʉ̀a tà ńgyɔ́ɔn mmó, ńkẅiŋte mepepÿɛ́ɛ pʉ̀a,","Indeed, you have instructed many"
meshwóŋè mú ka pʉʼʉ,Your words have steadied the one who was stumbling
"afʉ̀ʼɔɔn gie á séle tà ńtyé na gú la, ɔ̀ kʉ̌a,","But now that this has happened to you,"
"Ejù ntí lepɔ́g Ssé,","Isn’t your piety your confidence,"
"Mèŋ e sẅíŋte gú, kímte: Ɔ̀ lǎ gyá wɛ̌ tefʉ̀a gẅie à kwě ngɔ́ʼ?",Consider: Who has perished when he was innocent?
"Ńgʉa na mèŋ, mbà mèŋ n gyǎ yɔ́ɔn ngie:","In my experience, those who plow injustice"
"Efÿág ncwò Ssé gÿo, epʉ̀a apɛ̌ mag,",They perish at a single blast   from God
"E Ssé jÿɔ́ʼ ncwò púʼntʉ̀ tà mbɔɔ we ngẅì,","The lion may roar and the fierce lion    growl,"
"Púʼntʉ̀ zága mmó gie à ge pfɛ́, ńkwé,","The strong lion dies if it catches no prey,"
"N jʉ̌ ńjúʼu tsɔ́ shwóŋè, mé lemté tà mèŋ júʼ,",A word was brought to me in secret;
"áa fʉ̀ʼ gie pʉ̀a lyě menjÿòon, menkwaŋá pue wɔ́b.","Among unsettling thoughts from visions in the night,  "
"Lepɔ́g pɔ́ leshʉ́ŋ jÿó wɔ́ɔn,",fear and trembling came over me  
Etsɔ̌ fÿɔ́g cʉa ńjÿɔg shÿó wɔ́ɔn,"I felt a draft   on my face,"
"Nyìŋ la tyé lejʉ́ŋ mèŋ,","A figure stood there,"
"«Tà à lɔɔn ngwɔ́ nyìŋ mesoŋ gẅie à kwě, á gwɔ́ nénʉ́ ńcʉa Ssé?",“Can a mortal be righteous before God?
"Á lɔɔn ńgwɔ́ gie Ssé te tém nzèm ye ńná né megàŋafàʼ pé wɔ́,",If God puts no trust in his servants
"tà ngʉ̀a shÿɔ́ʼɔ na pʉ̀a pie é néŋe tsɛ̀ɛ mendá mie mé lɔgɔ tsetsáʼ ńkwɛ́,","how much more those who dwell in clay houses,  "
"Ngwɔ́ mé lɔgɔ tàʼa lyɛʼɛ́ láʼ ḿbyága wɔ́b,",They are smashed to pieces from dawn to dusk;
"Awɔb legwɔ́ wó gẅie à cʉ̌ʼ ńgwɔ́ pɔ́ páʼ nkenkÿo la, à záʼa,",Are their tent cords not pulled up?
