ngiemboon,en
"Mɔɔn ée meshwóŋè Ámɔ́sè gẅie à laa tsɔ̌ na pasẅɛ menɔ̀ɔn tsɛ̀ɛ láʼa Tekowa. Á lɔgɔ ńgwɔ́ mmó gie Ssé la nyɛ́ʼ nÿɔ́g mé, á gyá, ńtí Ésàlayɛ na fʉ̀ʼ gie Oziyásè laa fùɔ pʉ̀a Yúndà, mbɔɔ na melyɛ̌ʼ mie Yelobowam míŋ Jÿohásè laa fùɔ pʉ̀a Ésàlayɛ. Mɔɔn menò la tɔ́g tà ńgÿo ngùʼ pʉ́a, tá tsetsáʼ cʉ́ʼʉ. ","The words of Amos, who was one of the sheep breeders  ,# 1:1 2Kg 3:4; Am 7:14–15 from Tekoa  # 1:1 2Sm 14:2; Jr 6:1  #— #what he saw regarding Israel in the days of King Uzziah  # 1:1 2Kg 15:1–7; 2Ch 26:1–23; Is 1:1; Hs 1:1 of Judah and Jeroboam  # 1:1 2Kg 14:23–29 son of Jehoash, king of Israel, two years before the earthquake.  # 1:1 Zch 14:5"
Á gɔɔn ngie:,He said:
Anò gie Cʉ̀apʉ̀a gɔ̌ɔn á yɔɔn:,The Lord says:
"Mèŋ n ge gÿo néŋ mmɔ̌g, é lɔg tuɔ nɔʼɔ fùɔ Azayɛ̂ɛ","Therefore, I will send fire against Hazael’s palace,"
N ge záʼ mekí na mencwò nkáʼ tÿǒsoŋ Ndamásè.,"I will break down the gates  ,# 1:5 Gn 22:17; Neh 1:3; Lm 2:9; Hs 11:6; Nah 3:13 of Damascus."
Anò gie Cʉ̀apʉ̀a gɔ̌ɔn á yɔɔn:,The Lord says:
N ge gÿo néŋ mmɔ̌g lɔg tuɔ menkàŋnkáʼ tÿǒsoŋo Ngázà;,"Therefore, I will send fire against the walls of Gaza,"
"N ge gÿo zẅé pʉ̀a Ashÿendɔd ntsèm,","I will cut off the ruler from Ashdod,  "
"Anò gie Cʉ̀apʉ̀a gɔ̌ɔn ayɔɔn: «N ge kag pʉ̀a Fenid pie é tsẅé Tîi,",The Lord says:
Mèŋ n ge gÿo néŋ mmɔ̌g é lɔg tuɔ menkàŋnkáʼ Tîi;,"Therefore, I will send fire   against the walls of Tyre,"
"Anò gie Cʉ̀apʉ̀a gɔ̌ɔn á yɔɔn: «N ge kag pʉ̀a Éndɔ̀m, á nue pɔ́ fʉ̌ʼ menò tɛʼ",The Lord says:
Mèŋ n ge gÿo néŋ mmɔ̌g é lɔg tuɔ tÿǒsoŋo Temaŋ yɔ́b.,"Therefore, I will send fire against Teman,  "
Anò gie Cʉ̀apʉ̀a gɔ̌ɔn á yɔɔn:,The Lord says:
Mèŋ n ge gÿo néŋ mmɔ̌g é lɔg tuɔ nkàŋnkáʼ tÿǒsoŋo Lamba;,"Therefore, I will set fire to the walls of Rabbah,  "
"Mé ge gÿo gwoon fùɔ wɔb, e lɔg fó láʼ gʉa,",Their king and his princes
