ngiemboon,en
"Á ge gÿo gwɔ́ fʉ̀ʼ gie n gÿǒ Ésàlayɛ zeŋe,","when I heal Israel,  "
Pɔ́ té kwaŋa tsɛ̀ɛ ntʉ́m pɔ́b ngie,But they never consider that I remember all their evil.  
"Pɔ́ ne fʉʼʉ nò, afùɔ náʼa ne ńdíe ńgẅe gẅe,","They please the king with their evil,  "
Pɔ́ metsèm gwɔ́ pɔ́ pagÿo gÿɛ́.,All of them commit adultery;  
"Áa fʉ̀ʼʉ línɔ̀ɔn fùɔ wɔ́b,","On the day of our king,"
Epʉ̀a pie é ne ńcwoŋte nò tepòŋ,For they #— #their hearts like an oven —
"Pɔ́ metsèm tween pɔ́ páʼ letẅìmmɔ̌g,","All of them are as hot as an oven,  "
"Efalayîm shǔ ńkúu nùɔ tsɔ́ meláʼ,",Ephraim has allowed himself to get mixed up with the nations.
"Megʉ̀ gwǒon yé ńkẅé metʉ̀ mé,","Foreigners consume his strength,  "
"Epʉ̀a Ésàlayɛ ŋáʼte,","Israel’s arrogance testifies against them,  ,# 7:10 Hs 5:5"
"Efalayîm aa páʼ kàpʉ̀ŋ gie á té legye gẅiin,","So Ephraim has become like a silly, senseless dove;  "
"Pɔ́ la ne ńgee né wó,","As they are going, I will spread my net over them;  "
Yě ngɔ́ʼ pʉ̀a Efalayîm ŋwɛ́ le!,"Woe to them,   for they fled from me;  # 7:13 Jr 14:10; Hs 9:17"
"Pɔ́ té lɔg ngwòŋ ntʉ́m wɔ́b ntsèm ńgaʼte mbwó mèŋ wɔ́,",They do not cry to me from their hearts;
"Tá mbɔɔ páʼ mèŋ zɔ ka náa wɔ́b metʉ̀,","I trained and strengthened their arms,  "
"Pɔ́ lɔɔn ńzɔɔn ḿbiŋ nzèm ńkẅɛ́te pɔ́ nyìŋ,","They turn, but not to what is above;  "
