ngiemboon,en
Yêe! Cʉ̀apʉ̀a lɔgɔ́ gyáŋalóŋ yé,How the Lord has overshadowed
Cʉ̀apʉ̀a la pú ḿbyág pʉ̀a pé,Without compassion   the Lord has swallowed up
À ka lɔgɔ máamáa gyáŋalóŋ yé,He has cut off every horn   of Israel
"Cʉ̀apʉ̀a siŋé kyɛ́d we páʼ ngàŋmbù la,",He has strung his bow like an enemy;  
Cʉ̀apʉ̀a ka gÿo páʼ ngàŋmbù la.,The Lord is like an enemy;
"Cʉ̀apʉ̀a ka lɔg tʉ̀ ńkúu tsɛ̀ɛ nkáʼ yé,",He has wrecked his temple  
"Cʉ̀apʉ̀a ka gwáʼa jʉʼʉ lenuŋé pwɔʼ yé,","The Lord has rejected his altar,"
Cʉ̀apʉ̀a la záb páʼ à ge tág metʉ̂ankáʼ,The Lord determined to destroy
"Mencwò nkáʼa tÿǒsoŋ kéen ńkeme ḿbʉle ssé,",Zion’s gates have fallen to the ground;  
"Melÿò pie ée tsɛ̀ɛ sisǐ Siyoŋ,",The elders of Daughter Zion
"N dʉ̌a lʉa tà nÿɔ́g mɔ́ɔn kwɔ́ʼte,",My eyes are worn out from weeping;  
Á gwɔ́ gwɔ̌ tà penkʉ́ zɛ́te memá pɔ́b ngie:,"They cry out to their mothers,"
"Yelúzálèm, n ge shwóŋo gú ngie kɔ́?",What can I say on your behalf?
Pantsẅìnkʉ̀ pú la gyá,Your prophets saw visions for you
"Epʉ̀a pie é ge cʉa jʉʼɔɔn,",All who pass by
Megàŋmbù pú ntsèm,All your enemies
"Cʉ̀apʉ̀a gÿǒ mmó gie à la záb,",The Lord has done what he planned;
Epʉ̀a Siyoŋ ne ńdɔgɔ tàʼ letʉ́m,The hearts of the people cry out to the Lord.
"Lu ssé, ńgaʼte mbwó Ssé","Arise, cry out in the night"
"Cʉ̀apʉ̀a, líe ḿbiŋ ńgyá"," Lord, look and consider"
Epúɔshùm pâ melÿò nuŋte,Both young and old
Ɔ̀ ka tóŋ mengàŋmbù pɔ́ɔn,"You summon those who terrorize me   on every side,  # 2:22 Ps 31:13; Jr 6:25; 20:10"
