ngiemboon,en
Yěe yɔɔn ntí ngʉ̀ngʉ̀ gie e kúu wɔ́ɔn le!,How sad for me!
"Nyìŋ gẅie à gẅiin pyennɛ́ te gíŋ ńgwɔ́ tsɛ̀ɛ ngwòŋ wɔ́,",Faithful people have vanished from the land;  
Pɔ́ tʉʉ na nò tepòŋ tɛʼ.,Both hands are good   at accomplishing evil:
"Nyìŋ gẅie ngwɔ́ mé gɔɔn ngie aa tsetsɛ̀ɛ pɔ́b tà ńgwɔ́ mbòŋ,",The best of them is like a brier;  
Tà pi tém nzèm gi ńná né pʉ̀a pie é tswéʼe na pi.,Do not rely on a friend;  
"Á nue múɔ mbàŋa ge gÿo zoonte tá we,","Surely a son considers his father a fool,  "
"Táʼ, ńgʉa na mèŋ, mbà n ge sele líe pɔ́ Cʉ̀apʉ̀a.",But I will look to the  Lord;  
"Pi megàŋmbù pég,","Do not rejoice over me,   my enemy!"
Peg gẅiin léshÿɔg ńtí gyáŋalóŋ Cʉ̀apʉ̀a.,"Because I have sinned against him,"
"Megàŋmbù pég ge gÿo gyá púʼu,","Then my enemy will see,"
"Alyɛ̌ʼ ne ńtóo,",A day will come for rebuilding your walls;  
"À cʉa púʼu, mefɛ̌ pí,",On that day people will come to you  
"Mé ge gÿo pú tág ngwòŋ,",Then the earth will become a wasteland  
"Cʉ̀apʉ̀a, lɔgɔ tÿǒ jú ńtseen pʉ̀a pú pie é ne ńjúʼu ncwò gú.","Shepherd your people   with your staff,  # 7:14 Lv 27:32; Ps 23:4"
"Nyɛɛ wég menkʉ̀ʼʉ menò,",I will perform miracles for them  
"Metsɔ́ meláʼ ge gÿo gyá wɔ́b,",Nations will see and be ashamed
"Pɔ́ ge gÿo pfɛ́ɛ tsetsáʼ páʼ mbɔ̀ɔn,",They will lick the dust like a snake;  
Etsɔ́ Ssé ée páʼa ńgwɔ́ wó páʼ gù ka?,"Who is a God like you,  "
Ɔ̀ ge gÿo nyɛɛ wég nkwòŋe jú;,He will again have compassion on us;
"Ɔ̀ ge gÿo nyɛɛ pyennɛ́ jú mbwó ngẅɛ̀ Yakwɔ̂b,",You will show loyalty to Jacob  
