ngiemboon,en
"Pi panzwě samalîɛ,","Listen to this message, you cows of Bashan  "
" Cʉ̀apʉ̀a Ssé la lɔg páʼ aa ndʉalʉ̌a, ńgɔɔn tà ńkʉa ngie:",The Lord God has sworn   by his holiness:  # 4:2 Ps 89:35
"Pi ge gÿo cʉ́ʼʉ léfó tÿǒsoŋ kẅɛ,","You will go through breaches in the wall,  "
"Epʉ̀a Ésàlayɛ, pi kě ne ńkẅiʼi ńdɔgɔ légʉa ndá ssé Mbetɛɛ",Come to Bethel and rebel;
"Pi gʉa jʉʼʉ lenuŋé pwɔʼ,","Offer leavened bread as a thanksgiving sacrifice,  "
"Mèŋ Cʉ̀apʉ̀a, n tumó cÿó, ńná né pi tsɛ̀ɛ metÿǒsoŋ mí ntsèm,","I gave you absolutely nothing to eat  ,# 4:6 Is 3:1; Jr 14:18 in all your cities,"
"N ka lʉʼʉ gẅí mbʉ̀ŋ,",I also withheld the rain from you  
"Patsẅé tsɛ̀ɛ metÿǒsoŋ mémbʉ́a, mbɔɔ patsẅé tsɛ̀ɛ metÿǒsoŋ méntá,",Two or three cities staggered
"N ka maʼ meguɔ na shúm sie é kẅɛɛ tsɛ̀ɛ menkáʼ mí, pi pfɛ́ɛ,",I struck you with blight and mildew;  
"N ka túmo gwáʼa, ńná né pi,",I sent plagues like those of Egypt;  
"N ka pyága gẅí,",I overthrew some of you
"«Áa mmó gie á ge gÿo, gù Ésàlayɛ, ɔ̀ gyá mmó gie n ge gÿo na gù,","Therefore, Israel, that is what I will do to you,"
"Á nue yé zɔ la nyɛte mekwɛ́,",He is here:
