ngiemboon,en
" Siyoŋ, zyeen,","“Wake up, wake up;"
"Gù Yelúzálèm gẅie ɔɔ ngàŋatsǎŋ,","Stand up, shake the dust off yourself!"
"Á zɔɔn ńgwaa gwɔ́ Cʉ̀apʉ̀a ne ńgɔɔn né láʼ yé ngie: «Mé la te sẅiŋe gẅí sẅiŋ tá pi cʉ́ʼ menkwɔɔn wɔ́, púʼu la, mé te gÿo náa tsɔ́ mmó, tá mé tsɔ́ʼ mbwó na pi wɔ́.» ",For this is what the  Lord  says:
"Cʉ̀apʉ̀a gǐŋ ńgɔɔn ngie: «Aláʼ yɔɔn la vɔg ńkÿo ńgee ngwòŋ Egíbtò ńdyeen. Ńgÿo ḿbɔ́ɔnte, epʉ̀a Asili náa wɔ́b ngɔ́ʼ. ",For this is what the Lord God  says:
"Á piŋ ńgwɔ́ fʉ̀ʼɔɔn páʼɔɔn, apì gie n ne ńjÿó á gwɔ́ kɔ́? Mé la lɔg pʉ̀a pɔ́ɔn ńgʉa ńdɔgɔ wɔ́b ńgÿo menkwɔɔn té gwɔ́ gie mé sẅiŋé wɔ́b sẅiŋ. Anò la poŋ pʉ̀a pie é lɔ́ɔn ńdɔgɔ tʉ̀ ésáʼa wɔ́b; pɔ́ piŋ ńgwɔ́ fʉ̀ʼ ntsèm, ńne ńzoonte lezíŋ sɔ́ɔn zoonte. ",So now what have I here” —
"Áa mmó gie á gÿo, n gɔɔn ngie á ge láʼ gwɔ́ tsɔ́ lyɛ̌ʼ, epʉ̀a pɔ́ɔn zsé nyìŋ gẅie n gee yé. Oon, pɔ́ ge láʼ zsé ngie mèŋ zɔ gɔɔn ngie n ne ńtóo.»",Therefore my people will know my name;  
Áa nò mbòŋo tɛʼ légyá nyìŋ gẅie aa ndùm lekwɛ́,How beautiful on the mountains
"Júʼ ngyè pʉ̀a pie ɔ̀ la tÿɔ́gɔ wɔ́b,",The voices of your watchmen    —
"Gù tÿǒsoŋo Yelúzálèm gie á kéen ḿbú ńkeme,","Be joyful, rejoice together,"
Cʉ̀apʉ̀a ne ńnyɛɛ ngʉ̀ʼ ye gie ee ndʉalʉ̌a,The Lord has displayed his holy arm
Pi pie pi lɔgɔ shúm sie,"Leave, leave, go out from there!  "
Pi pɔ́ɔn lélɔgɔ sẅɛ̀te ńkẅɛ;,"For you will not leave in a hurry,  "
Cʉ̀apʉ̀a ne ńgɔɔn ngie:,"See, my servant  ,# 52:13 Is 42:1; 49:3–7; 50:10; 53:11; Ezk 34:23–24; Zch 3:8; Ac 3:13 will be successful;  # 52:13 Or will act wisely"
"Epʉ̀a tà ńgyɔ́ɔn la gyá yé, mbùm yɔ́b kÿo.",Just as many were appalled at you    —
À ge gÿo gíŋe kʉʼʉ pʉ̀a meláʼ tà ńgyɔ́ɔn.,"so he will sprinkle many nations.  ,# 52:15 Nm 19:18–21; Ezk 36:25"
