ngiemboon,en
"N da gíŋ ḿbʉʼʉ nÿɔ́g mɔ́ɔn, ńgyá mekélêg ncù lekùɔ, é ne fóo tsetsɛ̀ɛ mekwɛ́ mémbʉ́a ńkẅɛɛ; mekwɛ́ ŋwɛ́ la gẅiin liŋé tʉ̌ ŋwʉ̀. ",Then I looked up again and saw four chariots coming from between two mountains. The mountains were made of bronze. 
"Melÿóon pie ée pepàŋ la ne shwoŋo ndùŋmvfò kélêg ncù, meséssé lÿóon ne éshwoŋo kélêg ncù we mbɔ́ɔntè yépʉ́a, ","The first chariot had chestnut   horses,  # 6:2 Rv 6:4 the second chariot black horses,  # 6:2 Rv 6:5–6 "
"meféfɔ́gɔ lÿóon ne éshwoŋo kélêg ncù we mbɔ́ɔntè yétá, melÿóon pie ée mentsaʼá mentsaʼá, ḿbiŋ sáʼte nnɛ́, é ne éshwoŋo kélêg ncù we mbɔ́ɔntè lekùɔ. ","the third chariot white horses,   and the fourth chariot dappled  # 6:3 Gn 31:10,12 horses #— #all strong horses. "
"N zɛ́te Cÿɔ́ʼ Ssé gẅie à gẅiin légɔɔn né mèŋ ngie: «Cʉ̀apʉ̀a wɔ̀ɔn, pɛ̂ melÿóon ée pɛ́ʼɛ̀ ńdɔgɔ ńgɔɔn ngie kɔ́?» ","So I inquired of the angel who was speaking with me, “What are these, my lord? ”"
"Á tsɔ́ʼɔ mbwó mèŋ ngie: «Ée mefèfà lekùɔ mie ée lefaŋ; mbà é kɔ́ɔn ńgwɔ́ lejʉ́ŋ Cʉ̀apʉ̀a gẅie à póŋo tsetsáʼ ntsèm, pɔ́ ne fóo wó ńgee.» ","The angel told me, “These are the four spirits  ,# 6:5 Jr 49:36; Rv 7:1–3 of heaven going out after presenting themselves to the Lord of the whole earth. "
"Meséssé melÿóon pie é la ne éshwoŋo wetsɔ̌ kélêg ncù la, é kẅɛ́te ne ńgee né shÿó twó, meféfɔ́gɔ melÿóon cʉ́me nzèm pɔ́b; e pie ée mentsaʼá mentsaʼá kẅɛ́te yɔ́b, ńdɔg ye shÿó ntsíŋ. ","The one with the black horses is going to the land of the north, the white horses are going after them, but the dappled horses are going to the land of the south.” "
"Melÿóon ŋwɛ́ pie é la sáʼte nnɛ́ kẅɛ, ńzɛ́te páʼ pɔ́ ge gwá mwoon ndùmo ssé tsetsáʼ. Cʉ̀apʉ̀a gɔɔn né pɔ́b ngie: «Pi gʉa ḿmwoon ndùmo ssé tsetsáʼ.» Melÿóon ŋwɛ́ gʉa ḿmwoon ndùmo ssé tsetsáʼ. ","As the strong horses went out, they wanted to go patrol the earth, and the Lord said, “Go, patrol the earth.” So they patrolled the earth. "
"Cʉ̀apʉ̀a leen ńké ńtóŋo wɔ́ɔn, ńgɔɔn né mèŋ ngie: «Líe, melÿóon pie é kẅɛ̌ ńdɔg ye shÿó twó ge gÿo, azẅìge yɔ́ɔn sẅɛ́ʼɛ tsɛ̀ɛ yɛ̌ pàga láʼ ŋwɛ́.»","Then he summoned me saying, “See, those going to the land of the north have pacified my Spirit in the northern land.”"
Cʉ̀apʉ̀a tsẅi né mèŋ ngie: ,The word of the Lord came to me:   
"«Kẅé shúm nanǎ sie pakÿoláʼ ka lɔg ńtúmo Ɛlendayi, pɔ́ Tombiya mbɔɔ Yendaya. Pɔ́ nyé tá fóo Mbambilonia ńtóo. Ɔ̀ ge gʉa mbʉ̀a Jÿosiyásè, míŋ Sofoni pɔ́ lyɛ̌ʼɔɔn. Áa jʉʼ gie pɔ́ ée wó. ","“Take an offering from the exiles, from Heldai, Tobijah, and Jedaiah, who have arrived from Babylon, and go that same day to the house of Josiah son of Zephaniah. "
"Ɔ̀ ge gÿo pí nkáb mbɔɔ tʉ̌ ngɔ̂ɔ, é lɔg nyɛte cÿɔ̀ʼɔ lefùɔ, é tɔʼɔ twó Yǒonshûa gẅie aa nùŋepwɔʼ welÿò, ńgwɔ́ míŋ Yeyotsandag. ","Take silver and gold, make a crown,   and place it on the head of Joshua son of Jehozadak, the high priest. "
Ɔ̀ ge gÿo gɔɔn né yé ngie “Cʉ̀apʉ̀a gẅie à piʼi kɔ̀ɔkɔ́ɔ gɔ̌ɔn ngie:,You are to tell him: This is what the Lord of Armies says: Here is a man whose name is Branch;   he will branch out from his place and build the Lord’s temple. 
"Yé zɔ ge gÿo kwɛ́ ndá Ssé,","Yes, he will build the Lord’s temple; he will bear royal splendor   and will sit on his throne and rule. There will be a priest on his throne, and there will be peaceful counsel between the two of them.  # 6:13 Ps 45:6–7; 110:1–7; Dn 7:9–14; Heb 1:3,13; Rv 5:6 "
"Mecÿɔ̀ʼɔ lefùɔ ge gÿo nuŋe pɔ́ ndá Ssé. É nuŋe púʼu, mé lɔg ńkímte Ɛlendayi pɔ́ Tombiya, mbɔɔ Yendaya, ńgíŋ ńkímte mbɔɔ pòŋontʉ́m gie Jÿosyásè míŋ Sofoni la gẅiin.”»","The crown will reside in the Lord’s temple as a memorial to Heldai, Tobijah, Jedaiah, and Hen   son of Zephaniah. "
"«Epʉ̀a pie é néŋe ngʉ̀a shʉ̀shʉ̀a ge gÿo tó kwɛ́ ndá Cʉ̀apʉ̀a. À cʉa púʼu, pi zsé ngie Cʉ̀apʉ̀a gẅie à piʼi kɔ̀ɔkɔ́ɔ zɔ tumó wɔ́ɔn né pi. Pi lɔɔn ńkwaʼ ńjúʼ ncwò Cʉ̀apʉ̀a, é Ssé gi, mbà á ge gÿo gwɔ́ púʼu.»","People who are far off will come and build the Lord’s temple, and you will know that the Lord of Armies has sent me to you. This will happen when you fully obey the Lord your God.”  "
