ngiemboon,en
"Yěsô piŋ ńkẅɛɛ ndá lyɛ̌ʼo, ńgʉa ńnéŋe ngʉ̀ŋe letʉŋ. ",On that day Jesus went out of the house and was sitting by the sea.   
"Menùɔ láʼ cúʼte lejʉ́ŋ yé tà ńgyɔ́ɔn tɛʼ, tà á kúu tsɛ̀ɛ kanúʼ, ńnéŋe. Menùɔ láʼ tyé ngʉ̀ŋe ntse. ","Such large crowds gathered around him that he got into a boat and sat down, while the whole crowd stood on the shore.  "
"Á lɔg mesagánò éshwóŋo wɔ́b menò tà é gyɔ́ɔn gyɔ̌ɔn, ńgɔɔn né pɔ́b ngie: «Atsɔ̌ nyìŋ lǎʼ ńgʉa ḿmaʼ mbyè mmó, ","Then he told them many things in parables,   saying, “Consider the sower who went out to sow. "
"ńtóo maʼá, etsɔ́ memvòm gwe ngʉ̀ŋe mánzsè, meshʉ̌ŋ tó ńdagte ḿpfɛ́. ","As he sowed, some seed fell along the path, and the birds came and devoured them. "
"Etsɔ́ memvòm gwe na jʉʼʉ metóon, á jʉʼ gie tsetsáʼ té wó tɛʼ wɔ́, ńtɔ́g sáʼ, ńtí nue é la zébe zebé. ","Other seed fell on rocky ground where it didn’t have much soil, and it grew up quickly since the soil wasn’t deep. "
"Nèm gÿo ńtʉ́a mboŋó, ńtuɔ, é shÿó, ńtí nue menŋaŋ la te lyɛɛ ssé wɔ́. ","But when the sun came up, it was scorched, and since it had no root, it withered away. "
"Metsɔ́ memvòm gwe tsɛ̀ɛ megǐ menzóŋ menzóŋ, legǐ ŋwɛ́ gÿo ńdu ssé, éfómo mɛ̌. ","Other seed fell among thorns, and the thorns came up and choked it. "
"Metsɔ́ memvòm gwe na jʉʼʉ tsetsáʼ mbòŋo, ésáʼ, ńgúʼ, ńzém. Etsɔ́ letsiŋé gwaa ná mvòm nkÿo, etsɔ́ ná mvòm móm ntɔgɔ́, setsɔ́ ná mvòm móm tá. ","Still other seed fell on good ground and produced fruit: some a hundred, some sixty, and some thirty times what was sown.    "
Nyìŋ lɔɔn ńgẅiin metuŋó lélɔg ńjúʼu nò á júʼ.»,"Let anyone who has ears    listen.”   # 13:9 Mt 11:15; 13:43; Lk 8:8; 14:35; Rv 2:7,11,17,29; 3:6,13,22"
Engàŋakwò Yěsô tóo lejʉ́ŋ yé ńzɛ́te yé ngie: «Mélàʼakɔ́ ɔ̀ lɔg pɔ́ sagánò ńgɔɔn nò mbwó láʼ?» ,"Then the disciples   came up and asked him, “Why are you speaking to them in parables? ”  # 13:10 Mt 13:35; 15:15; 21:33,45; 22:1; 24:32"
"Yěsô tsɔ́ʼɔ mbwó pɔ́b ngie: «E Ssé la gÿo ngie pi pɛ̂ zɔ zsé nò nénʉ́ na lefùɔ sé sie ée lelyěen, tá ńgʉa na petsɔ́ pʉ̀a à te gÿo ngie pɔ́ zsé wɔ́. ","He answered, “Because the secrets of the kingdom of heaven have been given for you to know,    but it has not been given to them. "
