ngiemboon,en
"Pi pie pi ee patekǔ shʉ́,",Gather yourselves together;
"tà mé láʼ ńgwaa jwoŋo gẅí tà pi gʉa páʼ pǐŋ gẅie fèfà kaa la,",before the decree   takes effect
"Pi metsèm pie pi ee tsɛ̀ɛ ngwòŋ,","Seek the Lord,   all you humble  # 2:3 Nm 12:3; Ps 25:9; 37:11; 76:9; Am 8:4 of the earth,"
Mé ge gÿo gwáʼa tÿǒsoŋo Ngázà,"For Gaza will be abandoned,"
" Ndòon ee twó pi patsẅé ngʉ̀ŋe máŋʉ́, á gẅí gẅie pi la fó Kelɛd!","Woe, inhabitants of the seacoast,"
Ngwòŋ gẅí gẅie ée ngʉ̀ŋe máŋʉ́,The seacoast will become pasturelands
Apfwɔ̀ʼɔ pʉ̀a pie é la tsɔgɔ na ngẅɛ̀ pà Yúndà,The coastland will belong
"Mèŋ n ka júʼ menzòon pʉ̀a Mowab,",I have heard the taunting   of Moab
"Áa mmó gie á gÿo, mèŋ Cʉ̀apʉ̀a gẅie à píʼi kɔ̀ɔkɔ́ɔ,","Therefore, as I live —"
"Yɛ̌ nò ge láʼ gÿo wɔ́b púʼu, é tíi ŋáʼtè yɔ́b.","This is what they get for their pride,"
Cʉ̀apʉ̀a ge gÿo gÿo kʉ́ panò na pɔ́b;,The Lord will be terrifying to them
"«Pi pʉ̀a Etíyopìa,",You Cushites will also be slain by my sword.  
"Cʉ̀apʉ̀a ge gÿo siŋe pwó yé lɔg líe shÿó twó,",He will also stretch out his hand against the north
"Menùɔ menɔ̀ɔn ge gÿo tsẅé wó,","Herds will lie down in the middle of it,"
"Wɔɔn aa páʼ Ninive, á tÿǒsoŋ gie á néŋe né lekág ge láʼ cʉ́ʼ.",This is the jubilant    city
