ngiemboon,en
"Gù Cʉ̀apʉ̀a, ɔɔ ndʉŋndʉŋ,","You will be righteous, Lord,  "
"Ɔ̀ la pwóon wɔ́b, pɔ́ gwɔ́ páʼ tÿǒ gie mé pyě,","You planted them,   and they have taken root."
"Táʼ, ńgʉa na mèŋ me Cʉ̀apʉ̀a,","As for you, Lord, you know me; you see me.  "
"Tà mé ge láʼa tsẅé lʉa legwé tsɛ̀ɛ ngwòŋ tà kú pɔ́ síŋe? Legǐ ge láʼ júmo nkáʼ tà kú pɔ́ síŋe? Menɔ̀ɔn pâ meshʉ̌ŋ pie ée tsɛ̀ɛ ngwòŋ, ńne ńkwéte; ńtí nue patsẅé wó, ée pafʉʼ menò. Pɔ́ gɔɔn ngie á ge láʼ gwɔ́ fʉ̀ʼ gie mɔɔn menò laa wɔ́b, Yelemî le wó wɔ́.",How long will the land mourn  
Cʉ̀apʉ̀a gɔɔn né mèŋ ngie:,If you have raced with runners
"Á zɔɔn ńgwaa gwɔ́, kwaʼ pʉ̀a pie é kẅɛɛ tsɛ̀ɛ ngẅɛ̀te jù, mbɔɔ pʉ̀a pie é kẅɛɛ tsɛ̀ɛ tsìŋendá jú zɔ̌ jÿó menáŋ nzèm gù. Pɔ́ ne ńcúʼte pʉ̀a lélɔg ńdÿɔ́ʼɔ gú, táʼ ɔ̀ te ne ńzsé wɔ́. Pɔ́ lɔɔn ne ńdɔgɔ mekùʼ ńgɔɔn nò né gù, ɔ̀ pɔ́ɔn lézẅíŋ.",Even your brothers #— #your own father’s family —
"«N gwǎʼ ndá yɔ̀ɔn,",I have abandoned my house;  
Epʉ̀a pie é kaa pʉ̀a pɔ́ɔn,My inheritance has behaved toward me
Epʉ̀a pɔ́ɔn kéen ńcʉ́ʼ páʼ,Is my inheritance like a hyena   to me?
Papféle menɔ̀ɔn tà ńgyɔ́ɔn,Many shepherds have destroyed my vineyard;
"Oon, pɔ́ ka sele",They have made it a desolation.
Patúʼ shúm ne fóo ndùm,Over all the barren heights in the wilderness
"Pi ka pyé nkáʼa ngesáŋ ntsíŋ,",They have sown wheat but harvested thorns.  
"Anò gie Cʉ̀apʉ̀a gɔ̌ɔn ńtí menò tepòŋ megàŋ nkwɔʼɔ́ nkáʼ pʉ̀a Ésàlayɛ pie ée pʉ̀a pɔ́ɔn á yɔɔn: Pɔ́ ka kíbe mmó gie áa yɔ́ɔn, á tsetsáʼ gie n da náa mbwó pʉ̀a Ésàlayɛ pie ée pʉ̀a pɔ́ɔn. N ge fó na tsetsáʼa yɔ́b, é jwoŋo wɔ́b, é piŋ fó nùɔ pɔ́b jwoŋ pà Yúndà. ","This is what the Lord says: “Concerning all my evil neighbors who attack the inheritance that I bequeathed to my people, Israel, I am about to uproot them   from their land, and I will uproot the house of Judah from them. "
"N ge gÿo púʼu, é piŋ tsɔ́ɔn mezìŋe mɔ́b, é piŋe wɔ̌wɔ́ɔ ńnéŋe na tsetsáʼ yé, á tsɛ̀ɛ ngwòŋ wɔ́b. ","After I have uprooted them, I will once again have compassion   on them and return each one to his inheritance and to his land. "
"Megàŋ nkwɔʼɔ́ nkáʼ ŋwɛ́ ka zíʼi pʉ̀a pɔ́ɔn, lélɔg lezíŋ Mbâa ńkʉa nò. Táʼ, ńgwɔ́ gie pɔ́ lɔɔn ńzíʼi yɔ́b lékwaʼ ńgÿo páʼ pʉ̀a pɔ́ɔn gÿo, tà ńdɔg lezíŋ sɔ́ɔn ńkʉa ńgɔɔn ngie: «N tyě páʼɔɔn á mvfò Cʉ̀apʉ̀a gẅie aa ntʉ̀ntʉ̀, ńkʉa», mbà pɔ́ ge gẅiin yɔ́b jʉʼ gie pɔ́ ge néŋe wó á nùɔ pʉ̀a pɔ́ɔn. ","If they will diligently learn the ways of my people    #— #to swear by my name, ‘As the Lord lives,’ just as they taught my people to swear by Baal #— #they will be built up among my people. "
"Táʼ, ńké ńgwɔ́ gie pɔ́ lɔɔn ńdʉʼʉ léjúʼ, mbà mèŋ Cʉ̀apʉ̀a, n ne ńgɔɔn ngie n ge fó na tsetsáʼ yɔ́b, é jwoŋo wɔ́b, é náa mbwó legwé.","However, if they will not obey, then I will uproot and destroy that nation.”  "
