ngiemboon,en
"Mèŋ n kwɔ̌ʼ tà ńnuŋe kǔ mèŋ letsẅɛ́ʼ,",In my bed at night  
"N ge lu ssé kéle tÿǒsoŋ,","I will arise now and go about the city,"
"Papyɛ́b jʉʼ ka ne ńkéle tÿǒsoŋ, ńgyá wɔ́ɔn,",The guards who go about the city found me.  
"Páʼ n tɔgɔ́ na pɔ́b lɔɔn,",I had just passed them
"Púɔ panzwě Yelúzálèm,","Young women of Jerusalem, I charge you"
Aa wɔ̌ gẅie à fóo nkùɔmekwaʼá ńkwɔ́ʼɔ ńtóo,Who is this   coming up from the wilderness
"Aa fùɔ Salémo gẅie à ne ńtóo,",Look! Solomon’s bed
"Pɔ́ metsèm gẅiin nně ncù,",All of them are skilled with swords
Fùɔ Salémo la lɔgɔ peláŋ mbòŋo gie á fóo na máfùɔ tÿǒ ngwòŋ Limbaŋ,King Solomon made a carriage for himself
"À la gÿo mé lɔgɔ tʉ̌ nkáb ńnyɛte menkwɔʼɔ́,","He made its posts of silver,"
"«Epúɔ panzwě tÿǒsoŋ Siyoŋ,","Go out, young women of Zion,  "
