ngiemboon,en
Azɔ̀b gie á gʉa na mezɔ̀bɔ ntse Salémo ḿbú ḿboŋ.,"The Song of Songs, which is Solomon’s.  "
"Jÿɔ́ʼɔ wɔ́ɔn kʉ́kʉ́b gù,","Oh, that he would kiss me with the kisses of his mouth!"
agyě laméndɔ̀ɔn jú,The fragrance of your perfume is intoxicating;  
"Kíbe pwó yɔ́ɔn, pɔ̀gɔ ńkÿote ńgʉa.",Take me with you    #— #let’s hurry.
"Púɔ panzwě Yelúzálèm,","Daughters of Jerusalem,  "
Tà pi zɔ́g ńgíŋe ńdíe wɔ́ɔn,"Do not stare at me because I am dark,"
"Gù gẅie n tÿɔ́g ntʉ́m wɔ́ɔn na gú, shwóŋo wɔ́ɔn,","Tell me, you whom I love:  "
"Ɔ̀ lɔɔn te ne ńzsé wɔ́, gù gẅie ɔɔ nùɔ panzwě ḿbú ńtẅɛ tɛʼ,","If you do not know,"
"Ashǔ wɔ̀ɔn wemanzwě,","I compare you, my darling,  "
"Ɔ̀ jÿɔ̌g mekwáŋ metuŋó gù,","Your cheeks are beautiful with jewelry,  "
"Peg ge gÿo lɔgɔ tʉ̌ ngɔ̂ɔ nyɛte mekwáŋ mie ɔ ge jÿɔ́gɔ metuŋó gù,","We will make gold jewelry for you,"
Afʉ̀ʼ gie fùɔ wɔ̀ɔn pâ pʉ̀a ge gÿo ne jÿó shúm léjÿó sé,"While the king is on his couch,  "
Nyìŋ gẅie mèŋ n kwoŋo yé tɛʼ,"The one I love is a sachet of myrrh to me,  "
"Nyìŋ gẅie n kwoŋo yé tɛʼ,","The one I love is a cluster of henna blossoms to me,  "
"Ɔ̀ te tẅɛ lá,","How beautiful you are, my darling."
"Ɔ̀ te tẅɛ lá, múɔ mbàŋa gẅie n kwoŋo yé,","How handsome you are, my love.  "
"mentóon ndá mɔ́gɔ̀ gwɔ́ pɔ́ mbwó metÿǒ sɛ́ɛndèle,","the beams of our house are cedars,"
