ngiemboon,en
N gee nyìŋ gẅie à ka gyá ngʉ̀ngʉ̀,I am the man who has seen affliction
"À ka fó lejʉ́ŋ yé, ésẅɛʼte wɔ́ɔn,",He has driven me away and forced me to walk
"Oon, aa lyɛ̌ʼ ntsèm ńne ńkẅiʼi","Yes, he repeatedly turns his hand"
"À ka fó twó mèŋ, ńkwɔ́gte wɔ́ɔn tà ńkúu na mekwò mɔ́ɔn,",He has worn away my flesh and skin;  
"À ka lɔgɔ cÿɔ̀b ńjÿɔ́ʼɔ wɔ́ɔn,","He has laid siege against me,  "
"À ka gÿo n cʉ́ʼʉ ńtsẅé pɔ́ tsɛ̀ɛ nzěm,",He has made me dwell in darkness
"Cʉ̀apʉ̀a la kwɛ́ nkáʼ ńnéŋe wɔ́ɔn tsoló,",He has walled me in so I cannot get out;  
"Tà mbɔɔ páʼ n ne ńgaʼte ńtóŋo ngie à tó ńkẅéte wɔ́ɔn,","Even when I cry out and plead for help,"
"À ka lɔg meshʉ̀shʉ̀a metǒon,",He has walled in my ways with blocks of stone;  
"Cʉ̀apʉ̀a kaa mbwó mèŋ, ńgwɔ́ pɔ́ páʼ ngàʼngwé gẅie à ne ńdʉŋe mmó,","He is   a bear waiting in ambush,"
"À ka gÿo e fʉa mánzsè wɔ̀ɔn,",He forced me off my way and tore me to pieces;
"À ka siŋe kyɛ́d we,",He strung his bow  
"À ka maʼ mekwoŋ kyɛ́d mé ntsèm,",He pierced my kidneys
"N kéen ńcʉ́ʼʉ mmó légẅe mbwó láʼa ntsèm,","I am a laughingstock   to all my people,  # 3:14 Some Hb mss, LXX, Vg; other Hb mss, Syr read all peoples"
"Cʉ̀apʉ̀a ka néŋ ngɔ́ʼ gie e lẅe lẅe na mèŋ,","He filled me with bitterness,"
"À ka gÿo n dɔg mesoŋ mɔ́ɔn, éshʉ́a metóon,",He ground my teeth with gravel  
"À ka fó na mèŋ ńkẅile mbʉ́lè,",I have been deprived   of peace;  # 3:17 Ps 88:15; Lm 3:31
"N deen ńké ńgɔɔn ngie: etsɔ̌ nzsè mvfò te gíŋ ńgwɔ́ wó mbwó mèŋ wɔ́,","Then I thought, “My future   is lost,"
"Mèŋ wɔɔn, n tyé tsɛ̀ɛ ngʉ̀ngʉ̀, ńne ńgwá ḿbúu,","Remember   my affliction and my homelessness,  # 3:19 Is 58:7; Lm 1:7"
"Nkwaŋá wɔ́ɔn cʉ́ʼ ńtyé pɔ́ mǒ, atsɔ̌ lélege à te wó wɔ́, mbà m bǔ ńtebe.",I continually remember them
"Táʼ, ammó gie n ne ńkwaŋa, ayɔɔn,","Yet I call this to mind,"
"Apyennɛ́ Cʉ̀apʉ̀a gie aa ye te mag,",Because of the Lord’s faithful love  
"Apòŋo ntʉ́m yé pɔ́ nkwòŋe ye, ée pambaʼámbaʼ ntsèm ńgwɔ́ pɔ́ mmó sẅé.",They are new every morning;
"N ne ńgɔɔn ngie: Cʉ̀apʉ̀a zɔɔ yɔ́ɔn mmó fùʼ,","I say, “The Lord is my portion,  "
Cʉ̀apʉ̀a aa mbòŋ,"The Lord is good to those who wait   for him,"
"Áa mbòŋ légwaa zẅíʼte,",It is good to wait quietly  
Áa mbòŋ mbwó nyìŋ mesoŋ,It is good for a man to bear the yoke  
"Á zɛ́te ngie à faʼa jʉʼ ńnéŋe wó gíle yé, ńdáŋte,","Let him sit alone and be silent,  "
