ngiemboon,en
Mbilendad gẅie aa nyìŋ Shua tsɔ́ʼ ngie:,Then Bildad the Shuhite   replied:
Pi ge láʼ shwóŋo pɛ́ʼɛ̀ tà kú síŋe?,How long until you stop talking?
Mélàʼakɔ́ mé líe wég pɔ́ páʼ menɔ̀ɔn?,"Why are we regarded as cattle,"
"Gù gẅie ɔ̀ ne ńcúɔ mbùm jù tsɛ̀ɛ gyáŋalóŋ tɛʼ,",You who tear yourself in anger    —
"Oon, akyɛ̀ʼ ye nyìŋ tepòŋ ge gÿo pyé!","Yes, the light   of the wicked  # 18:5 Jb 3:17; 9:22; 11:20 is extinguished;"
Akyɛ̀ʼ ge gÿo pyé tsɛ̀ɛ ndá yé;,"The light in his tent grows dark,  "
"À laa tsɔ́ fʉ̀ʼ, ńgiŋe té pɔ́g, à piŋ ńgwɔ́ fʉ̀ʼɔɔn, ńgiŋe ńcÿɔʼɔ.","His powerful stride is shortened,"
"Á nue mekwò mé kǔu tsɛ̀ɛ lekÿo,","For his own feet lead him into a net,"
"Lejÿɔʼ gwǒon yé, á na ntsìŋekwò yé,",A trap catches him by the heel;
"Enkÿo gẅie à ge gwe mǒ, é lyeen tsɛ̀ɛ tsetsáʼ","A rope lies hidden for him on the ground,"
"Eshúm sie é gÿo mé cÿɔʼ, é fó meshÿó meshÿó ḿvege yé,",Terrors frighten him on every side  
"Enzyè gÿǒ metʉ̀ mé mag,",His strength is depleted;
Aguɔ pfɛ̌ɛ kúbe nnɛ́ yé,Parts of his skin are eaten away;
Mé fǒ tsɛ̀ɛ ndá yé gie e kɔ̌ɔn ḿboŋo yé tɛʼ ńkẅile yé;,He is ripped from the security of his tent
Ngwɔ́ mbɔɔ wɔ̌ nyìŋ wɔ́ɔ kúu ndá yé gie à ka gwǎʼ ńgʉa: e te gíŋe ńgwɔ́ ye wɔ́;,Nothing he owned remains in his tent.
"Áa ssé, menŋaŋ mé ne ńjúmo,","His roots below dry up,"
"Ammó gie ngwɔ́ mé lɔg ńkímte yé magá ndùmo ssé tsetsáʼ,",All memory   of him perishes from the earth;
Mé fǒ na jʉʼʉ kyɛ̀ʼ ńtsó yé ḿmaʼa tsɛ̀ɛ mwòonnzěm;,He is driven from light to darkness
"À ka te cʉa ngẅɛ̀ tsɛ̀ɛ pʉ̀a pé wɔ́,","He has no children or descendants among his people,"
"Mé ge gÿo fó mbyěnèm mbɔɔ sǎʼnèm, é júʼu nò gie á ka gÿo yé,","Those in the west are appalled   at his fate,"
«Wɔɔn aa páʼ mendá pʉ̀a tepòŋ ge láʼ mag púʼu;,"Indeed, such is the dwelling of the unjust man,"
