ngiemboon,en
Mèŋ n gyá Cʉ̀apʉ̀a tyé ngʉ̀ŋe jʉʼʉ lenuŋé pwɔʼ. Á gɔɔn ngie: «Tsẅiŋ mentóon tà tsìŋe ssé cʉʼʉ!,"I saw the Lord standing beside the altar,   and he said:"
"Ńgwɔ́ gie pɔ́ gʉ̌a tà ńkúu láʼ mepfó,","If they dig down to Sheol,  "
"Pɔ́ lɔɔn ńgʉa ńdyeen twó lekwɛ́ Kamɛɛ,",If they hide
Megàŋmbù pɔ́b lɔɔn ńgwoon wɔ́b,And if they are driven
"Cʉ̀apʉ̀a Ssé gie e piʼi kɔ̀ɔkɔ́ɔ lɔgɔ pwó yé,","The Lord, the God of Armies —"
E Ssé kwɛ́ leneŋé sé tÿǒ lefaŋ sie,He builds his upper chambers
"Pi te mbwó mèŋ, ńgwɔ́ pɔ́ páʼ pʉ̀a Kushʉ̀ pie é fóo Ésàlayɛ wɔ́ le?","Israelites, are you not like the Cushites to me?  "
Cʉ̀apʉ̀a Ssé tÿɔ́g lejÿɔ́g na lefùɔ pagÿo nò tepòŋ se pʉ̀a Ésàlayɛ.,"Look, the eyes of the Lord God"
Á nue mèŋ n zǎb lepʉ̌ sɔ́ɔn ńgɔɔn ngie:,"for I am about to give the command,"
Mé ge gÿo zẅéte megàŋ mefʉa pie,All the sinners among my people  
"«Atÿǒsoŋo Ndavîd aa páʼ ntàb gie e ne ńzóŋe,",In that day
"À cʉa púʼu, epʉ̀a Ésàlayɛ gíŋe ḿbiŋ nzèm",so that they may possess
"Cʉ̀apʉ̀a ne ńgɔɔn ngie: «Melyɛʼɛ́ láʼ ne ńtóo mie shúm léjÿó ge gÿo gyɔ́ɔn,","Look, the days are coming —"
"Mèŋ n ge gÿo piŋe pʉ̀a Ésàlayɛ pie ée pʉ̀a pɔ́ɔn,","I will restore the fortunes of my people Israel.  ,# 9:14 Dt 30:3; Jr 31:23; 32:42–44"
"N ge gÿo gÿo, epʉ̀a pɔ́ɔn gíŋ ńnéŋe na tsetsáʼ gie á laa yɔ́b.","I will plant them on their land,"
