ngiemboon,en
Cʉ̀apʉ̀a gíŋ ńgɔɔn né mèŋ ngie: ,The word of the Lord came to me: 
"«Gù míŋ nyìŋ mesoŋ, lɔg páʼ ɔɔntsẅìnkʉ̀ Ssé, ńtsẅi nkʉ̀ wɔ́ɔn ngie: Cʉ̀apʉ̀a ne ńgɔɔn né pi ngie: Pi kɔ́ʼ legwé ńtí mefʉ̀ʼnjÿó me tepòŋ mie é ge tó! ","“Son of man, prophesy and say, ‘This is what the Lord God says:"
"Á nue á lyɛ̌ʼ ne ńtóo, alyɛʼɛ́ láʼ Cʉ̀apʉ̀a tsoté tà ḿbɔ́ɔnte. Á ge gÿo gwɔ́ lyɛʼɛ́ láʼ gie á gẅiin séssé melɔ́ɔn. Á ge gÿo gwɔ́ fʉ̀ʼ gie e Ssé ge tsɔ́ʼte ntsaŋ wɛ̌ wɛ̌ ngwòŋ wɔ́ɔ. ",For a day is near;
"Ncù ge gÿo jÿó ngwòŋ Egíbtò, epʉ̀a ne ńcÿɔʼɔ, ńne ḿvɛɛ tà ńkúu ngwòŋ Etíyopìa. Mé ge gÿo zẅéte pʉ̀a Egíbtò, é túʼ shúm fùʼ sɔ́b, é pyág ngwòŋ wɔ́b. ","A sword will come against Egypt,"
"Mbàŋa ye Etíyopìa, né ye Pud mbɔɔ ye Lud, ńgÿo ye Alabi, né ye Líbia, tà mbɔɔ kwàʼ pʉ̀a láʼ pɔ́ɔn, pɔ́ ge gÿo kwéte tsẅɛɛ ncù. ","Cush, Put, and Lud,  "
"Mèŋ Cʉ̀apʉ̀a, n ne ńgɔɔn ngie: Mé ge kúu tsẅɛɛ ncù, é zẅéte pʉ̀a pie é tága nzèm ngwòŋ Egíbtò na ncù, léfó tÿǒsoŋ Migndɔɔ á kwóŋ ngwòŋ, ńgʉa ńkúu tÿǒsoŋ Asuwaŋ, á ntsíŋ ngwòŋ, máa ŋáʼtè nnɛ́ pʉ̀a Egíbtò leen ńké sẅagte. Mèŋ Cʉ̀apʉ̀a Ssé zɔ gɔɔn. ",This is what the  Lord  says:
"Ngwòŋ ŋwɛ́ ge gÿo cʉ́ʼ nkùɔmekwaʼá gie e pǔ fɔ́g tà ńcʉa metsɔ́, metÿǒsoŋ mé gÿo ńcʉ́ʼ ńgwɔ́ pɔ́ páʼ tsẅɛʼɛ́ metóon. ",They will be desolate
"Á ge gÿo gwɔ́ fʉ̀ʼ gie n něŋ mmɔ̌g ngwòŋ Egíbtò, ḿbiŋ ńzẅéte pʉ̀a pie é tága nzèm ye, mé leen ńké ńcwoŋo ńzsé ngie mèŋ zɔɔ Cʉ̀apʉ̀a. ",They will know that I am the Lord
"Á ge gÿo gwɔ́ lyɛ̌ʼ gie n ge pyág ngwòŋ Egíbtò, n tsẅí memántúm lɔg mekanúʼ ńgʉa ńkẅile mmó gie pʉ̀a Etíyopìa lɔgɔ ńtʉʉ, ecÿɔʼ leen ńké ńgwoon wɔ́b, pɔ́ zye lévɛ. Alyɛ̌ʼ ayɛ̌ tsoté tà ḿbɔ́ɔnte!","On that day, messengers will go out from me in ships   to terrify confident Cush. Anguish will come over them on the day of Egypt’s doom.  # 30:9 Lit of Egypt For indeed it is coming."
"Mèŋ Cʉ̀apʉ̀a Ssé, n ne ńgɔɔn ngie: N ge gÿo gÿo Nambukondonozɔɔ fùɔ Mbambilonia, à zẅéte pʉ̀a Egíbtò ntsèm. ",“ ‘This is what the Lord God says:
