ngiemboon,en
Legwɔ́ we nyìŋ mesoŋ ndùmo ssé tsetsáʼ gwɔ́ pɔ́ páʼ we ndÿɔ̀ʼncù:,Isn’t each person consigned to forced labor   on earth?
"À gwɔ́ pɔ́ páʼ nkwɔɔn gie ee ndùm nèm ńne ńtsɔ́ɔn jʉʼʉ sẅisẅê la,",Like a slave he longs for shade;
"Mesaŋ ntsèm mèŋ n gwɔ́ pɔ́ tsɛ̀ɛ ngʉ̀ngʉ̀,","So I have been made to inherit months of futility,"
"Afʉ̀ʼ gie n nuŋe kǔ, n zɛ́te ngie:","When I lie down I think,"
"Mententẅɛ pǔ ńjÿó mbùm yɔ̀ɔn tà é kége,",My flesh is clothed with maggots and encrusted with dirt.  
Melyɛʼɛ́ láʼ mɔ́ɔn cʉ̌a lê jÿâa,My days pass more swiftly than a weaver’s shuttle;
"E Ssé yɔ̀ɔn, kímte ngie wɔ̀ɔn legwɔ́ gwɔ̌ pɔ́ páʼ fÿɔ́g,",Remember that my life is but a breath.
"Lejÿɔ́g sie é líe wɔ́ɔn, te láʼ gíŋe gyá wɔ́ɔn mɔ́;",The eye of anyone who looks on me
"Melɔ́ɔn syeen, ḿmag","As a cloud fades away and vanishes,"
"À te láʼ gíŋe piŋ nzèm né ndá yé wɔ́,",He will never return to his house;
Áa mmó gie á gÿo ngwɔ́ ń de láŋte;,Therefore I will not restrain my mouth.
"N gee páʼɔɔn ńgwɔ́ máŋʉ́ kà pɔ́ máamáa nnúngém,","Am I the sea  ,# 7:12 Jb 26:12; Ps 74:13 or a sea monster,  # 7:12 Ps 148:7; Is 27:1; Ezk 32:2"
Afʉ̀ʼ gie mèŋ n gɔ̌ɔn ngie: Ekǔ wɔ́ɔn ge gÿo láŋte wɔ́ɔn,"When I say, “My bed will comfort me,"
ɔ̀ lɔg menjÿòon tepòŋ ḿvege wɔ́ɔn;,"then you frighten me with dreams,"
N ne ńtsɔ́ɔn ngie ɔ̀ nɔʼɔ lóŋ wɔ̀ɔn!,so that I prefer strangling    —
Á tɔ̌g ndá! N te láʼ tsẅé gwɔ́ pɔ́ wó wɔ́.,I give up! I will not live forever.
"Nyìŋ mesoŋ aa mbwó gù ńgwɔ́ kɔ́, tà ɔ̀ néŋe ńkwaŋte yé?","What is a mere human, that you think so highly of him"
Tà ɔ̀ túŋte ńdíe yé pà mbaʼámbaʼ ntsèm?,"You inspect him every morning,"
Ɔ̀ ge tsɔ́ʼ menÿɔ́g mú na mèŋ pɔ́ síŋe?,"Will you ever look away from me,"
"Ɔ̀ lɔɔn ngie mèŋ e fʉ̌a, ɔ̀ shwóŋo wɔ́ɔn mmó gie n kɔʼɔ́ gÿo na gù,","If I have sinned, what have I done to you,"
Ńtí kɔ́ ɔ̀ te lege mefʉa wɔ̀ɔn mɔ́?,Why not forgive my sin
