ngiemboon,en
 Cʉ̀apʉ̀a ne ńgɔɔn ngie:,This is what the Lord says:
"Ashÿó mbòŋo, áa nyìŋ gẅie","Happy is the person who does this,"
Á té zɛ́te ngie ngʉ̀ gẅie,No foreigner who has joined himself to the  Lord
Ńtí nue Cʉ̀apʉ̀a ne ńgɔɔn ngie:,For the Lord says this:
"Púʼu la, n ge gÿo gʉa tsɛ̀ɛ ndá mèŋ,","I will give them, in my house and within my walls,"
Etsɔ́ megʉ̀ é la nnɛ́ na Cʉ̀apʉ̀a.,As for the foreigners who join themselves to the  Lord
n ge gÿo gÿo pɔ́ tóo,I will bring them to my holy mountain  
Cʉ̀apʉ̀a Ssé gẅie à la cúʼte pʉ̀a Ésàlayɛ pie,"This is the declaration of the Lord God,"
"Pi menɔ̀ɔn ntsèm pie pi ée mbàʼ,","All you animals of the field and forest,"
Patsaʼjʉʼ pie ée Ésàlayɛ,"Israel’s   watchmen  # 56:10 Ezk 3:17–18; 33:1–6 are blind, all of them,"
Pɔ́ gíŋe ńgwɔ́ ngwé gie,These dogs have fierce appetites;
Pɔ́ gɔɔn ngie:,"“Come, let me get some wine,"
