ngiemboon,en
"Nyìŋ mesoŋ kwaŋ menò tsɛ̀ɛ ntʉ́m yé tɛʼ, táʼ, Cʉ̀apʉ̀a zɔ̌ gẅiin nzsòte nzèm nò mǒ.","The reflections of the heart belong to mankind,"
"Nyìŋ mesoŋ kwaŋ ngie akɔ̀ɔkɔ́ɔ wɔ́ɔ gie à gÿo, á gwɔ́ pɔ́ mbòŋ, táʼ, Cʉ̀apʉ̀a zɔ tsaʼa mentʉ́m.","All a person’s ways seem right to him,"
"Ammó gie ɔ̀ kwaŋá légÿo, lɔg ńtó ńnyɛɛ mbwó Cʉ̀apʉ̀a, ńzsé ngie à ge gÿo akɔ̀ɔkɔ́ɔ wɔ́ɔ pumte.","Commit your activities to the  Lord,"
"Cʉ̀apʉ̀a la gwaa gÿo kɔ̀ɔkɔ́ɔ wɔ́ɔ, ńgẅiin nkwaŋá, tà mbɔɔ pʉ̀a tepòŋ ńtí lyɛ̌ʼ gie à ge záb ngɔ́ʼ twó pɔ́b.",The Lord has prepared everything for his purpose —
"Cʉ̀apʉ̀a pʉa nyìŋ gẅie à ŋáʼte nnɛ́, à te gÿo nyé té záb ngɔ́ʼ twó yé wɔ́.",Everyone with a proud heart is detestable to the  Lord;  
"Cʉ̀apʉ̀a véle mefʉa nyìŋ gẅie à gẅiin mà wembòŋo, ḿbiŋ shwóŋo nò nénʉ́, nyìŋ lɔɔn ḿbɔ́gɔ yé, á tém nzèm nò tepòŋ.","Iniquity is atoned for by loyalty and faithfulness,  "
"Cʉ̀apʉ̀a zẅíŋe mà we nyìŋ, ńtsóte megàŋmbù pé légÿo pâ pɔ̌ shwóŋe ńjúʼe.","When a person’s ways please the  Lord,"
"Áa mbòŋ lélɔgɔ nò nénʉ́ ńgẅiin mémmó, ńcʉa lélɔgɔ fʉ̀te ńgẅiin shúm fùʼ tɛʼ.",Better a little with righteousness
"Nyìŋ mesoŋ kwaŋa mmó gie à ge gÿo gÿo, tá Cʉ̀apʉ̀a zɔ̌ gÿo ńgÿo á pumte.","A person’s heart plans his way,"
"Afùɔ lɔg metʉ̀ mie é fóo mbwó Ssé ńgɔɔn nò, à ne ńtsɔ́ʼte ntsaŋ, à te cÿɔ̌nò wɔ́.","God’s verdict is on the lips of a king;  ,# 16:10 2Sm 14:17,20; 1Kg 3:28"
"Cʉ̀apʉ̀a kwóŋ ngie fʉ̀ʼncʉ̂e lâ mengwɔ̀ʼɔ lɔg fʉʼʉ mmó e gwɔ́ me nénʉ́, yé zɔ la gÿo mengwɔ̀ʼɔ ntsèm mie mé lɔg fʉʼʉ mmó.",Honest balances and scales are the  Lord’s;
"Ńgÿo menò pʉ̀a pie é gÿo yɔ́b pɔ́ menò tepòŋ ée mbwó mefùɔ ńgwɔ́ mentʉ̀ menò tepòŋ, Anò nénʉ́ zɔ̌ gÿo lefùɔ tʉte.","Wicked behavior is detestable to kings,  "
"Afùɔ kwóŋ ngie mé shwóŋo yé nò ndʉŋndʉŋ, à kwóŋ pʉ̀a pie é shwóŋo nò nénʉ́.","Righteous lips are a king’s delight,"
"Afùɔ gẅie à ne ńgyáŋa lóŋ, à kuʼu légÿo mé zẅé nyìŋ, anzsènò kuʼu légÿo atʉ́m yé sẅétè.","A king’s fury is a messenger of death,"
"Eshÿó fùɔ kyɛ́ʼɛ, á gwɔ́ liŋé legwɔ́ wó, Apòŋontʉ́m yé áa páʼ menzsǒ nzèm mbʉ̀ŋ.","When a king’s face lights up, there is life;"
"Áa mbòŋ lékag tʉ̀ ńgẅiin zsénò, ńcʉa légẅiin tʉ̌ ngɔ̂ɔ; ńgwɔ́ mbòŋ lékag tʉ̀ ńgẅiin legye ńcʉa légẅiin nkáb.",Get wisdom —
"Ngàŋa nò nénʉ́ lÿɔ́ʼɔ nò tepòŋ, nyìŋ gẅie à fɔ́ge lejÿɔ́g na megiŋé mé, à pɔ́ɔn we legwɔ́ wó.",The highway of the upright   avoids evil;
Aŋáʼtè tsóte nyìŋ á gwe ssé lenyɛ̀ nnɛ́ pyága we legwɔ́ wó.,"Pride comes before destruction,"
"Áa mbòŋ légwɔ́ nùɔ pʉ̀a pie é ná nnɛ́ ssé, ńcʉa páʼ ngwɔ́ pi lâ ngàŋa ŋáʼte gabte shúm sie mé lɔ̌g fó ncù.","Better to be lowly of spirit with the humble  ,# 16:19 Pr 29:23; Is 57:15"
"Nyìŋ gẅie à sáŋa nò na kɔ̀ɔkɔ́ɔ yé wɔ́ɔ tá ńgÿo, à ge gÿo gyá lepòŋ, nyìŋ gẅie à tém nzèm yé ńná né Cʉ̀apʉ̀a, aa shÿó mbòŋo.","The one who understands a matter finds success,  "
"Mé gwaa zsé nzsènò, éfó na legye sé, ashwóŋè gie nyìŋ pʉ́le pʉ́le ńgɔɔn, á kẅíʼi jú mmó gie ɔ̀ zsě.","Anyone with a wise heart is called discerning,"
"Lezsě lésáŋa nò, à náa legwɔ́ wó páʼ lesaʼá ntse, á mbwó pʉ̀a pie é gẅiin; megʉ̀gʉ̀ kẅé pɔ́ tsemé mmó ńtí menò gʉ̀gʉ̀ mɔ́b.","Insight is a fountain of life   for its possessor,"
"Ntʉ́m nzsènò sáŋa nò tá ńgɔɔn, aa yɛ̌, à lɔgɔ shwóŋè yé ńcwoŋo ńgÿo petsɔ́ pʉ̀a júʼu nò.",The heart of a wise person instructs his mouth;
"Ashwóŋè mbòŋo pʉ́le ntʉ́m nyìŋ páʼ melwòŋwáʼ gie é fóo na lekʉ̀a, é gÿo epʉ̀a júʼ mboŋó ntʉ́m pɔ́b, membùm mɔ́b zeŋe.",Pleasant words are a honeycomb:  
"Ngwɔ́ nyìŋ mesoŋ líe mánzsè tà ngie aa mbòŋ, táʼ, á gÿo ńcʉ́ʼ nzsòzsò, ńná pɔ́ legwé.","There is a way that seems right to a person,"
"Enzyè tsóte nyìŋ léfaʼa fàʼ, lépfɛ́ɛ mmó tsóte yé létéŋe zìʼi mǒ.",A worker’s appetite works for him
"Ngàŋa fʉ̌ʼnò tɔ́ɔn menò mie pɔ́ ge zába twó petsɔ́ pʉ̀a, meshwóŋè mie é kẅɛɛ ncwò pɔ́b ée páʼ mmɔ̌g gẅie é pú ńcʉŋe kɔ̀ɔkɔ́ɔ.","A worthless person digs up evil,"
"Nyìŋ gẅie à shwóŋo meshwóŋè mémbʉ́a à néŋ pɔ́ tág, nyìŋ gẅie à kaa mezíŋ pʉ̀a, à néŋe fagte tsetsɛ̀ɛ meshǔ.","A contrary person spreads conflict,"
"Nyìŋ gẅie aa ngàŋatág, à fʉte fɛ̌ we; ńtsóte yé á giŋe na mánzsè tepòŋ.","A violent person lures his neighbor,  "
"Nyìŋ gẅie à kábte menÿɔ́g mé, ḿpfɛ́ ncwò wé, ńgwɔ́ ntʉ́m yé ńkwaŋa nò tepòŋ gie à gee fʉʼʉ́, à ně ńdáʼ ńgÿo yɛ̌ nò tepòŋ.",The one who narrows his eyes is planning deceptions;
"Menoŋo twó nyìŋ fɔ́g, ńdɔg ńgwɔ́ páʼ yé cÿɔ̀ʼ gie á néŋ mekùʼ mé, mé lɔgɔ légiŋe tsɛ̀ɛ nò nénʉ́ tá ńgẅiin mɛ̌.",Gray hair is a glorious crown;  
"Nyìŋ gẅie à te lwo ńgyáŋa lóŋ wɔ́, à cʉa ntʉ̀ nyìŋ, áa mbòŋ mbwó nyìŋ lékúʼte mbùm ye, ńcʉa legwɔ́ tándá ncù.","Patience is better than power,"
"Epʉ̀a maʼa tyèente lélɔg ńzsé mmó gie á ge táa jǔɔ tá gÿo, táʼ, Cʉ̀apʉ̀a zɔ̌ záb páʼ kɔ̀ɔkɔ́ɔ ge gwɔ́.","The lot is cast into the lap,"
