ngiemboon,en
" Cʉ̀apʉ̀a pâ pʉ̀a pie é tsẅé tsɛ̀ɛ láʼ gẅiin ntsaŋ,","Hear the word of the  Lord,   people of Israel,"
"Pɔ́ ée wó ńnéŋ mendòon,","Cursing,   lying,  # 4:2 Hs 7:3; 10:13; 11:12 murder,  # 4:2 Hs 6:9  stealing,  # 4:2 Hs 7:1"
"Áa mmó gie á gÿo, alùm pú ńtʉ́a tsɛ̀ɛ láʼ,","For this reason the land mourns,  "
"Cʉ̀apʉ̀a gɔɔn ngie: Pi pɔ́ɔn, mé te kẅɛ́te wɔ̌wɔ́ɔ, é záb pɔ́ nò na yé wɔ́.","But let no one dispute;   let no one argue,"
Pi ge gÿo fʉa mánzsè tsɛ̀ɛ zsǒ,You will stumble by day;  
Epʉ̀a pɔ́ɔn kúu pyé,My people are destroyed for lack of knowledge.  
"Panuŋepwɔʼ ka ne ńkẅiʼi ńgyɔ́ɔn,","The more they multiplied,  "
"Pɔ́ ne ḿpfɛ́ɛ mbab gie pʉ̀a pɔ́ɔn lɔ̌g ńtó ńnuŋe pwɔʼ fʉ̀ʼ gie pɔ́ fʉ̌a nò,",They feed on the sin   of my people;  # 4:8 Hs 10:13
"Ammó gie n ge gÿo gÿo na pʉ̀a pɔ́ɔn, n ge gÿo gíŋ gÿo pɔ́ yɛ̌ na panuŋepwɔʼ.",The same judgment will happen
Pɔ́ ge gÿo pfɛ́ɛ mmó tɛʼ,They will eat but not be satisfied;  
Agÿɛ́ pɔ́ melùʼ gÿǒ pɔ́ pʉ́a.,"Promiscuity,   wine, and new wine"
Pɔ́ tsɔ́ʼ ngɔ̌ɔn mbwó tsɔ̌ ssé tútú yɔb;,"My people consult their wooden idols,  "
"Pɔ́ gʉa twó mekwɛ́, ńnuŋe pwɔʼ,","They sacrifice on the mountaintops,  "
"Mèŋ te gÿo gÿo gubé gí yepanzwě píte ncwò wɔ́b ńtí nue pɔ́ ée pakáatÿǒ wɔ́,",I will not punish your daughters
"Gù, Ésàlayɛ, ɔ̀ ne ńgÿo gÿɛ́,","Israel, if you act promiscuously,"
Mélàʼmie Ésàlayɛ nyɛ̌ ngie à tʉʉ twó páʼ fòŋ gie e ne ńdʉʼʉ léfaʼa fàʼ. Cʉ̀apʉ̀a ge piŋ gÿo lêkɔ́ lɔgɔ wɔ́b gʉa tsɛ̀ɛ nkáʼ páʼ mé lɔgɔ púɔ menjʉ̀njÿò ńgee la? ,For Israel is as obstinate as a stubborn cow.  
"Epʉ̀a Efalayîm leen ndáʼ ńcʉŋe na shúm sie pɔ́ guʼte ngie ee Ssé, pi nyé wɔ́b! ",Ephraim is attached to idols;  
"Pɔ́ gwaa gɔɔn ngie pɔ́ nyé lénú melùʼ nyě, ńgwóon ńzye pɔ́ gÿɛ́; pasáʼa láʼ pɔ́b kwoŋ ngwág ńcʉa mekùʼ. ","When their drinking is over,"
"Asẅì ge kaa wɔ́b, eshʉ́ ge gÿo kúu wɔ́b, ńtí pwɔʼ gẅie pɔ́ nuŋe.","A wind with its wings will carry them off,  ,# 4:19 Hs 12:1; 13:5"
