ngiemboon,en
" Cʉ̀apʉ̀a gɔɔn ngie: «Gù Aliyɛ,","Woe to Ariel,   Ariel,"
mbà mèŋ n ge gÿo gù Aliyɛ ɔ̀ gyá ngɔ́ʼ.,"I will oppress Ariel,"
"N ge gÿo tÿɔ́g mentàb mɔ́ɔn,",I will camp in a circle around you;
Nzẅìŋ gú ge gÿo sẅɛ́ʼ,You will be brought down;
Megàŋmbù pú ge gÿo gyɔ́ɔn,"Your many foes   will be like fine dust,  # 29:5 Is 17:13; 41:15–16"
"mbà Cʉ̀apʉ̀a gẅie à piʼi kɔ̀ɔkɔ́ɔ,",you will be punished by the  Lord of Armies
"Aliyɛ, anùɔ mengwòŋ gie á kɔ́ɔn ńdÿɔ́ʼɔ gú,",All the many nations  
"Á ge gÿo gwɔ́ pɔ́ páʼ nyìŋ gẅie nzyè ne ńgyáŋa yé, à lyé njÿòon,","It will be like a hungry one who dreams he is eating,"
"Pi mɔɔn, pi néŋe té gɔɔn nò.",Stop and be astonished;
"Ńtí nue Cʉ̀apʉ̀a ka jÿɔ́ʼ legye sí,",For the Lord has poured out on you
"Mɔɔn menò mie mé la gɔɔn ńtí gẅí, é ka tsẅě mbwó pi, ńgwɔ́ páʼ menò mie ée tsɛ̀ɛ lepuʼú ŋwàʼne sie mé ka kwɛ̌ kwaʼ mboŋó. Ńnáa mbwó nyìŋ gẅie à zsé létóŋo mmó, ńgɔɔn né yé ngie: «Tóŋo yɔɔn la!» Á tsɔ́ʼ ngie: «N te kuʼ, aŋwàʼne áa ye nkwɛ̌.» ","For you the entire vision will be like the words of a sealed document.   If it is given to one who can read and he is asked to read it,  # 29:11 Lit If one gives it to one who knows the document, saying, “Read this, please” he will say, “I can’t read it, because it is sealed.” "
"Kà pɔ́ lénáa mbwó nyìŋ gẅie à te zsé létóŋo mmó wɔ́ wɔ́ɔ. Ńgɔɔn né yé ngie: «Tóŋo gi!» Táʼ, á tsɔ́ʼ ngie: «N te zsé létóŋo mmó wɔ́.»","And if the document is given to one who cannot read and he is asked to read it,   he will say, “I can’t read.”"
Cʉ̀apʉ̀a gɔɔn mbwó yɔɔn láʼ ngie:,The Lord said:
"Áa mmó gie á gÿo,","Therefore, I will again confound these people"
 Ndòon ee twó pʉ̀a pie,Woe to those who go to great lengths
"Táʼ, pi ne fʉte metwó mbùm mí!","You have turned things around,"
Ntyě té gíŋe sag páʼ mbím Limbaŋ ge gÿo cʉ́ʼ nkáʼa,Isn’t it true that in just a little while
"Á ge gÿo gwɔ́ fʉʼó ŋwɛ́,",On that day the deaf will hear  
"Epʉ̀a pie é té tsɔ́ mmó kuʼ,",The humble will have joy
"Ńtí nue, panɔʼ pʉ̀a,","For the ruthless one will vanish,"
é pie é tÿɔ́gɔ sóon twó nyìŋ;,"those who, with their speech,"
"Áa mmó gie á gÿo, yɔɔn áa shwóŋè gie Cʉ̀apʉ̀a,","Therefore, the Lord who redeemed Abraham   says this about the house of Jacob:"
Ńtí nue pâ penkʉ́ pɔ́b,"For when he sees his children,"
"Epʉ̀a pie é ka te ne ńzáʼa ntsaŋ ndʉŋndʉŋ wɔ́, pɔ́ zye léjúʼ.","Those who are confused will gain understanding,"
