ngiemboon,en
"Yěsô nyé ńgwɔ́ pɔ́ jʉʼʉ ssé, ésele nnɛ́ ńne ńnáŋte jʉʼ, ńgyá páʼ megàŋa mmó ne ńnéŋe shúm pwɔʼ tsɛ̀ɛ jʉʼ gie mé ńnéŋe shúm pwɔʼ wó. ",He   looked up and saw the rich dropping their offerings into the temple treasury.  # 21:1 2Kg 12:9; Mt 27:6; Jn 8:20 
"Ńgyá tsɔ̌ mpfɔ̌g manzwě, á gwɔ́ mbóŋ, á tó yé, ńnéŋ pàg nkáb sépʉ́a, é sie éfó te na tsɔ́ mmó kuʼ. ","He also saw a poor widow dropping in two tiny coins.  ,# 21:2 Lk 12:59 "
"Yěsô gɔɔn ngie: «Tà mèŋ shwóŋo gẅí, kwàʼ nénʉ́, ampfɔ̌g manzwě wɔɔn, ńgwɔ́ mbóŋ, à něŋ nkáb, ńcʉa pʉ̀a metsèm. ","“Truly I tell you,” he said, “this poor widow has put in more than all of them.    "
"Petsɔ́ pʉ̀a zɔ̌ɔn ńtó yɔ́b, ńnéŋ pɔ́ metwó nkáb mɔ́b, tá ńgʉa na mpfɔ̌g manzwě wɛ̂, à tsɛ ńgwɔ́ pɔ́ mbóŋ táʼ, à něŋ wé ndàʼa mmó gie á kɔʼɔ́ ńgẅiin lélɔg ńjú sé shúm.»","For all these people have put in gifts out of their surplus, but she out of her poverty has put in all she had to live on.”"
"Etsɔ́ megàŋakwò Yěsô néŋe tà ńdíe ndá Ssé, ńne ńgɔʼte ńgɔɔn ngie: E te poŋ la, gyá tsɔ̌ ntí metóon mbòŋo mie mé la lɔg ńkwɛ́, mbɔɔ tsɔ́ ntí shúm mbòŋo sie mé la ná mé lɔg ńkẅiŋ! Yěsô gɔɔn mbwó pɔ́b ngie: ","As   some were talking about the temple, how it was adorned with beautiful stones and gifts dedicated to God, he said, "
"«Tà pi gyá pɔ́ páʼ é poŋo lɛ, atsɔ́ lyɛ̌ʼ ge gÿo gwɔ́, mé pú ńtág, tà tóon le gíŋ ńzébe na tsɔ̌ wɔ́.» ",“These things that you see #— #the days will come    when not one stone will be left on another that will not be thrown down.”   # 21:6 Lk 19:44
"Pɔ́ zɛ́te yé ngie: «Tsítsà, yɔɔn nò ge láʼ gÿo síŋe? Mé ge láʼ lɔgɔ kɔ́ tá ńzsé ngie yɛ̌ fʉ̀ʼ ne ńkuʼu?» ","“Teacher,” they asked him, “so when will these things happen? And what will be the sign when these things are about to take place? ”  "
"Yěsô tsɔ́ʼɔ mbwó pɔ́b ngie: «Pi laga twó gí, ḿbɔ́ɔn nyìŋ léfʉʉ gẅí. Á nue pʉ̀a tà ńgyɔ́ɔn ge gÿo tÿɔ́g lezíŋ sɔ́ɔn mvfò, wɔ̌wɔ́ɔ na pɔ́b wɔ́ɔ gɔɔn ngie yé aa Nzàʼnkÿo, afʉ̀ʼ kuʼú. Pɔ́ lɔɔn ńgɔɔn púʼu, tà pi mɔ́ɔn tà ńcʉ́me nzèm pɔ́b. ","Then he said, “Watch out that you are not deceived.    For many will come in my name,   # 21:8 Jr 14:14; 1Jn 2:18 saying, ‘I am he,’   # 21:8 Jn 8:24 and, ‘The time is near.’ Don’t follow them.   # 21:8 Lk 17:23 "
"Pi láʼ ńgwɔ́ tà ńjúʼ mé ne ńgɔɔn nò na mencù mie é kẅɛɛ, kà pɔ́ na vàʼ gie á selé ńgwe tsɛ̀ɛ meláʼ wɔ́ɔ, tà pi cÿɔʼ. Á ne ńzɛ́te ngie sɛ̌ shúm vɔg ńcʉate, tá á leen ńdɔgɔ ńgwɔ́ pɔ́ ngie njÿó gwǒon ḿmag wɔ́.» ","When you hear of wars and rebellions,    don’t be alarmed. Indeed, it is necessary that these things take place first, but the end won’t come right away.”"
"Yěsô gíŋ ńgɔɔn né pɔ́b ngie: «Aláʼ ge láʼ lu ssé lÿɔ́ʼɔ yetsɔ́, afùɔ túm lu ssé ńdÿɔ́ʼɔ wetsɔ̌. ","Then he told them, “Nation will be raised up against nation, and kingdom against kingdom.    "
