ngiemboon,en
"Á gʉa na gù míŋ wɔ̀ɔn, emú metʉ̀ e ké ne fóo pɔ́ na páʼ Yěsô Keleto ne ńcÿó gʉm yégè. ","You, therefore, my son, be strong in the grace   that is in Christ Jesus. "
"Kímte nò gie ɔ̀ lɔ̌ɔn ńjúʼu n zíʼi pʉ̀a, é laa pʉ̀a tà ńgyɔ́ɔn. Pɔ́ ée pajÿòngyá. Ké ńcʉ́me pɔ́ yɛ̌ mbwó pʉ̀a pie é kuʼu légʉa ńzíʼi yɔ́b petsɔ́ pʉ̀a, te gʉa mǒ ńkúbe mmó.","What you have heard from me   in the presence of many witnesses, commit to faithful  # 2:2 Nm 12:7 men  # 2:2 Or faithful people who will be able to teach others also."
Gyá jú ngɔ́ʼ páʼ kwàʼ ndÿɔ̀ʼncù we Yěsô Keleto. ,Share in suffering as a good soldier of Christ Jesus.   
"Nyìŋ vɔg tà ńgwɔ́ tsẅɛɛ ncù, ńdege kɔ̀ɔkɔ́ɔ gie á ne ńdíe yé mbʉ̀a, ńzsé ngie à ge cʉ́ʼʉ gÿo pɔ́ mmó gie á ge poŋo tándá wɔb. ",No one serving as a soldier gets entangled in the concerns of civilian life; he seeks to please the commanding officer. 
"Ndʉŋndʉŋ páʼ nyìŋ lɔɔn ne ńkÿo ndʉ̌, à te kÿo na ntí gie lepʉ̌ ndʉ̌ ne ńzɛ́te wɔ́, mé le tsɔ́ʼɔ fàʼ yé wɔ́. ","Also, if anyone competes as an athlete, he is not crowned unless he competes according to the rules. "
"Nyìŋ gẅie à faʼa nkáʼ, à lɔɔn ńtéŋe zìʼi mboŋó, mbà yé zɔ ge vɔgɔ lépfɛ́ɛ mmó gie á fóo nkáʼ. ",The hardworking farmer ought to be the first to get a share of the crops.   
"Sáŋa nò na menò mie n gɔɔn lɔɔn, Cʉ̀apʉ̀a ge zɔɔn náa gú legye lélɔg ḿbú ńjúʼ ntsèm. ","Consider what I say, for the Lord will give you understanding in everything."
"Kímte Yěsô Keleto, páʼ à la zíme na legwé, à la fó na ngẅɛ̀ fùɔ Ndavîd páʼ nkʉ̀ mbòŋo gẅie n ne ńtsẅii, ne ńgɔɔn. ","Remember Jesus Christ, risen from the dead   and descended from David, according to my gospel, "
"N gyá ngɔ́ʼ tà mé lɔgɔ metsɛ̂n ńkwɛ́ɛ wɔ́ɔn páʼ fʉ̀ʼ gie n gee nyìŋ tepòŋ la páʼɔɔn, ńtí pɔ́ nkʉ̀ mbòŋo ŋwɛ́. Táʼ, mé kaa shwóŋè Ssé kwɛ́ɛ. ",for which I suffer to the point of being bound like a criminal. But the word of God is not bound. 
"Áa mmó gie á gÿo, n ne ńgyá ngɔ́ʼ pɔ́ lêkɔ́ wɔ́ɔ, ńtíi pʉ̀a pie é Ssé tsɔʼɔ́ wɔ́b, ńne shÿɔgɔ shÿɔg, ńzsé ngie Keleto ge gÿo pɔ́b yɔ́b tsẅɛ́. Pɔ́ fó púʼu, ńgẅiin legúʼ tèmì.","This is why I endure   all things for the elect:  # 2:10 Mt 24:22 so that they also may obtain salvation, which is in Christ Jesus, with eternal glory.  # 2:10 Lk 9:32; 24:26; Jn 17:24; 2Co 3:18; 1Pt 5:1,4; 2Pt 3:18 "
"Menò mie n gee ngɔ̌ɔn lɔɔn, ée jʉʼó ńgwɔ́ púʼu.",This saying is trustworthy:  
"Pege lɔɔn ńké ńne shÿɔgɔ tsɛ̀ɛ ngɔ́ʼ shÿɔg,","if we endure, we will also reign   with him;"
"Á lɔɔn ńgwɔ́ gie pege neŋé ḿmoŋe yé, mbà à ké te wégè moŋe.","if we are faithless, he remains faithful,"
"Mɔɔn ée menò mie ɔ̀ gẅiin lékímte mbwó mânyìŋ ntsèm, ńtyé mvfò Ssé éshʉashʉa, éshwóŋ pʉ̀a ngie tà pɔ́ gwáa ńtága melàʼ na menò mie mé gɔ̌ɔn. Pɔ́ tág melàʼ púʼu, é té kẅéte na tsɔ́ mmó wɔ́, tà ńcʉ́ʼ púʼu, mbà é cʉŋte pʉ̀a pie é júʼu mɛ̌ menò cʉŋte, á nzèm Ssé. ","Remind them of these things, and charge them before God   not to fight about words.  # 2:14 1Tm 6:4 This is useless and leads to the ruin of those who listen. "
"Kag tʉ̀ légwaa tyé mvfò Ssé, ńgwɔ́ nyìŋ gẅie à lɔɔn ńgwɔ́ e Ssé zẅíŋe nò yé, gwɔ́ ngàŋafàʼ gẅie eshʉ́ té ge ne kúu yé na fàʼ yé wɔ́. Gwɔ́ ngàŋafàʼ gẅie à tsẅii nkʉ̀ nò gie áa nénʉ́, té gʉa mǒ ńkúbe tsɔ́ mmó. ","Be diligent to present yourself to God as one approved, a worker who doesn’t need to be ashamed, correctly teaching the word of truth.   "
"Pɔ́ɔn lézáb gú ncwò na we pazoŋ meshwóŋè mie é gwɔ́ pɔ́ sẅɛ̀ɛ sẅɛ̀ɛ, é meshwóŋè mie é táte nyìŋ taté lézáb ntʉ́m na Ssé. Pʉ̀a pie é zoŋo mɛ̌ meshwóŋè ké fó lejʉ́ŋ Ssé ńkẅiʼi ńkÿo kÿo. ","Avoid irreverent and empty speech, since those who engage in it will produce even more godlessness,   "
"Ashwóŋè pʉ̀a ŋwɛ́ leen ńgwɔ́ pɔ́ páʼ fʉ̌ŋ gie e něŋ mbìd, ńne ńkẅiʼi ńgáʼa la. Imene pɔ́ Filɛd lɔgɔ ńgwɔ́ liŋe pʉ̀a ŋwɛ́. ",and their teaching will spread like gangrene. Hymenaeus   and Philetus are among them. 
"Pɔ́ kéen ńgwáʼa mánzsè nò gie áa nénʉ́. Pɔ́ zɔ́gɔ ńgɔɔn ngie e Ssé kéen ńdáʼ ńgÿo, pege zíme na legwé. Pɔ́ kéen ńgÿo púʼu, tà tsɔ̌ lelÿò pʉ̀a te nyé ńgwɔ́ na mánzsè nò gie áa nénʉ́ wɔ́. ","They have departed from the truth, saying that the resurrection has already taken place,   and are ruining the faith of some.  # 2:18 1Tm 1:19; 6:21 "
"Tà mbɔɔ púʼu, acÿóndá gie e Ssé la nuŋe á nyé ńtʉʉ tʉ. Mé la ŋweʼe ndumó ngie: «Cʉ̀apʉ̀a ne ńzsé pʉ̀a pie ée pé,» ńgíŋe ńŋweʼe ngie: «Nyìŋ lɔɔn ngie aa nyìŋ Cʉ̀apʉ̀a, á tém nzèm nò tepòŋ.»","Nevertheless, God’s solid foundation stands firm, bearing this inscription:   The Lord knows those who are his,   # 2:19 Nm 16:5,# 2:19 Nm 16:5; Pr 2:6; Jn 10:14,27; 1Co 8:3 and let everyone who calls on the name  # 2:19 Ac 15:14 of  # 2:19 Lit everyone who names the name of the Lord turn away from wickedness.  # 2:19 Lv 24:11,16; Nm 16:26–27; Jos 23:7; Ps 6:9; 33:15; Pr 3:7; Is 26:13; 52:11; Jr 20:9"
"Mé lɔɔn ńgʉa ndá ngàŋa mmó mé gyá mekáŋ mentí mentí. Mé gyá mie mé la lɔgɔ tʉ̌ ngɔ̂ɔ ńnyɛte, ńgyá mie mé la lɔgɔ tʉ̌ nkáb ńnyɛte, ńgíŋe ńgyá mbɔɔ mie mé la lɔgɔ tÿǒ ńkwóon, mbɔɔ mie mé la lɔgɔ tsǎʼ ḿbwóon. Eshúm tʉ̌ ngɔ̂ɔ mbɔɔ se tʉ̌ nkáb sie mé tÿɔ́gɔ ssé pɔ́ na melyɛʼɛ́ láʼ lÿò. Setsɔ́ gwɔ́ sie mé tÿɔ́gɔ ssé lyɛ̌ʼ ntsèm. ","Now in a large house there are not only gold and silver vessels,   but also those of wood and clay; some for honorable  # 2:20 Or special use and some for dishonorable.  # 2:20 Or ordinary,# 2:20 Rm 9:21 "
"Nyìŋ lɔɔn ḿbɔ́ɔn meshwóŋè cÿɔ̌nò mie mé zíʼi pʉ̀a lɔɔn, mbà ngàŋ ge gwɔ́ páʼ káŋ gie mé tÿɔ́gɔ ssé pɔ́ na lyɛʼɛ́ lÿò. Mbà à ge gwɔ́ nyìŋ Cʉ̀apʉ̀a, mbà à ge kẅéte Ndè we, à lɔgɔ yé ńgÿo kɔ̀ɔkɔ́ɔ wɔ́ɔ gie áa mbòŋ.","So if anyone purifies himself from anything dishonorable,   he will be a special  # 2:21 Or an honorable instrument, set apart, useful to the Master, prepared for every good work.  # 2:21 2Co 9:8; Gl 3:10; 1Tm 5:10"
"Kÿo shúm tepòŋ sie nkàŋ nyìŋ tsɔ́ɔn. Pi lâ pʉ̀a pie é tóŋo Cʉ̀apʉ̀a lé ntʉ́m mbòŋo faʼa nò gie á tyé ndʉŋndʉŋ, ńzáb ntʉ́m na Ssé, ńkwoŋ pʉ̀a mesoŋ, éfaʼ mbʉ́lè. ","Flee   from youthful passions, and pursue righteousness, faith, love, and peace,  # 2:22 Lk 12:51; 2Tm 1:2; Heb 12:14; 3Jn 14 along with those who call on the Lord  # 2:22 Gn 13:4 from a pure heart. "
"Kÿo menò mie mé gwá ńzoŋo, é gwɔ́ pɔ́ megʉ̀gʉ̀ menò mie é té kẅéte. Ɔ̀ zsě ngie mé zoŋ mɛ̌ menò tà ńcʉ́ʼʉ lémag, ńtág pɔ́ melàʼ. ","But reject foolish and ignorant disputes, because you know that they breed quarrels. "
"Á piŋ ńké te poŋ ngie ngàŋafàʼ Cʉ̀apʉ̀a tág melàʼ wɔ́. À gẅiin pɔ́ lékwoŋo mânyìŋ ntsèm, ńkuʼu lézíʼi pʉ̀a mmó mboŋó, ńkuʼu légwɔ́ gie mé ge fʉ̀ʼ nò na yé, á le pá. ","The Lord’s   servant must not quarrel,  # 2:24 Jn 6:52; Ac 7:26; Jms 4:2 but must be gentle to everyone, able to teach,  # 2:24 Or everyone, skillful in teaching and patient, "
"À gẅiin lélɔg mbʉ́lè, ńdaʼte mmó mbwó pʉ̀a pie à gɔɔn nò pɔ́ kúbe pɔ́ shÿó. Ndyɛ̀ʼ tsɔ́ e Ssé gÿo ńná shÿó mbwó pɛ̌ pʉ̀a pɔ́ kúbe yɔb ntí lɔg sáŋa nò, éfó púʼu, ńzsé nò gie áa nénʉ́, ",instructing his opponents with gentleness.   Perhaps God will grant them repentance  # 2:25 Ac 26:20; Rm 2:4; 2Co 7:9–10 leading them to the knowledge of the truth. 
"ńgíŋe ńkwaŋa nò páʼ á kɔʼɔ́ ńne ńzɛ́te ngie pɔ́ kwaŋ, ńdeen ńké fóo tsɛ̀ɛ mejÿɔʼ mie Sátà la lɔg ńgwoon wɔ́b ńkẅɛ. Mbà pɔ́ kaa tsoló ńcʉ́ʼ ńgwɔ́ pɔ́ megàŋatsǎŋ, ńgÿo pɔ́ mmó gie Sátà ne ńkwoŋo.","Then they may come to their senses and escape the trap of the devil,   who has taken them captive to do his will.  # 2:26 Jn 1:13"
