ngiemboon,en
"Mɔɔn ée meshwóŋè nzsènò gẅie aa míŋ fùɔ Ndavîd, ńgwɔ́ fùɔ á Yelúzálèm.","The words of the Teacher,  ,# 1:1 Ec 1:12; 7:27; 12:8–10 son of David, king in Jerusalem.  # 1:1 1Kg 2:12; Pr 1:1"
Anzsènò gɔɔn ngie:,"“Absolute futility,” says the Teacher."
"Epʉ̀a mesoŋ pú ńtéŋe zìʼi tɛʼ na mefàʼ ndùmo ssé tsetsáʼ,",What does a person gain for all his efforts
"Lejwoŋó nyìŋ mesoŋ e cʉa, setsɔ̌ pʉʼʉ nnɛ́,","A generation goes and a generation comes,"
"Nèm sǎʼ, ńgÿo ḿbyé,",The sun rises and the sun sets;
"Fèfà kÿo ńdɔg ye shÿó ntsíŋ,","Gusting to the south,"
"Memí ntsèm cwóŋ ḿpfɛte tsɛ̀ɛ máŋʉ́,","All the streams flow to the sea,"
"Esɔɔn shúm ŋwɛ́ ntsèm gÿo mé kʉ́a, ngwɔ́ mé lekuʼu légɔɔn nò mǒ tà ńcʉ́me wɔ́.","All things   are wearisome,"
"Ammó gie á la zɔɔn ńgwɔ́ wó, á ge láʼ gíŋ gwɔ́ wó.","What has been is what will be,"
Mé gyá mmó tà ńgɔɔn ngie:,"Can one say about anything,"
Pege lege mmó gie á la cʉa tsɔ́ fʉ̀ʼ.,There is no remembrance of those who    came before;  # 1:11 Dt 9:14; Ec 2:16; 9:5
"Mèŋ Nzsènò, n daa fùɔ pa Ésàlayɛ, ńtsẅé tÿǒsoŋ Yelúzálèm. ","I, the Teacher,   have been  # 1:12 Or Teacher, was king over Israel in Jerusalem. "
"N da záb ngie n ge lɔgɔ zsénò é tsaʼa kɔ̀ɔkɔ́ɔ wɔ́ɔ, é piŋ zíʼi nò na kɔ̀ɔkɔ́ɔ wɔ́ɔ gie mé gÿo ndùmo ssé tsetsáʼ,","I applied my mind to examine   and explore through wisdom all that is done under heaven.  # 1:13 1Kg 4:29–34; Ec 3:10–11; 7:25; 8:17 God has given people  # 1:13 Or given the descendants of Adam this miserable task to keep them occupied.  # 1:13 Gn 3:19; Ec 2:23,26; 3:10; 4:8 "
"N da pú ńdíe mefàʼ mie mé faʼa ndùmo ssé tsetsáʼ,","I have seen all the things that are done under the sun and have found everything to be futile, a pursuit of the wind.  ,# 1:14 Pr 27:16; Ec 2:11,17; 4:4; 6:9"
"Ammó gie á tʉ́ŋe,",What is crooked cannot be straightened;  
"N da sele ńgɔɔn ne twó mbùm yɔ́ɔn ngie: «N da gÿo azsénò yɔ́ɔn pú ńzyéen zyéen, tà ńcʉa ye mânyìŋ ntsèm gẅie à la néŋe Yelúzálèm tá n gÿo ńtó yɔ́ɔn.» Ayɔ́ɔn mmó gie n zsě, á pú ńgyɔ́ɔn tɛʼ, mbɔɔ yɔ̀ɔn ntí lezsénò na legwɔ́ wó.","I said to myself, “See, I have amassed wisdom far beyond all those who were over Jerusalem before me,   and my mind has thoroughly grasped  # 1:16 Or discerned wisdom and knowledge.” "
"N da záb páʼ n ge zsé mmó gie zsénò áa yɛ̌, é zsé menò gʉ̀gʉ̀, é zsé menò pʉ̀a,","I applied my mind to know wisdom and knowledge,   madness and folly;  # 1:17 Ec 2:12; 7:25 I learned that this too is a pursuit of the wind.  # 1:17 Ec 2:11,17; 4:4,6,16; 6:9"
"Á nue nyìŋ kẅiʼi zsénò,",For with much wisdom is much sorrow;  
