ngiemboon,en
"Cʉ̀apʉ̀a ne ńgɔɔn ngie: Pi mengwòŋ mie ntse kéle,","“Be silent before me, coasts and islands!  "
"Áa shÿó sǎʼnèm, mbà ngàŋa nò nénʉ́ cʉmé mánzsè.",Who has stirred up someone from the east?  
"À jwoŋo wɔ́b, ńcʉa té pɔ́gɔ tsɔ́ mmó,","He pursues them, going on safely,"
Awɔ̌ la pú ńgÿo mɔɔn menò?,"Who has performed and done this,"
"Mengwòŋ mie ntse tÿɔ́ʼte, é la gyá mɔɔn menò, ecÿɔʼ gwoon wɔ́b.","The coasts and islands see and are afraid,"
"Epʉ̀a mesoŋ ne faʼa,","Each one helps the other,"
Ngàŋlevfò ne ńkẅiŋte ndɔ̀ɔn tʉ̌ ngɔ̂ɔ;,The craftsman encourages the metalworker;  
"Táʼ, gù Ésàlayɛ,","But you, Israel, my servant,  "
"N ka gʉa nzsòte tsetsáʼ,",I brought   you from the ends of the earth
"Púʼu la, te cÿɔʼ,","Do not fear, for I am with you;  "
"Mânyìŋ ntsèm gẅie à gyáŋa lóŋ ńtíi gú,",Be sure that all who are enraged against you
Ɔ̀ ge gÿo faʼ pʉ̀a pie,"You will look for those who contend with you,"
Mèŋ Cʉ̀apʉ̀a n ge Ssé jù;,"For I am the Lord your God,  "
Pi pʉ̀a Yakwɔ̂b pie mé lɔgɔ gẅí,"Do not fear, you worm Jacob,  "
N ge lɔgɔ gú gÿo mmó sẅé;,"See, I will make you into a sharp threshing board,"
"Ɔ̀ ge gÿo maʼa tÿǒ,",You will winnow them  
Mepóŋ pâ mengàŋ ngɔ́ʼ,"The poor and the needy seek water, but there is none;"
"N ge gÿo ntse fó mekwɛ́,","I will open rivers on the barren heights,  "
N ge gÿo pye metÿǒ ntí ntsèm nkùɔmekwaʼá;,"I will plant cedar, acacia, myrtle, and olive trees"
"Púʼu la, epʉ̀a metsèm pú ńdíe sɔɔn shúm, ńgyá,","so that all may see and know,"
Cʉ̀apʉ̀a gẅie aa fùɔ pʉ̀a Yakwɔ̂b ne ńgɔɔn ngie:,"“Submit your case,” says the  Lord."
"Pi tsóte nnɛ́ ńtó,",“Let them come and tell us
"Oon, pi shwóŋo wég mmó gie á ge gÿo cʉate,","Tell us the coming events,  "
"Pi zɔɔn te tsɔ́ mmó kuʼ,","Look, you are nothing  "
N ka gÿo nyìŋ fó twó ngwòŋ,"“I have stirred up one from the north,   and he has come,"
"Á laa ntwòntwó, awɔ̌ nyìŋ na pi kaʼa yɔɔn nò,","Who told about this from the beginning,"
Mèŋ Cʉ̀apʉ̀a zɔ la vɔgɔ,"I was the first to say to Zion,  "
"N ka cwoŋo ńdíe,","When I look, there is no one;"
"Pɔ́ té tsɔ́ mmó wɔ́,","Look, all of them are a delusion;  "
