ngiemboon,en
"Pi lúɔ mbʉ̀ŋ mbwó Cʉ̀apʉ̀a,",Ask the Lord for rain
Messé mendyɛ̀ʼɛ pÿé pɔ́ cÿɔ̌nò;,"For the idols speak falsehood,"
«Lóŋ wɔ̀ɔn ne ffó,"My anger burns against the shepherds,"
"Mefùɔ mentí mentí ge láʼ kẅɛ pɔ́ na pʉ̀a Yúndà,","The cornerstone,   the tent peg,  # 10:4 Jdg 4:21"
Pɔ́ ge gÿo sẅé pɔ́ palÿɔ́ʼncù pie é gẅiin shÿɔ̀g.,They will be like warriors in battle
"N ge gÿo kẅiŋte pà Yúndà,",I will strengthen the house of Judah
Epʉ̀a Efalayîm ge gÿo gwɔ́ páʼ,"Ephraim   will be like a warrior,"
"N ge tóŋ pʉ̀a pɔ́ɔn, é cúʼte wɔ́b.",I will whistle   and gather them
"N ge gÿo pɔ́ gʉate né meshÿó meshÿó, á tsɛ̀ɛ meláʼ,","Though I sow   them among the nations,"
N ge gÿo fó tsɛ̀ɛ ngwòŋ Egíbtò,I will bring them back from the land of Egypt
"Pɔ́ ge gÿo túmo máŋʉ́ cʉanò,",The Lord    will pass through the sea of distress
"N ge gÿo gÿo epʉ̀a pɔ́ɔn gẅiin metʉ̀,","I will strengthen   them in the Lord,"
