ngiemboon,en
"Mèŋ gẅie n gee nkẅèmvfò tsɛ̀ɛ cúʼtè pʉ̀a Keleto, n náa yɔɔn ŋwàʼne mbwó Má penkʉ́. E Ssé la tsɔ́ʼɔ gú. N giŋé ńnáa mbɔɔ mbwó gubé jú, m bǔ ńkwoŋo gẅí pɔ́ ntsèm, á nue pege metsèm pǔ ńtyé na nò nénʉ́, é té ndàʼ wɔ́ɔn mie n kwoŋo gẅí wɔ́, awɔ̌wɔ́ɔ gẅie à tyé na nò nénʉ́ giŋé ńkwoŋo gẅí yé. ",The elder:
"Peg kwoŋo gẅí, á fóo na páʼ nò nénʉ́ áa tsɛ̀ɛ ntʉ́m wégè, é ké láʼa tsẅé gwɔ́ pɔ́ tsoló. ",because of the truth that remains in us   and will be with us forever.
"Á poŋ ngie e Ssé Tá, mbɔɔ Yěsô Keleto gẅie aa Míŋ Tá ne ńcÿó gʉm yégè, ńne ńtsɔ́ɔn mezìŋe mégè, ńne ńnéŋe mbʉ́lè na pege pie pege tyé na nò nénʉ́, ḿbiŋ ńgẅiin nkwòŋe tsetsɛ̀ɛ pege.","Grace, mercy, and peace   will be with us from God the Father and from Jesus Christ, the Son  # 3 Heb 1:2 of the Father, in truth and love.  # 3 1Jn 4:12"
Anò ka pǔ ḿboŋo wɔ́ɔn tɛʼ páʼ n ka jǔʼ ngie tsɔ́ penkʉ́ pú ne ńgiŋe na mánzsè nò nénʉ́ páʼ Tá wege la tsẅi né pege la. ,"I was very glad to find some of your children walking in truth,   in keeping with a command we have received from the Father. "
"Tʉ̀nzẅìŋ Má penkʉ́, ammó gie n ne ńzɛ́te mbwó gù fʉ̀ʼɔɔn, á gwɔ́ ngie pege gẅiin nkwòŋe tsetsɛ̀ɛ pege, sɔɔn ké te gwɔ́ pɔ́ tsɔ́ lepʉ̌ sesẅé sie n ŋweʼe, ńnáa mbwó gù wɔ́, ée lepʉ̌ sie pege gẅiin tà fó nzyeté. ","So now I ask you, dear lady #— #not as if I were writing you a new command, but one we have had from the beginning #— #that we love one another.   "
"Legẅiin nkwòŋe à gwɔ́ pɔ́ lékúʼte mbʉ̌ Ssé. Lepʉ̌ sie pi la júʼ tà fó nzyeté, é gwɔ́ pɔ́ ngie pi néŋe lé nkwòŋe. ","This is love:   that we walk according to his commands.  # 6 Ps 103:18; Mk 7:8; Jn 14:15,21,23; 15:10 This is the command as you have heard it from the beginning: that you walk in love.  # 6 Or in it"
"Pacÿɔnò kéen sa njÿó tà ńgyɔ́ɔn. Pɔ́ té ne ńzẅíŋe ngie Yěsô Keleto la kwàʼ sele ńcʉ́ʼʉ nyìŋ mesoŋ wɔ́, pɔ́ ée kwàʼ megàŋa cÿɔ̌nò, ńgwɔ́ megàŋmbù Keleto. ","Many deceivers have gone out into the world; they do not confess the coming of Jesus Christ in the flesh.   This is the deceiver and the antichrist.  # 7 1Jn 2:18,22; 4:3 "
"Pi lága twó gí, ḿbɔ́g páʼ à lɔɔn ńgwɔ́ apì gie pi la jÿó na faʼa yég cʉa sẅɛ̀ɛ. Pi kag pɔ́ tʉ̀, ńgÿo ńkẅé ntsɔʼɔ́fàʼ gẅí pɔ́ ntsèm. ","Watch yourselves so that you don’t lose what we   have worked for, but that you may receive a full reward.  # 8 2Pt 2:13 "
"Nyìŋ lɔɔn te kúʼte pɔ́ ndàʼ nò gie Keleto la zíʼi wégè wɔ́, ńgʉa mǒ ńkẅiʼi tsɔ́ mmó, mbà ngàŋ pɔ́ Ssé té temte. Nyìŋ gẅie à kúʼte nò gie Keleto la zíʼi wégè pɔ́ Tá temte, mbɔɔ pɔ́ múɔ gíŋe ńtemte. ","Anyone who does not remain in Christ’s teaching   but goes beyond it does not have God.  # 9 Jn 5:12; 8:41; 1Jn 2:23 The one who remains  # 9 Jn 15:4–16 in that teaching, this one has both the Father  # 9 Mt 11:27 and the Son.  # 9 Heb 1:2; 1Jn 2:23 "
"Nyìŋ lɔɔn ńdɔgɔ tsɔ́ nò ńtóo tsetsɛ̀ɛ pi, tà á té gwɔ́ pɔ́ gie Keleto la zíʼi gẅí wɔ́, tà pi kúe yé, tà pi fó ńgɔɔn ngie: tó ndɔɔn ndɔɔn. ","If anyone comes to you and does not bring this teaching, do not receive   him into your home, and do not greet him; "
"Nyìŋ lɔɔn ńtsyɛʼte yé, mbà pɔ́ ngàŋ lɔgɔ ńgwɔ́ tàʼ ncwò na mefàʼ tepòŋ mie à ne faʼa.",for the one who greets him shares   in his evil works.  # 11 Eph 5:11; 1Tm 5:22; Jd 23
"Ń kɔʼɔ́ ńgẅiin menò tà é gyɔ́ɔn gyɔ̌ɔn mie ńgwɔ́ e shwóŋo gẅí, táʼ, n gyǎ ngie n te ŋweʼe ŋweʼe wɔ́, á nue n ne ńkwaa létóo láʼ pi, anò kẅɛɛ ncwò mèŋ, ńkúu ncwò pi, ńzsé ngie lekág wege à ge pú cʉ́me. ","Though I have many things to write to you,   I don’t want to use paper and ink. Instead, I hope to come to you and talk face to face so that our joy  # 12 Jn 15:11 may be complete."
"Egubé fɛ̌ gù wemanzwě gẅie Ssé la tsɔ́ʼɔ yé, gɔ̌ɔn ngie n tsyɛʼte gú ńná né pɔ́b.",The children of your elect sister send you greetings.
