ngiemboon,en
"Yɔɔn aa shwóŋè gie Cʉ̀apʉ̀a la gɔɔn mbwó Mishÿe gẅie à laa nyìŋ láʼa Molɛshÿɛd. Á laa fʉ̀ʼ gie Yotam mbɔɔ Akaze, ńgÿo Ezekiyásè laa mefùɔ á tsɛ̀ɛ ngwòŋ Yúndà, á fùɔ lékwé ńkwɔ́ʼɔ tsɔ̌, Cʉ̀apʉ̀a lɔg njÿòon éshwóŋo Mishÿe nò ńtí tÿǒsoŋo Samalîɛ pɔ́ ye Yelúzálèm.","The word of the Lord that came   to Micah  # 1:1 2Ch 29:5–11; 32:24–26; Jr 26:18 the Moreshite  # 1:1 Mc 1:14  #— #what he saw regarding Samaria and Jerusalem in the days of Jotham,  # 1:1 2Kg 15:5,32–38; 2Ch 27:1–9; Is 1:1; Hs 1:1 Ahaz,  # 1:1 2Kg 16:1–20; 2Ch 28:1–27; Is 7:1–12 and Hezekiah,  # 1:1 2Kg 18:1–20; 2Ch 29:1–31 kings of Judah."
"Aláʼa ntsèm, pi júʼ!","Listen, all you peoples;  "
"Á nue Cʉ̀apʉ̀a fǒ jʉʼ gie à tsẅe wó, ńkẅɛ.","Look, the Lord is leaving his place  "
"À ne ńgiŋe, mekwɛ́ ne ńkeme,","The mountains will melt beneath him,"
"Mɔɔn menò kúu láʼ páʼɔɔn,",All this will happen because of Jacob’s rebellion
"Cʉ̀apʉ̀a gɔɔn ngie: «Páʼ áa púʼu la, n ge lɔgɔ Samalîɛ","Therefore, I will make Samaria"
"Mé ge gÿo pú shʉ́ate metútú mie ée tsɔ́ messé,",All her carved images will be smashed   to pieces;
"Áa mmó gie á ge gÿo gÿo n gaʼte, ńkɔ́ʼ legwé.",Because of this I will lament and wail;
"Á nue efʉ̌ŋ gie mé ka néŋe na Samalîɛ,",For her wound is incurable  
"Pi pà Yúndà,","Don’t announce it in Gath,  "
"Pi pie pi tsẅé Safii,","Depart in shameful nakedness,  "
"Patsẅé Malɔd ne ḿbɔ́gɔ tà shʉ́ŋe,",Though the residents of Maroth
"Pi patsẅé Lakíshÿè,","Harness the horses to the chariot,"
Áa yɛ̌ tá á zɛ́te ngie pi fag nnɛ́ na pʉ̀a Molɛshÿɛd-Ngad.,"Therefore, send farewell gifts   to Moresheth-gath;"
"Pi patsẅé tÿǒsoŋo Maleshÿa,",I will again bring a conqueror
"Pi patsẅé Yelúzálèm, pi kwóon twó sí.",Shave yourselves bald and cut off your hair  
