ngiemboon,en
"Ésàlayɛ laa nkáʼa metÿǒ melùʼ,",Israel is a lush    vine;  # 10:1 Is 5:1–7; Ezk 15:1–6
Ntʉ́m wɔ́b síŋ.,"Their hearts are devious;  ,# 10:2 1Kg 18:21; Zph 1:5"
Pɔ́ ée fʉ̀ʼɔɔn ne ńgɔɔn ngie: «Peg te gíŋe ńgẅiin fùɔ wɔ́,"In fact, they are now saying,"
Pɔ́ shwóŋe tɛʼ,"They speak mere words,"
Patsẅé ngwòŋ Samalîɛ cÿɔʼ,The residents of Samaria   will have anxiety
Mé ge gÿo lɔgɔ múɔ fòŋ ŋwɛ́ gʉa né ngwòŋ Asili,The calf itself will be taken to Assyria  
"Anò ye Samalîɛ mǎg pɔ́ pɛ́ʼɛ̀,","Samaria’s king will disappear  ,# 10:7 Hs 13:11"
"Mé ge gÿo kem mejʉʼ ssé,","The high places   of Aven, the sin of Israel,  # 10:8 1Kg 12:28–30; 13:34"
Tà fó páʼ mé la zẅéte pʉ̀a á Ngimbeya,"Israel, you have sinned"
Cʉ̀apʉ̀a gɔɔn ngie: N ge gÿo kaga wɔ́b páʼ n kwǒŋ;,I will discipline   them at my discretion;  # 10:10 Ezk 5:13
"Efalayîm áa múɔ nzwě fòŋ gẅie mé zíʼi yé,",Ephraim is a well-trained calf  
"Pi lɔɔn ḿbye mmó gie áa nénʉ́,",Sow righteousness for yourselves  
"Pi ka jʉʼʉ tsẅé tepòŋ,",You have plowed wickedness and reaped injustice;  
"Áa mmó gie á ge gÿo gÿo, ncù gwe nùɔ pʉ̀a pú,","the roar of battle will rise against your people,"
"Epʉ̀a Ésàlayɛ, wɛ̂ aa páʼ n ge gÿo né pi púʼu","So it will be done to you, Bethel,  "
