ngiemboon,en
" Ndòon ee twó pʉ̀a pie ée letsẅɛ́ʼ,",Woe to those who dream up wickedness
"Pɔ́ líe menkáʼ tsɔ́ pʉ̀a, ńtsɔ́ɔn,",They covet fields   and seize them;  # 2:2 Is 5:8
Áa mmó gie á gÿo Cʉ̀apʉ̀a gɔɔn ngie:,"Therefore, the Lord says:"
"Á ge láʼ gwɔ́ fʉʼó ŋwɛ́, mé zɔbɔ zɔ̀b ńtí gẅí,",In that day one will take up   a taunt against you
"Púʼu la, á ge gÿo gwɔ́ fʉ̀ʼ gie","Therefore, there will be no one"
"Etsɔ́ pʉ̀a ne ńgyaga shwǒŋ, ńgɔɔn né mèŋ ngie","“Quit your preaching,”   they  # 2:6 = the prophets  preach."
Tsye mé něŋ ndòon twó pʉ̀a Ésàlayɛ ka?,"House of Jacob, should it be asked,"
"Tá ńgʉa na pi, mbà Cʉ̀apʉ̀a ne ńgɔɔn ngie:",But recently my people have risen up
"Pi fó tsɛ̀ɛ mendá mie mezwě pʉ̀a pɔ́ɔn kwoŋ,",You force   the women of my people
Pi lu ssé! Ńgʉate!,"Get up and leave,"
Epʉ̀a ne ńgyaga shwǒŋ,If a man comes
"«Mèŋ Cʉ̀apʉ̀a, n ge gÿo pú cúʼte tsìŋendá Yakwɔ̂b ntsèm.","I will indeed gather   all of you, Jacob;"
"Nyìŋ gẅie à tsɔ́ʼɔ mánzsè,",One who breaks open the way
