ngiemboon,en
 Cʉ̀apʉ̀a tsẅii mbwó Mǒonsê ngie: ,The Lord spoke to Moses: 
"Gɔɔn nò mbwó pʉ̀a Ésàlayɛ, gɔɔn né pɔ́b ngie: Nyìŋ lɔɔn ndáʼ ńkaʼa lényé nyìŋ na fàʼa Ssé, mbà ngwɔ́ á ná nkáb ńdɔg ńkúbe. ","“Speak to the Israelites and tell them: When someone makes a special vow   to the Lord that involves the assessment of people, "
"Ńgwɔ́ gie aa nyìŋ mbàŋa gẅie aa na kwò pʉ̀a pie é gẅǐin ngùʼ móm mbʉ́a ńgʉa ńkúu na pie é gẅǐin ngùʼ móm ntɔgɔ́, mbà nzẅìŋ gẅie mé la tÿɔ́g páʼ ngwɔ́ á ná, ee ntí nkáb gie mé lɔgɔ ńjúu mmó jʉʼʉ ndʉalʉ̌a mepàg móm tʉ̂a. ","if the assessment concerns a male from twenty to sixty years old, your assessment is fifty silver shekels   measured by the standard sanctuary shekel.  # 27:3 Ex 30:13; Lv 5:15; 27:25; Nm 3:47 "
"Nké ńgwɔ́ gie aa manzwě, mbà wé nzẅìŋ nkáb ge gwɔ́ mepàg móm tá.»","If the person is a female, your assessment is thirty shekels.   "
"«Ńgʉa na múɔ ngwàshùm gẅie aa na kwò pʉ̀a pie é gẅǐin ngùʼ tʉ̂a, ńgʉa ńkúu na pie é gẅǐin ngùʼ móm mbʉ́a, mbà mé la tÿɔ́g páʼ ngwɔ́ pɔ́ ná mepàg nkáb móm mbʉ́a, eye múɔ ngwàngùɔ gwɔ́ mepàg nkáb legém.»","If the person is from five to twenty years old, your assessment for a male is twenty shekels   and for a female ten shekels. "
"«Ńgʉa na múɔ mbàŋa gẅie à gẅǐin tàʼ saŋ ńgʉa ńkúu na gẅie à gẅǐin ngùʼ tʉ̂a, mbà wé nzẅìŋ gẅie mé la záb ée nkáb pàg tʉ̂a, ewe manzwě é gwɔ́ nkáb pàg tá.»","If the person is from one month to five years old, your assessment for a male is five silver shekels,   and for a female your assessment is three shekels of silver. "
"«Ńgʉa na nyìŋ mbàŋa gẅie aa na kwò pʉ̀a pie é gẅǐin ngùʼ móm ntɔgɔ́ tà ńtɔ́g, mbà nzẅìŋ gẅie mé la tÿɔ́g páʼ ngwɔ́ à ná, ée mepàg nkáb ntsɔ̀b tʉ̂a, ewe manzwě é gwɔ́ nkáb pàg legém.»","If the person is sixty years or more, your assessment is fifteen shekels for a male and ten shekels for a female. "
"«Á lɔɔn ńgwɔ́ gie nyìŋ gẅie à la kaʼa mmó mbwó Ssé à pú ńgwɔ́ mbóŋ tɛʼ tà à te kuʼu lépéen nzẅìŋ nkáb gẅie mé la záb wɔ́, mbà à ge lɔgɔ nyìŋ gẅie à la kaʼa lényé na faʼa Ssé, é tóo mvfò nùŋepwɔʼ, nùŋepwɔʼ fó na mmó gie nyìŋ gẅie à la kaʼa mmó à gẅiin, ńdʉŋte nzẅìŋ gẅie à ge péen.»","But if one is too poor to pay the assessment, he is to present the person before the priest and the priest will set a value for him. The priest will set a value for him according to what the one making the vow can afford."
"«À lɔɔn ḿbiŋ ńgwɔ́ nɔ̀ɔn gẅie nyìŋ la kaʼ páʼ à ge lɔg tóo mvfò Cʉ̀apʉ̀a, mbà wɛ̌ nɔ̀ɔn cʉ̌ʼ ńgwɔ́ pɔ́ we Cʉ̀apʉ̀a. ","“If the vow involves one of the animals that may be brought as an offering to the Lord, any of these he gives to the Lord will be holy. "
"Ngwɔ́ mé le wɛ̌ nɔ̀ɔn kúbe, ńké le lɔgɔ nɔ̀ɔn tepòŋ ńkúbe wembòŋo wɔ́, ńké le lɔgɔ wembòŋo ńkúbe we tepòŋ wɔ́, nyìŋ gÿo púʼu, mbà menɔ̀ɔn ŋwɛ́ ntsèm, é pú ńcʉ́ʼ ńgwɔ́ pɔ́ pe Ssé. ","He may not replace it or make a substitution for it, either good for bad, or bad for good.   But if he does substitute one animal for another, both that animal and its substitute will be holy."
"À lɔɔn ńgwɔ́ pɔ́ nɔ̀ɔn gẅie à gẅiin ncÿǒ, tà ńgwɔ́ gie ngwɔ́ mé le lɔgɔ wɛ̌ ńtó, ńnuŋe pwɔʼ mvfò Cʉ̀apʉ̀a wɔ́, mé lɔg ńtóo mvfò nùŋepwɔʼ, ","“If the vow involves any of the unclean animals that may not be brought as an offering to the Lord, the animal must be presented before the priest. "
"anùŋepwɔʼ líe ńgyá páʼ nɔ̀ɔn gwɔ́, tá ńzáb nzẅìŋ, nùŋepwɔʼ vɔg tà ńgɔɔn nzẅìŋ, mbà tsɔ̌ nyìŋ gẅie à ge lʉʼ, à te wó wɔ́. ","The priest will set its value, whether high or low; the price will be set as the priest makes the assessment for you. "
"Ńgwɔ́ gie nyìŋ gẅie à la kaʼ zɔ faʼa léjúu wɛ̌ nɔ̀ɔn, mbà à ge ná kwàʼ nzẅìŋ gẅie nùŋepwɔʼ gɔ̌ɔn, mé piŋ ńgabte wɛ̌ nzẅìŋ, é nzsè tʉ̂a, ḿbíi tàʼ nzsè ńkẅiʼi mǒ.»","If the one who brought it decides to redeem it, he must add a fifth to the   assessed value.  # 27:13 Gn 47:24; Lv 5:16; 6:5"
