ngiemboon,en
"Púʼu la, pi ne ńgɔɔn ngie: Pege gʉa,","Come, let’s return to the  Lord.  "
À ge gÿo pege gíŋ ńgwɔ́ wó na lyɛ̌ʼ sépʉ́a,"He will revive us after two days,  "
Pege zsé ngie Cʉ̀apʉ̀a aa Ssé yege.,Let’s strive to know the  Lord.  
N ge gÿo lêkɔ́ né gù Efalayîm?,"What am I going to do with you, Ephraim?  "
"Áa mmó gie á gÿo, n túm pantsẅìnkʉ̀ Ssé pɔ́ tó cúɔ gẅí,",This is why I have used the prophets
"Á nue mèŋ tsɔ́ɔn nò na nkwòŋe, ńcʉa pwɔʼ gẅie mé lɔgɔ menɔ̀ɔn ńnuŋe.","For I desire faithful love and not sacrifice,"
"Pi ka zyɛʼɛ kʉ̀a yɔ́ɔn, á tÿǒsoŋo Ándàm.","But they, like Adam,   have violated the covenant;  # 6:7 Hs 8:1"
"Atÿǒsoŋ pʉ̀a Ngalad áa tÿǒsoŋ pafʉ̀ʼmenò,","Gilead is a city of evildoers,  "
"À lɔɔn ńgwɔ́ gie nùɔ palÿɔ́ʼncù ne ńnáʼa lézẅé nyìŋ lêkɔ́ wɔ́ɔ,","Like raiders who wait in ambush for someone,  "
"Cʉ̀apʉ̀a gɔɔn ngie: N da gyá menò sẅile sẅile tsɛ̀ɛ láʼa pʉ̀a Ésàlayɛ,",I have seen something horrible   in the house of Israel:
«Ńgʉa na gù Yúndà,"A harvest is also appointed for you, Judah.  "
