ngiemboon,en
Cʉ̀apʉ̀a la gɔɔn né Yelemî ngie: ,This is the word that came to Jeremiah from the Lord. 
"Mèŋ Cʉ̀apʉ̀a, é Ssé pa Ésàlayɛ ne ńgɔɔn ngie: Ɔ̀ ŋweʼe shúm ntsèm sie mèŋ shwoŋó gú, á tsɛ̀ɛ lepuʼú ŋwàʼne. ","“This is what the Lord, the God of Israel, says: Write on a scroll all the words that I have spoken to you,   "
"N ge shwóŋo gú ngie lyɛ̌ʼ ne ńkuʼu páʼ n ge gÿo pa Ésàlayɛ mbɔɔ pà Yúndà pie ée pʉ̀a pɔ́ɔn, e piŋ né tsɛ̀ɛ ngwòŋ gẅie n da náa mbwó metá pɔ́b; páʼ é ge láʼ cʉ́ʼ gwɔ́ pɔ́ wɔ́b. Mèŋ, Cʉ̀apʉ̀a zɔ gɔɔn. ","for look, the days are coming” #— #this is the Lord’s declaration #— #“when I will restore the fortunes   of my people Israel and Judah,”  # 30:3 Jr 33:7,11; Ezk 37:15–23; 39:25; Jl 3:1; Am 9:14 says the Lord. “I will restore them to the land I gave to their ancestors and they will possess it.”"
"Cʉ̀apʉ̀a ka gɔɔn nò mbwó Yelemî, ńtí Ésàlayɛ pɔ́ Yúndà. ",These are the words the Lord spoke to Israel and Judah. 
"À ka gɔɔn ngie: Peg ka júʼ ngyè gie e maʼa cÿɔʼ, ḿbú ḿvɛ, mbʉ́lè te gíŋe ńgwɔ́ wó wɔ́.",This is what the Lord says:
"Pi gwá ḿbíge pʉ̀a,",Ask and see
Yêe yɔɔn ntí ngʉ̀ngʉ̀ le! Yɔɔn ee kʉ̀ʼʉ pà lyɛʼɛ́ láʼ.,How awful that day will be!  
"Cʉ̀apʉ̀a gẅie à piʼi kɔ̀ɔkɔ́ɔ ne ńgɔɔn ngie: «Afʉ̀ʼ ge gÿo kuʼ, m bwɔ́ʼte kɔ̌ʼ gie á ne ńzɛɛ wɔ́b; ńzáʼte metsɛ̂n mie mé la lɔg ńcʉŋe wɔ́b. À cʉa púʼu, pɔ́ le gíŋe ńgwɔ́ menkwɔɔn á mbwó megʉ̀ wɔ́. ",On that day —
"Táʼ, pɔ́ ge gÿo cʉ́ʼ faʼ pɔ́ mbwó mèŋ. Á mèŋ Cʉ̀apʉ̀a, é Ssé yɔb. N ge gÿo lɔgɔ Ndavîd, é gÿo fùɔ wɔb, pɔ́ ge faʼa mbwó fùɔ gẅie n ge náa mbwó pɔ́b na tsìŋendá Ndavîd.»",They will serve the Lord their God
"Cʉ̀apʉ̀a ne ńgɔɔn ngie: Gù Ésàlayɛ,","As for you, my servant Jacob,  "
Mèŋ Cʉ̀apʉ̀a ne ńgɔɔn ngie:,For I will be with you —
Cʉ̀apʉ̀a ne ńgɔɔn ngie:,For this is what the Lord says:
Alagá nyìŋ té ne ńtága nzèm gi wɔ́.,You have no defender for your case.  
"Epʉ̀a pie é kɔ́ɔn ńkwoŋo nò jú,",All your lovers have forgotten you;  
Ɔ̀ gaʼte ngɔ́ʼ jù ńtí kɔ́?,Why do you cry out about your injury?
"Táʼ, mé ge gÿo pyág pʉ̀a pie é ne ḿbyága gú.","Nevertheless, all who devoured you will be devoured,  "
"Pɔ́ ne ńtóŋo gú lê «megwáʼa»,",But I will bring you health  
Cʉ̀apʉ̀a ne ńgɔɔn ngie:,This is what the Lord says:
Mé ge gÿo júʼ páʼ pɔ́ kága ńzɔbɔ.,"Thanksgiving will come out of them,"
Ngẅɛ̀ Yakwɔ̂b ge gÿo gíŋe gwɔ́ páʼ,His children will be as in past days;
Cʉ̀apʉ̀a ne ńgɔɔn ngie:,Jacob’s leader will be one of them;
"Púʼu la, pi ge gÿo gwɔ́ pʉ̀a pɔ́ɔn,","You will be my people,"
"Afómo Cʉ̀apʉ̀a ne ńtóo,","Look, a storm from the  Lord!  "
À lɔɔn ngwɔ́ máamáa gyáŋalóŋ Cʉ̀apʉ̀a,The Lord’s burning anger will not turn back
