ngiemboon,en
"Peg zɔɔn ne ńzsé ngie ntàb yɔɔn gie pege ee tsoló, é gwɔ́ mbùm yege lɔɔn, e lɔɔn fó lyɛ̌ʼ ńkeme, mbà pege gẅiin ndá tÿǒ lepwó, é gwɔ́ gie e ge láʼa gwɔ́ pɔ́ wó. Epʉ̀a mesoŋ zɔ la te pwóon, e Ssé zɔ la pwóon. ","For we know that if our earthly tent we live in   is destroyed, we have a building from God, an eternal dwelling in the heavens,  # 5:1 Eph 6:9; Php 2:10 not made with hands.  # 5:1 Col 2:11 "
"Áa mmó gie á gÿo pege ee fʉ̀ʼɔɔn ńne ńdʉa, ńtsɔ́ɔn légwɔ́ tsɛ̀ɛ ndá yege ye tÿǒ lepwó, á légwɔ́ tsoló páʼ nyìŋ gẅie aa tsɛ̀ɛ nzsǒ sẅé gie à maʼ. ","Indeed, we groan in this tent, desiring   to put on our heavenly dwelling, "
"Yɛ̌ mbùm nnɛ́ lɔɔn ńkábte wégè, pege le gíŋ ńgwɔ́ mvfò Ssé ńgwɔ́ pate maʼ nzsǒ wɔ́, ","since, when we are clothed,   we will not be found naked.  # 5:3 Mt 25:36; Lk 10:30 "
"á nue áa fʉ̀ʼ gie pege nyé tsɛ̀ɛ yɔɔn ntàb, menò ne sẅɛ́ɛ wégè, pege lʉa. Áa nénʉ́ ngie pege te ne ńkwoŋo ngie mé fó na pege ńkẅile yɔɔn mbùm nnɛ́ wɔ́, pege faʼa lémaʼ nzsǒ ye tÿǒ lepwó mǒ, légwɔ́ gie mbùm gie e té kwé, e ge mì mbùm gie é gẅiin lékwé. ","Indeed, we groan while we are in this tent, burdened as we are, because we do not want to be unclothed but clothed, so that mortality   may be swallowed up by life. "
"E Ssé zɔ ka cwoŋte wégè na wɛ̌ legwɔ́, ńnáa Zẅìge yé mbwó pege ńdɔg ńgÿo zyèssé na shúm sie à ge gÿo tá ná né pege.","Now the one who prepared us for this very purpose is God, who gave us the Spirit as a down payment."
"Púʼu, tá pege ee fʉ̀ʼ ntsèm ńcʉ́ʼ ńnéŋe pɔ́ ne lekág páʼɔɔn tɛʼ. Pege té ne ḿmoŋe ngie pege lɔɔn ńdáʼ ńnyé ńgwɔ́ pɔ́ tsɛ̀ɛ yɔɔn mbùm nnɛ́, mbà pege nyě te gwɔ̌ lejʉ́ŋ Cʉ̀apʉ̀a, mbà pege gwɔ̌ pɔ́ ngʉ̀a shʉ̀shʉ̀a. ",So we are always confident and know that while we are at home in the body we are away from the Lord. 
"Á lɔgɔ ńgɔɔn ngie pege nyě te lɔg nÿɔ́g mégè ńgyá yé. Táʼ, pege neŋé ńne ńzẅíʼte páʼɔɔn, mélàʼmie pege záb ntʉ́m na yé. ","For we walk by faith,   not by sight.  # 5:7 Lk 3:22 "
"Pege cʉ̌ʼ ńnéŋe pɔ́ ne lekág páʼɔɔn, atwó mmó lÿò gie pege ne ńtsɔ́ɔn, á gwɔ́ lékẅɛɛ tsɛ̀ɛ yɔɔn mbùm nnɛ́, ńgʉa ńcʉ́ʼʉ ńnéŋe pɔ́ lejʉ́ŋ Cʉ̀apʉ̀a. ","In fact, we are confident, and we would prefer to be away from the body and at home with the Lord.   "
"Á cʉa púʼu, ammó gie peg ne ńtsɔ́ɔn légÿo tɛʼ, aa legÿo mmó gie á poŋo yé. Kà pɔ́ páʼ peg ee tsɛ̀ɛ yɔɔn mbùm nnɛ́ wɔ́ɔ, kà pɔ́ páʼ peg kẅɛ̌ tsoló wɔ́ɔ, ","Therefore, whether we are at home or away, we make it our aim to be pleasing   to him. "
"á nue á ne ńzɛ́te ngie pege metsèm cʉa mvfò Keleto, à ŋaga wégè, à cʉa púʼu, awɔ̌wɔ́ɔ kẅé we ntsɔʼɔ́fàʼ na mmó gie à la gÿo, á gwɔ́ yembòŋo kà yetepòŋ wɔ́ɔ, á fʉ̀ʼ gie à laa tsɛ̀ɛ yɛ̌ mbùm nnɛ́.","For we must all appear before the judgment seat   of Christ,  # 5:10 Mt 25:31–46; Php 1:6; Heb 10:31 so that each may be repaid  # 5:10 Mt 16:27 for what he has done in the body, whether good or evil."
