ngiemboon,en
Anò gie Cʉ̀apʉ̀a la gɔɔn né Yelemî ńtí lùm ayɔɔn:,This is the word of the Lord that came to Jeremiah concerning the drought:  
"«Epʉ̀a Yúndà ne ńdʉa,",Judah mourns;
 Mekěm tǔm megàŋafàʼ pɔ́b,Their nobles send their servants   for water.
Atsetsáʼ áa jʉʼ ntsèm mbà á pǔ ńkaʼte;,The ground is cracked
"Áa tsɛ̀ɛ mbàʼ, mbà tsẅénɔ̀ɔn gwaʼá",Even the doe in the field
Menzikáasè mbàʼ tyéte ndùm mekwɔʼɔ́ á kwòŋotsẅɛ.,Wild donkeys stand on the barren heights  
Aláʼ gɔɔn ngie:,"Though our iniquities testify against us,"
"Cʉ̀apʉ̀a, gù gẅie pʉ̀a Ésàlayɛ","Hope of Israel,  "
Ɔ̀ gÿo lêkɔ́ ńgÿo páʼ nyìŋ gẅie à te metʉ̀ gẅiin?,"Why are you like a helpless man,"
"Cʉ̀apʉ̀a gíŋe ńgɔɔn mbwó yɔɔn láʼ ŋwɛ́ ngie: «Oon, pɔ́ kwoŋo le gwá ńgiŋ té pá ndyèen. Pɔ́ té néŋe tàʼa jʉʼ wɔ́.» Púʼu, á té Cʉ̀apʉ̀a poŋ. À ge kímte mefʉa mɔ́b fʉ̀ʼɔɔn, é tém ngʉ̀ngʉ̀ twó pɔ́b, ńtí menò tepòŋ mɔ́b.",This is what the Lord says concerning these people:
Cʉ̀apʉ̀a gɔɔn né mèŋ ngie: «Te sẅíŋte wɔ́ɔn ngie mèŋ gÿo nò mbòŋo mbwó pʉ̀a pɔɔn ŋwɛ́. ,"Then the Lord said to me, “Do not pray for the well-being of these people.   "
"Pɔ́ lɔɔn ńzɔɔn ńkwoŋ kwoŋ ńnéŋe nzyè, mbà n te júʼu sẅíŋtè yɔ́b wɔ́. Ńzɔɔn ńdɔg pɔ́ pwɔʼ gẅie mé tuɔ nɔ̀ɔn tà á pú shÿó pɔ́ ntsèm, ńtó ńnuŋe mvfò mèŋ, ḿmaʼ mbɔɔ ncùb ńná né mèŋ, mbà n te kẅé wɔ́. Táʼ, n ge lɔg ncù pɔ́ cÿó, lâ gwáʼa, é zẅéte wɔ́b.»","If they fast, I will not hear their cry of despair. If they offer burnt offering and grain offering, I will not accept them. Rather, I will finish them off by sword, famine, and plague.”  "
"Yelemî tsɔ́ʼ ngie: «Wɛ̌ɛ! Cʉ̀apʉ̀a Ssé, pantsẅìnkʉ̀ Ssé ne ńgɔɔn né pɔ́b ngie mé té gÿo lɔg nně ncù lÿɔ́ʼɔ wɔ́b wɔ́, gwáŋa ké le láʼ pɔ́b gwe. E Ssé ge gÿo gÿo pɔ́ shÿéenshÿéen ńnéŋe lé mbʉ́lè.»","And I replied, “Oh no, Lord God! The prophets are telling them, ‘You won’t see sword or suffer famine. I will certainly give you lasting peace in this place.’ ”  "
"N da gɔɔn púʼu, Cʉ̀apʉ̀a pÿɛ ngie: Pantsẅìnkʉ̀ Ssé apɛ̌ ne ńgɔɔn ngie pɔ́ lɔgɔ lezíŋ sɔ́ɔn ńgɔɔn nò; táʼ, ńdɔgɔ ńcÿɔɔ nò. N ka te wɔ́b túm, ńké te tsẅii nò mbwó pɔ́b wɔ́, ńké te gɔɔn tsɔ́ nò né pɔ́b wɔ́. Menò mie pɔ́ shwóŋo gẅí ngie pɔ́ gyǎ, é gwɔ́ pɔ́ cÿɔ̌nò, pɔ́ kwaŋte kwaŋte ńgɔɔn. Menò mie pɔ́ gwaa ḿbÿé, á té tsɔ́ nò wɔ́; pɔ́ zɔ̌ kwaŋa ńgɔɔn. ","But the Lord said to me, “These prophets are prophesying a lie in my name. I did not send them, nor did I command them or speak to them. They are prophesying to you a false vision, worthless divination, the deceit   of their own minds.  # 14:14 Jr 5:31; 20:6; 23:25–26,32; 27:10,14–16; 29:9,21,31"
