ngiemboon,en
"Cʉ̀apʉ̀a, ɔɔ Ssé yɔ̀ɔn."," Lord, you are my God;  "
"Ɔ̀ kéen ńgÿo, atÿǒsoŋ cʉ́ʼʉ tsẅɛʼɛ́ metǒon.","For you have turned the city into a pile of rocks,  "
"Áa mmó gie á gÿo, aláʼ gie á gẅiin ngʉ̀ʼ,","Therefore, a strong people will honor you."
"Ɔ̀ lɔg ngʉ̀ʼ jù,","For you have been a stronghold for the poor person,"
Ɔ̀ ka tsẅɛ́te shwoŋó megʉ̀,"like heat in a dry land,"
"Cʉ̀apʉ̀a gẅie à piʼi kɔ̀ɔkɔ́ɔ,","On this mountain,  ,# 25:6 Is 2:2–4"
"À ge gÿo tyé ndùm lekwɛ́ sɔɔn ŋwɛ́,",On this mountain
À ge gÿo legwé le gíŋe ńdáʼ ńgwɔ́ wó wɔ́.,"When he has swallowed up death once and for all,  "
"Á ge láʼ gwɔ́ lyɛʼó ŋwɛ́, mé gɔɔn ngie:","On that day it will be said,"
Apwó Cʉ̀apʉ̀a kábte lekwɛ́ Siyoŋ.»,For the Lord’s power will rest on this mountain.
"Mowab gwɔ́ jʉʼó,","He will spread out his arms in the middle of it,"
"Gù Mowab, ńgʉa na metʉ̂ankáʼ mie","The high-walled fortress will be brought down,"
