ngiemboon,en
"Cʉ̀apʉ̀a gɔɔn mbwó Silẅísè, á fùɔ gẅie yé Cʉ̀apʉ̀a zɔ la néŋ ngie:","The Lord says this to Cyrus, his anointed,  "
N ge gÿo gwɔ́ mvfò gù,“I will go before you
"N ge gÿo ná shúm fùʼ sie mé la ffo, á mbwó gù",I will give you the treasures of darkness
"N ka lɔg kwàʼ lezíŋ shú ńtóŋo gú,","I call you by your name,"
"Mèŋ zɔɔ Cʉ̀apʉ̀a, tà tsɔ̌ wendyɛ̀ʼɛ te wó wɔ́,","I am the Lord, and there is no other;  "
"Ńgÿo púʼu, légwɔ́ gie",so that all may know from the rising of the sun to its setting
"Mèŋ zɔ nyɛte kyɛ̀ʼ,","I form light and create darkness,  "
"Á ne ńzɛ́te ngie,","“Heavens, sprinkle from above,"
 Ndòon ee twó nyìŋ gẅie à lɔgɔ mentsaŋ,“Woe to the one who argues with his Maker —
Ndòon ee twó nyìŋ gẅie à zɛ́te tá ngie:,"Woe to the one who says to his father,"
"Cʉ̀apʉ̀a, é Ssé Ésàlayɛ gie ee ndʉalʉ̌a, mbà yé zɔ la pwóon pʉ̀a pé, à ne ńgɔɔn ngie:","This is what the  Lord,"
Mèŋ zɔ la gÿo tsetsáʼ gwɔ́ wó;,"I made the earth,"
"Mèŋ zɔ ka tsóte Silẅísè páʼ à ge lɔgɔ nò nénʉ́ tó,","I have stirred him up in righteousness,  "
"Pi pʉ̀a Ésàlayɛ, Cʉ̀apʉ̀a ne ńgɔɔn ngie:",This is what the Lord says:
"Gù Ssé pʉ̀a Ésàlayɛ, ɔɔ Nzàʼnkÿo,","Yes, you are a God who hides,  "
"Eshʉ́ pǔ ńkú pakwóon metútú,","All of them are put to shame, even humiliated;  "
"Ńgʉa na pʉ̀a Ésàlayɛ,",Israel will be saved by the  Lord
Cʉ̀apʉ̀a la nyɛte lefaŋ.,For this is what the  Lord  says —
"N da te shúu tsɛ̀ɛ mwòonnzěm,","I have not spoken in secret,  "
Pi pʉ̀a mesoŋ pie pi ka tsɔgɔ tsɛ̀ɛ mengwòŋ;,"“Come, gather together,"
"Pi gɔɔn gí nò,","Speak up and present your case  ,# 45:21 Is 41:21–23; 43:9  —"
"Pi pie pi pǔ ńtsẅé mendège tsetsáʼ ntsèm,","Turn to me and be saved,"
N gɔ̌ɔn tà ńdɔg lezíŋ sɔ́ɔn ńkʉa ngie:,By myself I have sworn;  
"Pɔ́ ge láʼa gɔɔn nò, é tíi wɔ́ɔn ngie:","It will be said about me, ‘Righteousness and strength"
"Táʼ, ńgʉa na ngẅɛ̀ pʉ̀a Ésàlayɛ,",All the descendants of Israel
