ngiemboon,en
"N ge tyé jʉʼ gie n tyé wó tá ḿbyɛ́bɛ tÿǒsoŋ,",I will stand at my guard post
Cʉ̀apʉ̀a tsɔ́ʼ né mèŋ ngie:,The Lord answered me:
"Eshúm sie n gÿǒ, ɔ̀ gyá,",For the vision is yet for the appointed time;  
Nyìŋ gẅie à gẅiin menkwaŋá tepòŋ,"Look, his ego is inflated;  "
"Áa kwàʼ nénʉ́, ngwɔ́ melùʼ kúbe njÿòndá nyìŋ:","Moreover, wine    betrays;"
"Epʉ̀a apɛ̌ metsèm ge cúʼte, é gẅe yé;","Won’t all of these take up a taunt against him,  "
"Tà pakʉ́a nkáb mbwó gù te vege yɔ́b vege, é pʉʼʉ nnɛ́ nzèm gù wɔ́ɔ?","Won’t your creditors suddenly arise,"
"Meláʼ mie ɔ̀ ka tǔʼ, é gyɔ́ɔn tɛʼ,","Since you have plundered many nations,  "
Ndòon ee twó nyìŋ gẅie,Woe to him who dishonestly makes
Ée shʉ́ gẅie pi neŋé na tsìŋendá gí.,You have planned shame for your house
"Metǒon ge gÿo fó sagá ndá, é gaʼte, lélɔg ńdaʼa gẅí,","For the stones will cry out   from the wall,"
"Ndòon ee twó nyìŋ gẅie à pfɛte metse, tá ńdɔgɔ ńkwɛ́ɛ tÿǒsoŋ!",Woe to him who builds a city with bloodshed
Tà yɔɔn nò téen fóo pɔ́ mbwó Cʉ̀apʉ̀a gẅie à piʼi kɔ̀ɔkɔ́ɔ wɔ́ɔ?,Is it not from the  Lord of Armies
Á nue lezsě legúʼ Cʉ̀apʉ̀a ge gÿo pú jÿó ndùmo ssé tsetsáʼ,For the earth will be filled
Ndòon ee twó nyìŋ gẅie,"Woe to him who gives his neighbors drink,"
"Mé ge gÿo cʉ́ʼʉ léná mekùʼ mí,",You will be filled with disgrace instead of glory.
"Á nue ntí gie pi ka lɔg ńtág jʉʼ ngwòŋ Limbaŋ,",For your violence against Lebanon
"Mé kwóon tútú ńdɔg ńgÿo Ssé, á kẅéte na kɔ́?",What use is a carved idol
 Ndòon ee twó nyìŋ gẅie,Woe to him who says to wood: Wake up!
"Ńgʉa na Cʉ̀apʉ̀a, mbà à tsẅé tsɛ̀ɛ ndá ye gie ee ndʉalʉ̌a.",But the Lord is in his holy temple;  
