ngiemboon,en
Tsofaa nyìŋ Naama gɔɔn né Jÿɔ̂b ngie:,Then Zophar the Naamathite replied:
Tà à lɔɔn ńgwɔ́ mé gẅiin pÿɛ na nzẅìŋ meshwóŋè mɔɔn?,Should this abundance of words   go unanswered
Aŋáʼtè jú zɔ̌ ge gÿo tá pʉ̀a mesoŋ láŋte keen?,"Should your babbling put others to silence,"
"Ɔ̀ gɔɔn ngie ammó gie ɔ̀ zsě, áa te lɔ̌ʼ;","You have said, “My teaching   is sound,"
Ɔɔ! N tsɔ̌ɔn ngie Ssé tsɔ́ʼ ncwò wé,But if only God would speak
"E Ssé la gwéʼe péʼe ńkem ntsem gie ee tsɛ̀ɛ zsénò yé éshwóŋo gú,","He would show you the secrets of wisdom,  "
"Ɔ̀ ne ńtsɔ́ɔn lémwoon menkwaŋá Ssé,",Can you fathom the depths of God
Azsénò yé kwɔ́ʼɔ tÿǒ páʼ lefaŋ; ɔ̀ ge gÿo lêkɔ́?,They are higher than the heavens #— #what can you do?
"Azsénò yé sag páʼ tsetsáʼ,",Their measure is longer than the earth
"E Ssé lɔɔn ńgwoon nyìŋ gẅie à fʉ̌a nò,",If he passes by and throws someone in prison
Á nue à zsé pʉ̀a tepòŋ;,Surely he knows which people are worthless.
"Táʼ, ngwɔ́ nyìŋ mesoŋ gẅie à te lagá legye twó yé gẅiin le gwɔ́ nzsènò wɔ́,",But a stupid person will gain understanding
"Ńgʉa na gù, mbà ɔ̀ lɔɔn ńná letʉ́m shú mbwó Ssé,","As for you, if you redirect your heart"
"ńkÿo nò tepòŋ,","if there is iniquity in your hand, remove it,"
"mbà ɔ̀ ge gwɔ́ té lɔ̌ʼ, é tÿɔ́gɔ twó jú lʉ́ŋe lʉ́ŋe,","then you will hold your head high, free from fault."
"Á nue ɔ̀ ge gÿo lege ngɔ́ʼ jù,","For you will forget your suffering,"
Melyɛʼɛ́ láʼ mú ge gÿo ŋwʉŋe páʼ nèm gẅie à tʉ́a tsɛ̀ɛ zsǒ;,Your life will be brighter than noonday;
"Ɔ̀ ge gÿo tém nzèm jù ńnáa mbwó Ssé, á nue ɔ̀ ne ńzsé ngie, ammó gie ɔ̀ ne ńzẅíʼte,","You will be confident, because there is hope.  "
"Ɔ̀ ge gÿo nuŋe lyé tà nyìŋ le gú gege,","You will lie down with no one to frighten you,"
"Menÿɔ́g pʉ̀a tepòŋ ge gÿo kʉ́a, lélíe nzsè ńzẅíʼte nyìŋ gẅie à ge gÿo kẅéte wɔ́b,",But the sight of the wicked   will fail.
