en,ngiemboon
ésaŋ,"engagement, break"
mashʉ́ŋ,engine
ngilísè,English
ngelésè,English
éssóte,enjoy oneself
ḿbóm,enlarge
ńŋwáŋte,enliven
máamáa,enormous
kùmbàaně,ensemble
leluŋó,"ensemble, musical"
nkandi nkʉ̌a,"enset, wild"
lúŋ,entada
ńkú,enter
ńcʉ́m,enter
ńtáb,enter into mud
ńkẅɛʼɛ,"enthroned, sit"
ntsèm ntsèm,entirely
sẅɛ́,entrails
metagá,entrance
ncwò,entrance
ncwòntúm,"entrance, bridge"
mbuʼ,"entrance, concession"
ncú,"entrance, market"
nkwɔ̀ʼɔ,"entrance, wall opposite"
ńguʼ,"envious, be"
tÿɔ́ʼte,environment
metsẅé ndá,"environs, house"
éshʉ́m,envy
ńtÿɔ́g ntʉm,envy
ńdibe,envy
