en,ngiemboon
ńnẅíʼi,"fires, kill by small"
ńnẅéʼe,"fires, kill by small"
tɔ̀g tɔ̀g,"fire, sound of corn popping"
ńdyɛ,"fire, start"
ńkẅíge,"fire, stir"
ńgwoon mmɔ̌g,"fire, take"
ńtsíb,"fire, withdraw from"
lefàŋ,firmament
mvɔ̀g mvfò,first
ńzɔɔn,first
ndùŋ mvfò,first
ńzɔɔn,"first, at"
múɔ letwó,firstborn
ḿvɔg,"first, come in"
ńtsébe,"first fruits, taste"
ndwó,firstly
ntwo ntwó,firstly
péle lezíŋ,first name
ḿmaʼ sso,fish
shÿɔ́ʼ,fish bean
ngʉ́ŋ,fishbone
màʼ ssó,fisherman
ssó,fish 
ndá messó,fish shop
ncʉ̀ncʉ̀a,"fish, sp."
malóló,"fish, sp."
mankànjùʼ,"fish, sp."
kwè ńdíe jʉʼ,"fish, sp."
kága,"fish, sp."
nàkwɔ̀ʼ,"fish, sp."
cúcum,"fish, sp."
nkànjùʼ,"fish, sp."
ndólólo,"fish, sp."
laʼá,fish-trap
ńdʉʼ mbwo,"fist, menacing sign"
ḿbum,fit
ńdáŋte,"fit, be"
