en,ngiemboon
tèzɛndeme,forgiving
ntsɔ̀ɔn mezìŋe,forgiving person
ńgwɔb,fork
mefagá,fork
ngàg tepwó,"fork, hand"
tɔ̌ɔn,"form, circle"
ńtsóŋ,fornicate
mpfwɔ̀ʼ,fornication
nzẅɛ́ʼ zsee,fortunately
móm lekùa,forty
ńtsóte,"forward, move"
ńtsóte,"forward, push"
á nue kɔ́,for what reason
mú,for you
Fùɔtɔ̀ʼ,Foto
Fúmbɔ̀d,Foumbot
ńnuŋe cÿó,found
ńzyete,found
nzyè letaŋá,foundation
júbo ntaŋ,foundation
zyè ssé,foundation
cÿó ndá,foundation
tèkùʼu nò,"foundation, without"
tánkáb,"founder, family’s"
ngàb ngẅɛ̀,founder of a genealogy
fùʼ,"found, something"
ndù,fountain
lekùa,four
pélékùa,four
mélekùa,four
yélékùa,four
sélékùa,four
ngʉngʉ́ŋ,four aces card game
ntsɔ̀b lekùa lé legém,fourteen
