en,ngiemboon
vɛ̀,feral cat
ḿbág,ferment
shʉshʉ́ŋe kwɔb,fern
ndùŋngwò leloŋó ntse,"fern, mosquito"
ngùngwò leloŋó ntse,"fern, mosquito"
shʉshʉ́ŋe ntʉ́a nkáʼ,"fern, sp."
ngɔ̌ɔn,fetish
cÿɔ̀b,fetish
nnɛ́,fever
ńkaba,"fever, diminish"
syɛ̀te,few
mentsɔgɔ́,few
é cʉ̂ʼ lyɛ̌ʼ shÿɔ́ʼɔ tsɔ́ wɔ́,"few days, in"
mbaŋlòŋ,"fibre, artificial"
zèzàb,fibre dance skirt
sẅǐŋ,"fibre, raffia"
fǐŋ,"fibre, raffia"
pɔ̀ɔn sẅíŋ,"fibre sack, k."
pɔ̀ɔn mbÿɛ̀,"fibre sack, k."
ḿmyɛʼte,fidget
ḿbége mbùm,fidget
tsẅɛ,field
nkáʼ,field
ésyɛ́ʼ,"field, clear"
tùʼ mbab,"field mouse, sp."
kwɔb,"field, raffia"
ntsɔ̀b tʉ̂a lé legém,fifteen
móm ntʉ̂a,fifty
nkènkáb,"fig, African rock"
ńdÿo,fight
ńcwée,fight
ńcúa melàʼ,fight
melàʼ,fight
ńcúɔ melàʼ,fight
ńtsɔ́ge,fight
ńtág melàʼ,fight
ntàg melàʼ,fighter
ngàŋ melàʼ,fighter
zyé nkenkáb,fig-mulberry
