en,ngiemboon
mámbiʼí,"director, woman"
ntse legwé,dirge
fòme,dirt
ncÿǒ,dirt
fème,dirt
ńtoŋte,"dirt, clean out ear"
ńkẅéen,"dirt, cover"
fòme,dirtiness
ncÿǒ,dirtiness
fème,dirtiness
ńdoonte,dirty
ńcÿote,dirty
síŋesǐŋ,dirty
ńcÿo,dirty
ńniaga,"dirty, be"
éfomo,"dirty, be"
ńnẅile,"dirty, be"
ńdoonte,"dirty, get"
máfómo lii,dirty person
kúd,"dirty, very"
nkǒon,disabled
menkǒon,disabled people
ńtubte,"disagreement, be in"
ésyeen,disappear
ńdóŋte,disappear
ḿmeŋe,disappear
ńdʉŋe,disappear
ḿbyéte,disappear
ńŋwaŋa,disappear
ńdeŋe,disappear
ńŋwaŋ,disappear
ḿbyéte,disappear over the horizon
cʉŋ nzẅìŋ,disappointing
woo,"disappointment, shows"
lʉ̀ʼʉ mefʉ̀a,disavowal
pàga káŋ,disc
ńtíɛ metuŋ,discern
ńzíge,discharge water from anus
ngàŋa kwò,disciple
teŋàg,disciplined
ńjúʼ ntÿɔgɔ́,"disciplined, be"
