en,ngiemboon
lekÿò,goal
nkẅɛ̌ ndá,goal
táleŋ,goal
lekÿò,goalkeeper
ńjʉŋ,go along horizontally
ḿbume,go around
ńnyéente,go at a turtle’s pace
pwɔ́b,"goat, billy-"
mêmbwɔ́b,"goat, billy-"
pÿɔ́b,"goat, billy-"
mɛ̌ɛʼ,"goat, bleat"
fÿɛ̀,"goat, castrated"
cùʼupfɔ́g,goat for widow’s ceremony
mêmvfó,goat 
sẅɛ̀ mvfó,goatherd
pwɔ́b,"goat, male"
mêmbwɔ́b,"goat, male"
pÿɔ́b,"goat, male"
ntùʼ ngùb,goatskin
ncwòmamúɔ,goatweed
múɔ mvfó,"goat, young"
éshú,go below
gʉ̌ ntse,goblet
gʉ̌,goblet
tétɔ́ʼ,goblet
Nděm,god
ssé,god
Cʉ̀apʉ̀a,god
Ssé,God
Nděm,God
Cʉ̀apʉ̀a,God
Mbwóon,"God, Creator"
tafùɔ,godfather
táleluŋó,godfather
ndá Ssé,"God, house"
nkàa pʉ́a,godmother
máfùɔ,"godmother, chief’s"
ésẅɛ́ʼ,go down
ésẅíʼi,go down
ńcwóŋ,go down
