en,ngiemboon
ge,F1
piŋ,F2
ge piŋ,F2
ge gÿo,F3
lu,F3
ńdu,F3
ge lu,F3
gÿo,F3
ge táa,F4
ge tó tá,F4
táa,F4
ge láʼ,F5
láʼ,F5
mmó nzso,fabric
shÿó,face
ńnyíŋte,"face, frown"
ńnyíŋte,"face, wrinkle"
ńtseen,facilitate
ńtsyeen,facilitate
ntsèen,facilitator
ntsyèen,facilitator
pwɔ́ʼɔ zɛ́,faeces
mbwɔ̀ʼ,faggot
ńjÿɔ́ʼte,"faggots of wood, put"
ésɔ́ɔn,fail
éfɔ́d,fail
ńtaga,fail
éshwo,fail
ńgwete,fail
ésaŋ,fail at getting engaged
pége,failure
legʉa ntaʼ sí,fair
mòon,fairylike
zẅíŋe ntʉm,faith
lezẅíŋ,faith
letʉ́m,faith
ntʉ́m lʉ́m,faith
tém,"falcon, Eleonora’s"
lepí,fall
ńgwe,fall
ḿbʉle,fall
ńkeme,fall down
ḿbaʼ mbʉ̀ŋ,"falling, keep the rain from"
ńgwete,fall many times
