en,ngiemboon
shʉ́ŋ,"sweet, very"
ńnɔɔnte,swell
ńkwɔ́ʼte,swell
ńkwɔ́ʼ,swell
éshʉge,swell
ńkwɔ́ʼte,swell up
ńkwɔ́ʼ,swell up
vàg,swiftly
pyé kɔ́ɔn,swim
ḿbyé kɔ́ɔn,swim
mápye,swim
ńzɔ́ʼ ntse,swim
tsíte,swindle
tsyéente,swindle
ńkwɔ́gte,swindle
máleŋ,swing
malʉ́ŋ,swing
léŋ,swing
lʉ́ŋ,swing
ńtsɛ,"swing, swing on"
ńtsɛɛ malʉ́ŋ,"swing, swing on"
ńkéle,swirl around
ńzéme,swirl around
shʉ̀shʉ̀a pùʼ,sword
kapáŋapùʼ,sword
tÿǒ pùʼ,sword
nně lǔŋ,"sword, dance"
kénʉʼ,swordgrass
nʉʼ,swordgrass
zyé nkenkáb,sycamore fig
tÿǒ zyé nkenkáb,sycamore fig tree
fùɔ ntsɔ́ɔn,sympathetic
záʼŋwoon,syphilis
metsì,syphilis
