en,ngiemboon
ngʉa shʉ̀shʉ̀a,distant
táa,distant future
láʼ,"distant future, very"
ndéen,distant past
léen,distant past
la,distant past
woo,"distaste, shows"
fègte,distinction
tùbte,distinction
éfɔ́d,distort
ńkúu pyé,distort
ḿmÿɔb ncwò,distort the mouth
ńdʉ́me,distract from one’s work
ńgabte,distribute
legàbte,distribution
ngàba,distributor
heen,"distrust, showing"
kákaa,"distrust, shows"
ńtágte,disturb
ńcʉʼʉ,disturb
ḿvómo,disturb
ńtágte,disturb
ḿbʉ́ʼte,disturb
ḿvóŋo,disturb
ḿbʉ́ʼ,disturb
ńzɔ́bte,"disturb, do not"
mbège,disturber
tsápàʼ,disturbing
ńkẅi,disturb 
ńkẅite,disturb 
ḿvoŋ,disturb water
ḿvoŋte,disturb water several times
ḿbyé kɔ́ɔn,dive
ńkyɛ́ letóŋ,dive
pùmo ngɔɔn,diverse
nò té tsẅe pàa,diverse
sèle nzsè,diversion
ŋátè,diversion
gáte,diversion
gÿáte,diversion
leselé nzsè,diversion
gʉ̀ŋe nzsè,diversion
ésẅɛ́bte,divert
ńgʉ́le,divert
ḿbáŋ,divert
ńgéle,divert
ésyé,divert
ésaŋ,divert
